Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size,Month,Year,,,,,,
-67.0%,RO,H,VVS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-64.5%,RO,I,VVS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-61.5%,RO,J,VVS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-60.0%,RO,K,VVS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-61.0%,RO,L,VVS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-57.5%,RO,M,VVS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-72.0%,RO,D,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-71.0%,RO,E,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-71.5%,RO,F,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-69.0%,RO,G,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-66.0%,RO,H,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-65.0%,RO,I,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-60.0%,RO,J,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-59.0%,RO,K,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-60.5%,RO,L,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-57.0%,RO,M,VVS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-68.5%,RO,D,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-67.0%,RO,E,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-68.5%,RO,F,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-67.0%,RO,G,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-65.0%,RO,H,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-62.0%,RO,I,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-60.0%,RO,J,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-57.5%,RO,K,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-60.5%,RO,L,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-55.5%,RO,M,VS1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-69.5%,RO,D,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-67.5%,RO,E,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-70.0%,RO,F,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-67.0%,RO,G,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-62.5%,RO,H,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-62.0%,RO,I,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-60.0%,RO,J,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-60.0%,RO,K,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-61.0%,RO,L,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-56.0%,RO,M,VS2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-67.5%,RO,D,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-66.5%,RO,E,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-67.0%,RO,F,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-66.0%,RO,G,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-64.0%,RO,H,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-63.0%,RO,I,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-61.5%,RO,J,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-58.5%,RO,K,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-59.0%,RO,L,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-55.0%,RO,M,SI1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-66.0%,RO,D,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-65.5%,RO,E,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-64.0%,RO,F,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-66.5%,RO,G,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-63.5%,RO,H,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-62.0%,RO,I,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-62.5%,RO,J,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-57.5%,RO,K,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-60.5%,RO,L,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-56.5%,RO,M,SI2,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-55.0%,RO,D,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-53.5%,RO,E,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-56.5%,RO,F,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-54.5%,RO,G,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-49.5%,RO,H,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-51.0%,RO,I,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-49.5%,RO,J,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-53.5%,RO,K,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-54.0%,RO,L,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-50.0%,RO,M,I1,GD,GD,GD,Very Strong,1.50-1.69,June,2022,,,,,,
-25.0%,RO,D,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-27.0%,RO,E,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,F,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-27.0%,RO,G,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-28.0%,RO,H,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,I,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,J,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-28.0%,RO,K,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,L,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,M,IF,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,D,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,E,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,F,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,G,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,H,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,I,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-22.0%,RO,J,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,K,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-21.0%,RO,L,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,M,VVS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,D,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-29.0%,RO,E,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,F,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,G,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,H,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,I,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,J,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,K,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,L,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,M,VVS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,D,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-27.0%,RO,E,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,F,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,G,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-29.0%,RO,H,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,I,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,J,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,K,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-20.0%,RO,L,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-21.0%,RO,M,VS1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-27.0%,RO,D,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,E,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,F,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,G,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,H,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,I,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,J,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-21.0%,RO,K,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,L,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,M,VS2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,D,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,E,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,F,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,G,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,H,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,I,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,J,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,K,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,L,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-25.0%,RO,M,SI1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,D,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,E,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-22.0%,RO,F,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-24.0%,RO,G,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-26.0%,RO,H,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-27.0%,RO,I,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-27.0%,RO,J,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-20.0%,RO,K,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-23.0%,RO,L,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-27.0%,RO,M,SI2,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-13.0%,RO,D,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-13.0%,RO,E,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-12.0%,RO,F,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-14.0%,RO,G,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-11.0%,RO,H,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-10.0%,RO,I,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-10.0%,RO,J,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-15.0%,RO,K,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-13.0%,RO,L,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-13.0%,RO,M,I1,EX,EX,EX,None,2.01-2.09,June,2022,,,,,,
-35.0%,RO,D,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-34.0%,RO,E,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,F,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-30.0%,RO,G,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-33.0%,RO,H,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,I,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,J,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-29.0%,RO,K,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-30.0%,RO,L,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-31.0%,RO,M,IF,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-36.0%,RO,D,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-31.0%,RO,E,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,F,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-32.0%,RO,G,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-35.0%,RO,H,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,I,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,J,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,K,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,L,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,M,VVS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-32.0%,RO,D,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-33.0%,RO,E,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-33.0%,RO,F,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-31.0%,RO,G,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-32.0%,RO,H,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-29.0%,RO,I,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,J,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,K,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,L,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,M,VVS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-33.0%,RO,D,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-31.0%,RO,E,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-31.0%,RO,F,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,G,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-30.0%,RO,H,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,I,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,J,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-24.0%,RO,K,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,L,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,M,VS1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-32.0%,RO,D,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-30.0%,RO,E,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-32.0%,RO,F,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,G,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,H,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,I,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-24.0%,RO,J,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-23.0%,RO,K,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,L,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,M,VS2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,D,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,E,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-29.0%,RO,F,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,G,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,H,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,I,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,J,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,K,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,L,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,M,SI1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,D,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-27.0%,RO,E,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-33.0%,RO,F,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-29.0%,RO,G,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,H,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,I,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-28.0%,RO,J,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,K,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-26.0%,RO,L,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-29.0%,RO,M,SI2,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-14.0%,RO,D,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-17.0%,RO,E,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-19.0%,RO,F,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-17.0%,RO,G,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-18.0%,RO,H,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-18.0%,RO,I,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-16.0%,RO,J,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-16.0%,RO,K,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-18.0%,RO,L,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-22.0%,RO,M,I1,EX,EX,EX,Faint,2.01-2.09,June,2022,,,,,,
-45.0%,RO,D,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-46.0%,RO,E,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-43.0%,RO,F,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-39.0%,RO,G,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-39.0%,RO,H,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-35.0%,RO,I,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-32.0%,RO,J,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-35.0%,RO,K,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-36.0%,RO,L,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-32.0%,RO,M,IF,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-44.0%,RO,D,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-43.0%,RO,E,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-40.0%,RO,F,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,G,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,H,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-34.0%,RO,I,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-32.0%,RO,J,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-33.0%,RO,K,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-34.0%,RO,L,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,M,VVS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-44.0%,RO,D,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-43.0%,RO,E,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-40.0%,RO,F,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,G,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-37.0%,RO,H,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-34.0%,RO,I,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,J,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-32.0%,RO,K,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-33.0%,RO,L,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,M,VVS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-44.0%,RO,D,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-43.0%,RO,E,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-40.0%,RO,F,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,G,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-36.0%,RO,H,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-34.0%,RO,I,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,J,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,K,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-32.0%,RO,L,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-29.0%,RO,M,VS1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-41.0%,RO,D,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-40.0%,RO,E,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,F,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,G,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-36.0%,RO,H,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-33.0%,RO,I,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,J,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,K,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-31.0%,RO,L,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-28.0%,RO,M,VS2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-41.0%,RO,D,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-39.0%,RO,E,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,F,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-36.0%,RO,G,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-34.0%,RO,H,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-32.0%,RO,I,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-27.0%,RO,J,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,K,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-31.0%,RO,L,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-29.0%,RO,M,SI1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,D,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-38.0%,RO,E,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-37.0%,RO,F,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-35.0%,RO,G,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-34.0%,RO,H,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-32.0%,RO,I,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-34.0%,RO,J,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-29.0%,RO,K,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-30.0%,RO,L,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-31.0%,RO,M,SI2,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
-25.0%,RO,D,I1,EX,EX,EX,Medium,2.01-2.09,June,2022,,,,,,
