C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,DEMAND_STATUS,ASSORT_DATE,,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,, Inv_Date, Inv_Party, Inv_By , Inv_Term
-63,3,6,1,0.3,9,6,3,1,3,3,2,11,1,1,64.3,56,4.16,4.22,2.7,1.014,4,1,4,5,8,Cloud,,38.5,17.5,40,41.5,5,1,50,75,2,1,1,1,1,19-03-2022,82,9,6,1,1,5,4,3,3,4,3,,,2,,2,19-03-2022,,,,,,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-43,3,6,1,0.3,8,2,1,1,3,3,2,11,2,2,62.3,58,4.26,4.27,2.66,1.002,4,4,4,5,2,"Cloud, Pinpoint, Needle, Internal Graining",-,35.5,15,41,43,4,2,50,75,2,2,2,1,1,20-04-2022,47,8,2,1,3,5,4,3,3,1,1,2,1,2,1,1,20-04-2022,,RUSSIAN FEDERATION,ALROSA,NURBA,ALROSA,RUSSIAN FEDERATION,NURBA,,04-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,2,6,1,0.3,7,3,1,1,1,3,2,10,2,2,60.4,58,,,2.63,,4,4,4,5,1,Pinpoint,NN,34,14.5,40.8,43,3,2,50,75,2,2,2,2,,14-04-2022,61,7,3,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,2,6,1,0.3,7,3,1,1,1,3,2,10,2,2,61.9,58,,,2.65,,4,4,4,5,1,"Pinpoint, Cloud, Surface Graining",NN,35,15,40.8,43,4,2,50,80,2,2,2,2,,14-04-2022,50,7,3,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-53,3,6,1,0.3,4,3,2,1,3,3,2,10,2,2,64.2,58,4.16,4.2,2.68,1.01,4,4,4,5,1,"Feather, Indented Natural, Natural",,37.5,16,40.8,43,5.5,2,50,80,2,,,1,1,21-03-2022,80,4,3,1,3,5,4,3,3,4,3,2,1,2,1,,21-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-33,2,6,1,0.3,6,3,1,1,1,3,2,10,2,2,62.7,57,4.27,4.3,,1.007,4,4,4,5,1,"Needle, Pinpoint",,35.5,15.5,40.8,43,4,2,,,2,,,1,1,31-03-2022,64,6,3,1,3,5,4,3,3,4,3,,,2,,,31-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,1,6,1,0.3,8,3,1,1,1,3,2,10,2,2,61.9,57,4.31,4.32,,1.002,4,4,4,5,1,,,34.5,15,40.8,43,4,2,,,2,,,,,09-03-2022,91,8,3,1,3,5,4,3,3,4,3,,,2,,,09-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-34,1,6,1,0.3,5,7,3,3,3,3,2,10,2,2,64.3,60,4.17,4.22,2.69,1.012,4,4,4,5,1,,,36.5,15,41.4,44,5,2,,,2,,,,,09-03-2022,91,5,7,1,3,5,4,3,3,4,3,2,1,2,1,,09-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-59,3,6,1,0.3,9,7,1,1,1,3,2,11,1,1,63,57,4.26,4.28,2.69,1.005,1,1,4,5,7,Cloud,-,35.5,15.5,41,43.5,4,1,50,80,2,1,1,1,1,10-05-2022,30,9,7,1,3,5,4,3,3,5,1,2,1,2,1,2,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-36,3,6,1,0.3,9,3,1,1,1,3,2,11,1,1,62.7,56,4.26,4.29,2.68,1.007,4,4,4,5,1,"Cloud, Needle, Pinpoint, Indented Natural",-,35,15.5,41,43,4,1,50,75,2,2,2,1,1,26-05-2022,19,9,3,1,3,5,4,3,3,4,3,2,1,2,1,1,26-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-39,2,6,1,0.3,8,4,1,1,3,3,2,10,2,2,62.6,56,,,2.69,,4,4,4,5,1,NN,NN,35.5,15,40.8,43,4,2,50,80,2,2,2,2,,06-04-2022,69,8,4,1,3,5,4,3,3,4,3,,,,,1,06-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-51,3,6,1,0.3,7,6,2,1,1,3,2,11,1,1,64.5,57,4.18,4.21,2.71,1.007,4,4,1,5,1,"Crystal, Feather, Cloud",,37.5,16.5,41,43,5,1,50,80,2,,,1,1,25-03-2022,76,7,6,4,3,5,4,3,3,4,3,2,1,2,1,2,25-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-39,2,6,1,0.3,8,4,1,1,3,3,2,10,2,2,63.2,57,,,2.7,,4,4,4,5,1,NN,NN,34.5,15,41.6,44,4,2,50,80,2,2,2,2,,06-04-2022,69,8,4,1,3,5,4,3,3,4,3,,,,,1,06-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,2,6,1,0.3,8,4,1,1,1,3,2,10,2,2,62.8,56,,,2.69,,4,4,4,5,1,NN,NN,35.5,16,40.8,43,4,2,50,75,2,2,2,2,,06-04-2022,69,8,4,1,3,5,4,3,3,4,3,,,,,1,06-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-49,3,6,1,0.3,6,4,2,1,1,3,2,4,2,2,64.5,58,4.16,4.19,2.69,1.007,4,4,4,5,1,"Crystal, Feather, Cloud",,38.5,17,40.2,42,5.5,2,50,75,2,,,1,1,25-03-2022,76,6,4,1,3,5,4,3,3,4,3,2,1,2,1,2,25-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-40,2,6,1,0.3,6,2,1,1,3,3,2,10,2,2,62,58,,,2.66,,4,4,4,5,1,Internal Graining,NN,36.5,15.5,41,43.5,3.5,2,50,80,2,2,2,2,,14-04-2022,61,6,2,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31,1,6,1,0.3,7,3,1,1,1,3,2,10,2,2,62,57,4.26,4.29,,1.007,4,4,4,5,1,,,34.5,15,40.8,43,4,2,,,2,,,,,12-03-2022,88,7,3,1,3,5,4,3,3,4,3,,,2,,,12-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-35,2,6,1,0.3,7,3,1,1,1,3,2,10,2,2,63,55,,,2.69,,4,4,4,5,1,Feather,NN,36.5,16.5,40.6,42.5,3.5,2,50,80,2,2,2,2,,14-04-2022,50,7,3,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,AGGREGATE,DTC-DBGAS,UNKNOWN,DIAMDEL,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-47,3,6,1,0.3,4,3,3,3,3,3,2,11,1,1,62.2,59,4.23,4.25,2.64,1.005,4,4,4,5,7,"Needle, Feather, Pinpoint",NA,37,15.5,40,41.5,5,1,50,75,2,2,2,2,1,15-04-2022,52,4,3,1,1,5,4,3,3,4,1,2,1,2,1,2,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-36,3,6,1,0.3,9,3,1,1,1,3,2,11,1,1,62.7,56,4.24,4.28,2.67,1.009,4,4,4,5,1,"Needle, Pinpoint, Feather",-,36,16,40.6,42.5,3.5,1,50,80,2,2,2,1,1,10-05-2022,29,9,3,1,3,5,4,3,3,4,3,2,1,2,1,1,10-05-2022,,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC,CANADA,EKATI,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-28,1,6,1,0.3,6,3,1,1,1,3,2,11,2,2,61.9,56,4.31,4.33,2.67,1.005,4,4,4,5,1,,,34.5,15,40.8,43,4,2,,,2,2,2,2,1,24-03-2022,76,6,3,1,3,5,4,3,3,4,3,2,1,2,1,1,24-03-2022,,BOTSWANA,LUCARA DIAMOND CO.,KAROWE,LUCARA DIAMOND CO.,BOTSWANA,KAROWE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-38,2,6,1,0.3,8,4,1,1,1,3,2,11,2,2,61.8,59,4.27,4.3,2.65,1.007,4,4,4,5,1,"Crystal, Feather",-,35.5,15,40.8,43,3.5,2,50,75,2,2,2,1,1,04-05-2022,41,8,5,1,3,5,4,3,3,4,3,2,1,2,1,1,04-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-37,2,6,1,0.3,6,2,1,1,1,3,2,11,2,2,60.6,58,4.35,4.37,2.64,1.005,4,4,4,5,1,"Feather, Surface Graining",-,33,14,40.8,43,4,2,50,75,2,2,2,1,1,04-05-2022,30,6,2,1,3,5,4,3,3,4,3,2,1,2,1,1,04-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-47,3,6,1,0.3,8,6,1,1,3,3,2,11,1,1,59.7,61,4.32,4.34,2.59,1.005,4,4,3,5,1,"Crystal, Feather",NA,34,13,40.8,43,3.5,1,55,80,2,1,1,1,1,05-04-2022,65,8,6,1,3,5,4,3,3,4,1,,,,,2,05-04-2022,,CANADA,RIO-TINTO,DIAVIK,RIO-TINTO,CANADA,DIAVIK,,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-63,3,6,1,0.3,9,7,1,1,3,3,2,6,2,2,62.3,57,4.28,4.29,2.67,1.002,4,1,4,5,3,Cloud,,32.5,13.5,41.6,44,4.5,2,55,80,2,1,1,1,1,15-04-2022,55,9,7,4,3,5,4,3,3,4,3,2,1,2,1,2,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-30,1,6,1,0.3,9,2,1,1,1,3,2,10,2,2,61.2,58,4.29,4.32,,1.007,4,4,4,5,1,,,34,14,40.8,43,4,2,,,2,,,,,29-03-2022,71,9,2,1,3,5,4,3,3,4,3,,,2,,,29-03-2022,,,,,,RUSSIAN FEDERATION,NURBA,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-29,1,6,1,0.3,7,3,1,1,1,3,2,10,2,2,61.9,56,4.3,4.34,,1.009,4,4,4,5,1,,,34.5,15.5,40.8,43,3.5,2,,,2,,,,,29-03-2022,71,7,3,1,3,5,4,3,3,4,3,,,1,,,29-03-2022,,,,,,UNKNOWN,UNKNOWN,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-49,3,6,1,0.3,7,7,3,3,3,1,2,11,1,1,63.2,54,4.21,4.25,2.67,1.01,4,4,4,5,8,"Cloud, Crystal",NN,36,17,40,42,4.5,1,50,75,2,1,1,1,1,23-04-2022,44,7,7,1,3,5,4,3,3,4,3,2,1,1,1,2,23-04-2022,,ANGOLA,KOIN,CALENDULA,KOIN,ANGOLA,CALENDULA,,03-06-2022,Sun Rays,Sun Rays,30
-35.19,4,6,1,0.3,8,3,1,1,1,3,2,10,2,2,62.5,56.3,4.23,4.26,2.65,1.007,4,4,4,5,1,NN,NN,35.3,16.3,40.8,42.7,3.5,2,,,,1,1,1,,16-04-2022,54,8,3,1,3,5,4,3,3,4,3,2,1,1,1,1,16-04-2022,,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC CANADIAN,CANADA,EKATI,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-60,3,6,1,0.3,9,6,1,1,3,3,2,11,1,1,62.2,57,4.29,4.31,2.68,1.005,4,1,4,5,3,Cloud,-,35.5,15.5,40.8,43,3.5,1,50,80,2,1,1,1,1,20-04-2022,50,9,6,1,3,5,4,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-30,1,6,1,0.3,8,3,1,1,1,3,2,10,2,2,61.4,58,4.31,4.34,2.65,1.007,4,4,4,5,1,NN,NN,34.5,14.5,40.8,43,4,2,50,75,2,2,2,2,,14-04-2022,55,8,3,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-30,1,6,1,0.3,9,3,1,1,1,3,2,10,2,2,61.8,56,4.29,4.31,2.65,1.005,4,4,4,5,1,NN,NN,34.5,15,40.8,43,3.5,2,50,75,2,2,2,2,,14-04-2022,55,9,3,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-56,3,6,1,0.3,9,6,1,1,1,3,2,11,1,1,62.4,55,4.3,4.32,2.69,1.005,4,1,4,5,8,"Cloud, Feather",-,35,15.5,40.8,43,4,1,50,80,2,1,1,1,1,20-04-2022,50,9,6,1,3,5,4,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-58,3,6,1,0.3,7,7,1,1,1,1,2,11,1,1,62.2,58,4.26,4.28,2.65,1.005,4,1,1,5,8,Cloud,-,36,15,40.8,43,4,1,50,75,2,1,1,1,1,20-04-2022,50,7,7,1,3,5,4,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-54,3,6,1,0.3,8,6,1,1,1,3,2,11,1,1,60.8,59,4.3,4.33,2.62,1.007,4,1,4,5,7,Cloud,-,33,13,41,43.5,4.5,1,50,80,2,1,1,1,1,23-04-2022,47,8,6,1,3,5,4,3,3,4,1,2,1,2,1,2,23-04-2022,,,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-30,2,6,1,0.3,8,4,1,1,1,3,2,10,2,2,62.4,55.7,4.3,4.32,2.69,1.005,4,4,4,5,1,NN,NN,35,15.5,40.8,43.2,3.7,2,51,75,2,2,2,1,,27-04-2022,48,8,5,1,3,5,4,3,3,4,3,2,1,2,1,1,27-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-30,1,6,1,0.3,8,3,1,1,1,3,2,10,2,2,61.4,56,4.31,4.35,2.66,1.009,4,4,4,5,1,NN,NN,34,15,40.8,43,3.5,2,55,75,2,2,2,2,,14-04-2022,55,8,3,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-38,3,6,1,0.3,8,4,1,1,1,3,2,11,1,1,62,56,4.27,4.29,2.66,1.005,4,4,4,5,2,"Cloud, Pinpoint",-,35,15.5,40.8,43,4,1,55,75,2,2,2,1,1,10-05-2022,35,8,4,1,3,5,4,3,3,4,1,2,1,2,1,1,10-05-2022,,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-36,3,6,1,0.3,7,2,1,1,1,3,2,11,1,1,62,58,4.27,4.31,2.66,1.009,4,4,4,5,1,"Feather, Manufacturing Remnant",-,35.5,15,41,43,4,1,50,80,2,1,1,1,1,18-05-2022,16,7,2,1,3,5,4,3,3,4,3,2,1,2,1,1,18-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-38,3,6,1,0.3,9,4,1,1,1,3,2,11,1,1,60.6,60,4.32,4.34,2.62,1.005,4,4,1,5,1,Crystal,-,32.5,12.5,41.2,43.5,4.5,1,50,80,2,2,2,1,1,10-05-2022,35,9,5,1,3,5,4,3,3,4,1,2,1,2,1,1,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-29,1,6,1,0.3,7,3,1,1,1,3,2,10,2,2,61.9,57,4.3,4.32,2.66,1.005,4,4,4,5,1,NN,NN,34.5,15,40.8,43,4,2,50,75,2,2,2,2,,10-04-2022,59,7,3,1,3,5,4,3,3,4,3,,,,,1,10-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-58,3,6,1,0.3,9,6,1,1,1,3,2,11,1,1,59.7,61,4.32,4.34,2.59,1.005,3,1,4,5,3,"Cloud, Feather",-,34,13.5,40.8,43,3.5,1,50,75,2,1,1,1,1,24-04-2022,46,9,6,6,1,5,4,3,3,4,1,2,1,2,1,2,24-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-35,3,6,1,0.3,8,2,1,1,1,3,2,11,1,1,62.7,57,4.27,4.3,2.69,1.007,4,4,4,5,1,"Cloud, Pinpoint, Internal Graining, Feather",-,36.5,16,41,43,3.5,1,50,75,2,2,2,1,1,10-05-2022,29,8,2,1,3,5,4,3,3,4,3,2,1,2,1,1,10-05-2022,,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC,CANADA,EKATI,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-57,3,6,1,0.3,9,7,1,1,1,3,2,11,1,1,62.1,55,4.28,4.29,2.66,1.002,4,1,4,5,9,Cloud,-,34,15.5,40.6,42.5,4,1,50,80,2,1,1,1,1,24-04-2022,46,9,7,1,3,5,4,3,3,4,1,2,1,2,1,2,24-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-56,3,6,1,0.3,9,6,1,1,1,3,2,11,1,1,62.9,56,4.26,4.3,2.69,1.009,4,1,4,5,7,Cloud,-,35.5,15.5,40.8,43,4,1,50,80,2,2,1,1,1,10-05-2022,30,9,6,1,3,5,4,3,3,4,1,2,1,2,1,2,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-44,3,6,1,0.3,7,6,1,1,1,3,2,11,2,2,63.1,58,4.27,4.29,2.7,1.005,3,4,2,5,8,"Feather, Crystal",-,35,15,41.6,44,4,2,50,80,2,1,1,1,1,29-04-2022,46,7,6,1,3,5,4,3,3,4,1,2,1,,1,2,29-04-2022,,RUSSIAN FEDERATION,ALROSA,NURBA,ALROSA,RUSSIAN FEDERATION,NURBA,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-32.9,3,6,1,0.3,7,6,1,1,3,3,2,11,1,1,62.2,58,4.28,4.29,2.67,1.002,4,4,4,5,2,Cloud,-,35.5,15,41.2,43.5,3.5,1,50,80,1,1,1,1,1,26-05-2022,11,7,6,1,1,5,4,3,3,4,1,2,1,1,1,2,03-06-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-36,3,6,1,0.3,9,3,1,1,1,3,2,11,1,1,61.9,58,4.27,4.31,2.66,1.009,4,4,4,5,7,"Cloud, Pinpoint, Feather, Indented Natural",-,35,15,40.8,43,4,1,50,75,2,2,2,1,1,10-05-2022,29,9,3,1,1,2,4,3,3,4,1,2,1,2,1,1,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-36,3,6,1,0.3,9,3,1,1,1,3,2,11,1,1,60.5,61,4.3,4.33,2.61,1.007,4,4,4,5,7,"Cloud, Pinpoint, Surface Graining",-,33,13,41,43.5,4.5,1,50,75,2,2,2,1,1,10-05-2022,29,9,3,1,1,5,4,3,3,5,1,2,1,2,1,1,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,06-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-37,1,6,1,0.3,7,7,3,3,3,3,2,10,2,2,63.1,57,4.22,4.25,2.67,1.007,4,4,4,5,1,,,36.5,16,40.4,42.5,4.5,2,50,75,2,2,2,2,,15-04-2022,54,7,7,1,3,5,4,3,3,4,3,2,1,2,1,1,15-04-2022,,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-49,3,6,1,0.3,6,2,1,3,1,3,2,11,2,2,62.5,57,4.25,4.29,2.67,1.009,1,4,4,5,2,"Pinpoint, Feather",-,35.5,15.5,41,43.5,4,2,50,80,2,2,2,1,1,29-04-2022,46,6,2,1,1,5,4,3,3,4,1,2,1,,1,2,29-04-2022,,RUSSIAN FEDERATION,ALROSA,NURBA,ALROSA,RUSSIAN FEDERATION,NURBA,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-38,3,6,1,0.3,9,4,1,1,1,3,2,11,1,1,62.1,57,4.29,4.31,2.67,1.005,4,4,4,5,1,Feather,-,35.5,15.5,40.8,43,3.5,1,50,80,2,2,2,1,1,10-05-2022,35,9,4,1,3,5,4,3,3,4,3,2,1,2,1,1,10-05-2022,,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC,CANADA,EKATI,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-49,3,6,1,0.3,7,4,1,1,1,1,2,11,2,2,62.5,55,4.31,4.34,2.7,1.007,4,1,4,5,7,"Cloud, Feather",-,34,15.5,41.4,44,3.5,2,50,80,2,1,1,1,1,29-04-2022,41,7,5,1,3,5,4,3,3,4,1,2,1,,1,2,29-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
