Price per carat,Clarity,Colour,CO,Month,Year,Size
6679.166667,2,1,1,9,2019,2
3969.333333,3,1,1,9,2019,2
4602.25,0,2,2,9,2019,2
4245,1,2,2,9,2019,2
3585.75,2,2,2,9,2019,2
2592,3,2,2,9,2019,2
3800.625,0,3,2,9,2019,0
3634,1,3,2,9,2019,0
3160.5,2,3,2,9,2019,0
2336,3,3,2,9,2019,0
4598.5,0,3,2,9,2019,1
4337.25,1,3,2,9,2019,1
3689.5,2,3,2,9,2019,1
2593,3,3,2,9,2019,1
6100.25,0,3,2,9,2019,2
5490,1,3,2,9,2019,2
4613.75,2,3,2,9,2019,2
3370,3,3,2,9,2019,2
7642,0,0,0,10,2019,0
6529.5,1,0,0,10,2019,0
4780.75,2,0,0,10,2019,0
3337.5,3,0,0,10,2019,0
5529.5,0,1,1,10,2019,0
5230,1,1,1,10,2019,0
4084.5,2,1,1,10,2019,0
2844,3,1,1,10,2019,0
3022.25,0,2,2,10,2019,0
2841.5,1,2,2,10,2019,0
2433.75,2,2,2,10,2019,0
2048,3,2,2,10,2019,0
10305.5,0,0,0,10,2019,1
8535.5,1,0,0,10,2019,1
6037.5,2,0,0,10,2019,1
3535,3,0,0,10,2019,1
7020,0,1,1,10,2019,1
6462.333333,1,1,1,10,2019,1
5132.666667,2,1,1,10,2019,1
3288.333333,3,1,1,10,2019,1
3347.625,0,2,2,10,2019,1
3163.25,1,2,2,10,2019,1
2742,2,2,2,10,2019,1
2088,3,2,2,10,2019,1
15620,0,0,0,10,2019,2
12317.5,1,0,0,10,2019,2
8010,2,0,0,10,2019,2
4379,3,0,0,10,2019,2
10423.33333,0,1,1,10,2019,2
8889.333333,1,1,1,10,2019,2
6679.166667,2,1,1,10,2019,2
3969.333333,3,1,1,10,2019,2
4602.25,0,2,2,10,2019,2
4245,1,2,2,10,2019,2
3585.75,2,2,2,10,2019,2
2592,3,2,2,10,2019,2
3800.625,0,3,2,10,2019,0
3634,1,3,2,10,2019,0
3160.5,2,3,2,10,2019,0
2336,3,3,2,10,2019,0
4598.5,0,3,2,10,2019,1
4337.25,1,3,2,10,2019,1
3689.5,2,3,2,10,2019,1
2593,3,3,2,10,2019,1
6100.25,0,3,2,10,2019,2
5490,1,3,2,10,2019,2
4613.75,2,3,2,10,2019,2
3370,3,3,2,10,2019,2
7642,0,0,0,11,2019,0
6529.5,1,0,0,11,2019,0
4780.75,2,0,0,11,2019,0
3337.5,3,0,0,11,2019,0
5488.333333,0,1,1,11,2019,0
5178.833333,1,1,1,11,2019,0
4084.5,2,1,1,11,2019,0
2844,3,1,1,11,2019,0
3022.25,0,2,2,11,2019,0
2841.5,1,2,2,11,2019,0
2433.75,2,2,2,11,2019,0
2048,3,2,2,11,2019,0
10305.5,0,0,0,11,2019,1
8535.5,1,0,0,11,2019,1
6037.5,2,0,0,11,2019,1
3535,3,0,0,11,2019,1
7020,0,1,1,11,2019,1
6462.333333,1,1,1,11,2019,1
5132.666667,2,1,1,11,2019,1
3288.333333,3,1,1,11,2019,1
3347.625,0,2,2,11,2019,1
3163.25,1,2,2,11,2019,1
2742,2,2,2,11,2019,1
2088,3,2,2,11,2019,1
15620,0,0,0,11,2019,2
12317.5,1,0,0,11,2019,2
8010,2,0,0,11,2019,2
4379,3,0,0,11,2019,2
10423.33333,0,1,1,11,2019,2
8889.333333,1,1,1,11,2019,2
6679.166667,2,1,1,11,2019,2
3969.333333,3,1,1,11,2019,2
4602.25,0,2,2,11,2019,2
4245,1,2,2,11,2019,2
3585.75,2,2,2,11,2019,2
2592,3,2,2,11,2019,2
3755.125,0,3,2,11,2019,0
3605,1,3,2,11,2019,0
3160.5,2,3,2,11,2019,0
2336,3,3,2,11,2019,0
4598.5,0,3,2,11,2019,1
4337.25,1,3,2,11,2019,1
3689.5,2,3,2,11,2019,1
2593,3,3,2,11,2019,1
6100.25,0,3,2,11,2019,2
5490,1,3,2,11,2019,2
4613.75,2,3,2,11,2019,2
3370,3,3,2,11,2019,2
7642,0,0,0,0,2020,0
6529.5,1,0,0,0,2020,0
4780.75,2,0,0,0,2020,0
3337.5,3,0,0,0,2020,0
5488.333333,0,1,1,0,2020,0
5178.833333,1,1,1,0,2020,0
4084.5,2,1,1,0,2020,0
2844,3,1,1,0,2020,0
3022.25,0,2,2,0,2020,0
2841.5,1,2,2,0,2020,0
2433.75,2,2,2,0,2020,0
2048,3,2,2,0,2020,0
10305.5,0,0,0,0,2020,1
8535.5,1,0,0,0,2020,1
6037.5,2,0,0,0,2020,1
3535,3,0,0,0,2020,1
7020,0,1,1,0,2020,1
6462.333333,1,1,1,0,2020,1
5132.666667,2,1,1,0,2020,1
3288.333333,3,1,1,0,2020,1
3347.625,0,2,2,0,2020,1
3163.25,1,2,2,0,2020,1
2742,2,2,2,0,2020,1
2088,3,2,2,0,2020,1
15620,0,0,0,0,2020,2
12317.5,1,0,0,0,2020,2
8010,2,0,0,0,2020,2
4379,3,0,0,0,2020,2
10423.33333,0,1,1,0,2020,2
8889.333333,1,1,1,0,2020,2
6679.166667,2,1,1,0,2020,2
3969.333333,3,1,1,0,2020,2
4602.25,0,2,2,0,2020,2
4245,1,2,2,0,2020,2
3585.75,2,2,2,0,2020,2
2592,3,2,2,0,2020,2
3755.125,0,3,2,0,2020,0
3605,1,3,2,0,2020,0
3160.5,2,3,2,0,2020,0
2336,3,3,2,0,2020,0
4598.5,0,3,2,0,2020,1
4337.25,1,3,2,0,2020,1
3689.5,2,3,2,0,2020,1
2593,3,3,2,0,2020,1
6100.25,0,3,2,0,2020,2
5490,1,3,2,0,2020,2
4613.75,2,3,2,0,2020,2
3370,3,3,2,0,2020,2
7698,0,0,0,1,2020,0
6540.75,1,0,0,1,2020,0
4780.75,2,0,0,1,2020,0
3337.5,3,0,0,1,2020,0
5529.5,0,1,1,1,2020,0
5212.083333,1,1,1,1,2020,0
4084.5,2,1,1,1,2020,0
2844,3,1,1,1,2020,0
3022.25,0,2,2,1,2020,0
2841.5,1,2,2,1,2020,0
2433.75,2,2,2,1,2020,0
2048,3,2,2,1,2020,0
10305.5,0,0,0,1,2020,1
8535.5,1,0,0,1,2020,1
6037.5,2,0,0,1,2020,1
3535,3,0,0,1,2020,1
7157,0,1,1,1,2020,1
6516.666667,1,1,1,1,2020,1
5221.666667,2,1,1,1,2020,1
3288.333333,3,1,1,1,2020,1
3347.625,0,2,2,1,2020,1
3163.25,1,2,2,1,2020,1
2742,2,2,2,1,2020,1
2088,3,2,2,1,2020,1
15620,0,0,0,1,2020,2
12317.5,1,0,0,1,2020,2
8010,2,0,0,1,2020,2
4518,3,0,0,1,2020,2
10423.33333,0,1,1,1,2020,2
8889.333333,1,1,1,1,2020,2
6700.833333,2,1,1,1,2020,2
4109.333333,3,1,1,1,2020,2
4602.25,0,2,2,1,2020,2
4245,1,2,2,1,2020,2
3602.75,2,2,2,1,2020,2
2664,3,2,2,1,2020,2
3755.125,0,3,2,1,2020,0
3605,1,3,2,1,2020,0
3160.5,2,3,2,1,2020,0
2336,3,3,2,1,2020,0
4598.5,0,3,2,1,2020,1
4354.5,1,3,2,1,2020,1
3756.5,2,3,2,1,2020,1
2593,3,3,2,1,2020,1
6100.25,0,3,2,1,2020,2
5490,1,3,2,1,2020,2
4663.5,2,3,2,1,2020,2
3478.5,3,3,2,1,2020,2
7641.25,0,0,0,2,2020,0
6540.75,1,0,0,2,2020,0
4764.75,2,0,0,2,2020,0
3337.5,3,0,0,2,2020,0
5529.5,0,1,1,2,2020,0
5212.083333,1,1,1,2,2020,0
4073.166667,2,1,1,2,2020,0
2844,3,1,1,2,2020,0
3022.25,0,2,2,2,2020,0
2841.5,1,2,2,2,2020,0
2433.75,2,2,2,2,2020,0
2048,3,2,2,2,2020,0
10305.5,0,0,0,2,2020,1
8535.5,1,0,0,2,2020,1
6037.5,2,0,0,2,2020,1
3535,3,0,0,2,2020,1
7157,0,1,1,2,2020,1
6516.666667,1,1,1,2,2020,1
5216.75,2,1,1,2,2020,1
3288.333333,3,1,1,2,2020,1
3347.625,0,2,2,2,2020,1
3163.25,1,2,2,2,2020,1
2742,2,2,2,2,2020,1
2088,3,2,2,2,2020,1
15620,0,0,0,2,2020,2
12317.5,1,0,0,2,2020,2
8010,2,0,0,2,2020,2
4518,3,0,0,2,2020,2
10423.33333,0,1,1,2,2020,2
8889.333333,1,1,1,2,2020,2
6700.833333,2,1,1,2,2020,2
4109.333333,3,1,1,2,2020,2
4602.25,0,2,2,2,2020,2
4245,1,2,2,2,2020,2
3602.75,2,2,2,2,2020,2
2664,3,2,2,2,2020,2
3755.125,0,3,2,2,2020,0
3605,1,3,2,2,2020,0
3160.5,2,3,2,2,2020,0
2336,3,3,2,2,2020,0
4598.5,0,3,2,2,2020,1
4354.5,1,3,2,2,2020,1
3750,2,3,2,2,2020,1
2593,3,3,2,2,2020,1
6100.25,0,3,2,2,2020,2
5490,1,3,2,2,2020,2
4663.5,2,3,2,2,2020,2
3478.5,3,3,2,2,2020,2
7314.5,0,0,0,3,2020,0
6219.75,1,0,0,3,2020,0
4624.875,2,0,0,3,2020,0
3003.5,3,0,0,3,2020,0
5334.833333,0,1,1,3,2020,0
4949.166667,1,1,1,3,2020,0
3955.75,2,1,1,3,2020,0
2640.333333,3,1,1,3,2020,0
2885.25,0,2,2,3,2020,0
2704.5,1,2,2,3,2020,0
2327,2,2,2,3,2020,0
1925,3,2,2,3,2020,0
10020.125,0,0,0,3,2020,1
8163.75,1,0,0,3,2020,1
5875.625,2,0,0,3,2020,1
3610.75,3,0,0,3,2020,1
6933.5,0,1,1,3,2020,1
6241.416667,1,1,1,3,2020,1
5148.333333,2,1,1,3,2020,1
3393.666667,3,1,1,3,2020,1
3302.75,0,2,2,3,2020,1
3048.5,1,2,2,3,2020,1
2683.75,2,2,2,3,2020,1
2160,3,2,2,3,2020,1
14703.75,0,0,0,3,2020,2
11500,1,0,0,3,2020,2
7773.125,2,0,0,3,2020,2
4550,3,0,0,3,2020,2
9929.166667,0,1,1,3,2020,2
8583.833333,1,1,1,3,2020,2
6615.583333,2,1,1,3,2020,2
4125,3,1,1,3,2020,2
4536.75,0,2,2,3,2020,2
4124.375,1,2,2,3,2020,2
3464.125,2,2,2,3,2020,2
2590,3,2,2,3,2020,2
3639.75,0,3,2,3,2020,0
3476.25,1,3,2,3,2020,0
3024.5,2,3,2,3,2020,0
2223.5,3,3,2,3,2020,0
4531.25,0,3,2,3,2020,1
4261.875,1,3,2,3,2020,1
3710.5,2,3,2,3,2020,1
2666,3,3,2,3,2020,1
6126.375,0,3,2,3,2020,2
5428.75,1,3,2,3,2020,2
4634.25,2,3,2,3,2020,2
3408,3,3,2,3,2020,2
7314.5,0,0,0,4,2020,0
6219.75,1,0,0,4,2020,0
4624.875,2,0,0,4,2020,0
3003.5,3,0,0,4,2020,0
5334.833333,0,1,1,4,2020,0
4949.166667,1,1,1,4,2020,0
3955.75,2,1,1,4,2020,0
2640.333333,3,1,1,4,2020,0
2885.25,0,2,2,4,2020,0
2704.5,1,2,2,4,2020,0
2327,2,2,2,4,2020,0
1925,3,2,2,4,2020,0
10020.125,0,0,0,4,2020,1
8163.75,1,0,0,4,2020,1
5875.625,2,0,0,4,2020,1
3610.75,3,0,0,4,2020,1
6933.5,0,1,1,4,2020,1
6241.416667,1,1,1,4,2020,1
5148.333333,2,1,1,4,2020,1
3393.666667,3,1,1,4,2020,1
3302.75,0,2,2,4,2020,1
3048.5,1,2,2,4,2020,1
2683.75,2,2,2,4,2020,1
2160,3,2,2,4,2020,1
14703.75,0,0,0,4,2020,2
11500,1,0,0,4,2020,2
7773.125,2,0,0,4,2020,2
4550,3,0,0,4,2020,2
9929.166667,0,1,1,4,2020,2
8583.833333,1,1,1,4,2020,2
6615.583333,2,1,1,4,2020,2
4125,3,1,1,4,2020,2
4536.75,0,2,2,4,2020,2
4124.375,1,2,2,4,2020,2
3464.125,2,2,2,4,2020,2
2590,3,2,2,4,2020,2
3639.75,0,3,2,4,2020,0
3476.25,1,3,2,4,2020,0
3024.5,2,3,2,4,2020,0
2223.5,3,3,2,4,2020,0
4531.25,0,3,2,4,2020,1
4261.875,1,3,2,4,2020,1
3710.5,2,3,2,4,2020,1
2666,3,3,2,4,2020,1
6126.375,0,3,2,4,2020,2
5428.75,1,3,2,4,2020,2
4634.25,2,3,2,4,2020,2
3408,3,3,2,4,2020,2
7163.625,0,0,0,5,2020,0
6021.75,1,0,0,5,2020,0
4558,2,0,0,5,2020,0
2992.5,3,0,0,5,2020,0
5234.083333,0,1,1,5,2020,0
4830.166667,1,1,1,5,2020,0
3913.416667,2,1,1,5,2020,0
2640.333333,3,1,1,5,2020,0
2842.5,0,2,2,5,2020,0
2659.625,1,2,2,5,2020,0
2292.75,2,2,2,5,2020,0
1925,3,2,2,5,2020,0
9913.625,0,0,0,5,2020,1
8063.5,1,0,0,5,2020,1
5795.625,2,0,0,5,2020,1
3610.75,3,0,0,5,2020,1
6831.666667,0,1,1,5,2020,1
6170.666667,1,1,1,5,2020,1
5043.083333,2,1,1,5,2020,1
3393.666667,3,1,1,5,2020,1
3289.5,0,2,2,5,2020,1
2986.5,1,2,2,5,2020,1
2663.25,2,2,2,5,2020,1
2160,3,2,2,5,2020,1
14490.625,0,0,0,5,2020,2
11131.25,1,0,0,5,2020,2
7641.25,2,0,0,5,2020,2
4550,3,0,0,5,2020,2
9844.166667,0,1,1,5,2020,2
8382.25,1,1,1,5,2020,2
6527.083333,2,1,1,5,2020,2
4125,3,1,1,5,2020,2
4523,0,2,2,5,2020,2
4021.25,1,2,2,5,2020,2
3419.25,2,2,2,5,2020,2
2590,3,2,2,5,2020,2
3572,0,3,2,5,2020,0
3401.25,1,3,2,5,2020,0
2970.875,2,3,2,5,2020,0
2223.5,3,3,2,5,2020,0
4478.75,0,3,2,5,2020,1
4184.125,1,3,2,5,2020,1
3702.5,2,3,2,5,2020,1
2666,3,3,2,5,2020,1
6070.125,0,3,2,5,2020,2
5378.125,1,3,2,5,2020,2
4582.25,2,3,2,5,2020,2
3408,3,3,2,5,2020,2
6743,0,0,0,6,2020,0
5766.75,1,0,0,6,2020,0
4494,2,0,0,6,2020,0
2991.25,3,0,0,6,2020,0
5020.083333,0,1,1,6,2020,0
4706.833333,1,1,1,6,2020,0
3856.416667,2,1,1,6,2020,0
2637.666667,3,1,1,6,2020,0
2738.75,0,2,2,6,2020,0
2576.25,1,2,2,6,2020,0
2254.875,2,2,2,6,2020,0
1924.5,3,2,2,6,2020,0
9454.5,0,0,0,6,2020,1
7935.875,1,0,0,6,2020,1
5806.5,2,0,0,6,2020,1
3613.25,3,0,0,6,2020,1
6639.666667,0,1,1,6,2020,1
5998.25,1,1,1,6,2020,1
5047.166667,2,1,1,6,2020,1
3397.666667,3,1,1,6,2020,1
3219.5,0,2,2,6,2020,1
2936.75,1,2,2,6,2020,1
2625,2,2,2,6,2020,1
2176.5,3,2,2,6,2020,1
14291.875,0,0,0,6,2020,2
10942.5,1,0,0,6,2020,2
7574.375,2,0,0,6,2020,2
4537.75,3,0,0,6,2020,2
9615.416667,0,1,1,6,2020,2
8171.25,1,1,1,6,2020,2
6351.5,2,1,1,6,2020,2
4180.166667,3,1,1,6,2020,2
4434.75,0,2,2,6,2020,2
3968,1,2,2,6,2020,2
3381.375,2,2,2,6,2020,2
2701.5,3,2,2,6,2020,2
3430.25,0,3,2,6,2020,0
3295,1,3,2,6,2020,0
2934.25,2,3,2,6,2020,0
2219.5,3,3,2,6,2020,0
4368,0,3,2,6,2020,1
4115.125,1,3,2,6,2020,1
3651.625,2,3,2,6,2020,1
2688,3,3,2,6,2020,1
5814.75,0,3,2,6,2020,2
5187.5,1,3,2,6,2020,2
4521.25,2,3,2,6,2020,2
3450,3,3,2,6,2020,2
6769.5,0,0,0,7,2020,0
5755,1,0,0,7,2020,0
4359.75,2,0,0,7,2020,0
2970.25,3,0,0,7,2020,0
4989.583333,0,1,1,7,2020,0
4604.333333,1,1,1,7,2020,0
3778.5,2,1,1,7,2020,0
2603,3,1,1,7,2020,0
2702.5,0,2,2,7,2020,0
2473.375,1,2,2,7,2020,0
2222.25,2,2,2,7,2020,0
1899,3,2,2,7,2020,0
9508.5,0,0,0,7,2020,1
7783.875,1,0,0,7,2020,1
5710.125,2,0,0,7,2020,1
3625.5,3,0,0,7,2020,1
6619.25,0,1,1,7,2020,1
5928.416667,1,1,1,7,2020,1
4936.833333,2,1,1,7,2020,1
3368.666667,3,1,1,7,2020,1
3145.125,0,2,2,7,2020,1
2784.875,1,2,2,7,2020,1
2585.5,2,2,2,7,2020,1
2162.5,3,2,2,7,2020,1
14317.5,0,0,0,7,2020,2
10900,1,0,0,7,2020,2
7509.375,2,0,0,7,2020,2
4568,3,0,0,7,2020,2
9562.916667,0,1,1,7,2020,2
8106.25,1,1,1,7,2020,2
6280.916667,2,1,1,7,2020,2
4179,3,1,1,7,2020,2
4356.375,0,2,2,7,2020,2
3827.125,1,2,2,7,2020,2
3292.875,2,2,2,7,2020,2
2693.5,3,2,2,7,2020,2
3421.75,0,3,2,7,2020,0
3193.875,1,3,2,7,2020,0
2854.375,2,3,2,7,2020,0
2182.25,3,3,2,7,2020,0
4343,0,3,2,7,2020,1
3989.75,1,3,2,7,2020,1
3571.875,2,3,2,7,2020,1
2688,3,3,2,7,2020,1
5805.375,0,3,2,7,2020,2
5097.5,1,3,2,7,2020,2
4434,2,3,2,7,2020,2
3461.75,3,3,2,7,2020,2
6978.5,0,0,0,8,2020,0
5893,1,0,0,8,2020,0
4352,2,0,0,8,2020,0
2949.75,3,0,0,8,2020,0
5069,0,1,1,8,2020,0
4769.416667,1,1,1,8,2020,0
3774.416667,2,1,1,8,2020,0
2573.166667,3,1,1,8,2020,0
2687.75,0,2,2,8,2020,0
2447,1,2,2,8,2020,0
2166.75,2,2,2,8,2020,0
1873.5,3,2,2,8,2020,0
9581.125,0,0,0,8,2020,1
7798.75,1,0,0,8,2020,1
5686.125,2,0,0,8,2020,1
3713.25,3,0,0,8,2020,1
6647.833333,0,1,1,8,2020,1
6090.5,1,1,1,8,2020,1
4974.166667,2,1,1,8,2020,1
3415.833333,3,1,1,8,2020,1
3123.375,0,2,2,8,2020,1
2784.875,1,2,2,8,2020,1
2553.5,2,2,2,8,2020,1
2156,3,2,2,8,2020,1
14403.125,0,0,0,8,2020,2
10941.25,1,0,0,8,2020,2
7509.375,2,0,0,8,2020,2
4681.5,3,0,0,8,2020,2
9562.916667,0,1,1,8,2020,2
8237.083333,1,1,1,8,2020,2
6401.916667,2,1,1,8,2020,2
4255.5,3,1,1,8,2020,2
4341.5,0,2,2,8,2020,2
3806.875,1,2,2,8,2020,2
3269.125,2,2,2,8,2020,2
2693.5,3,2,2,8,2020,2
3417.125,0,3,2,8,2020,0
3188.625,1,3,2,8,2020,0
2839.75,2,3,2,8,2020,0
2160,3,3,2,8,2020,0
4335.75,0,3,2,8,2020,1
3983,1,3,2,8,2020,1
3561.625,2,3,2,8,2020,1
2694,3,3,2,8,2020,1
5805.375,0,3,2,8,2020,2
5076.875,1,3,2,8,2020,2
4459.125,2,3,2,8,2020,2
3501,3,3,2,8,2020,2
7251.25,0,0,0,9,2020,0
6148.25,1,0,0,9,2020,0
4397,2,0,0,9,2020,0
2949.75,3,0,0,9,2020,0
5167.083333,0,1,1,9,2020,0
4847.583333,1,1,1,9,2020,0
3790.583333,2,1,1,9,2020,0
2573.166667,3,1,1,9,2020,0
2673,0,2,2,9,2020,0
2425.5,1,2,2,9,2020,0
2131.25,2,2,2,9,2020,0
1873.5,3,2,2,9,2020,0
9713.125,0,0,0,9,2020,1
7891.625,1,0,0,9,2020,1
5698.375,2,0,0,9,2020,1
3713.25,3,0,0,9,2020,1
6667.75,0,1,1,9,2020,1
6058.416667,1,1,1,9,2020,1
4968.416667,2,1,1,9,2020,1
3415.833333,3,1,1,9,2020,1
3117.25,0,2,2,9,2020,1
2774.875,1,2,2,9,2020,1
2516.75,2,2,2,9,2020,1
2156,3,2,2,9,2020,1
14431.25,0,0,0,9,2020,2
10941.25,1,0,0,9,2020,2
7506.875,2,0,0,9,2020,2
4681.5,3,0,0,9,2020,2
9573.333333,0,1,1,9,2020,2
8205.416667,1,1,1,9,2020,2
6401.916667,2,1,1,9,2020,2
4255.5,3,1,1,9,2020,2
4310.375,0,2,2,9,2020,2
3765.875,1,2,2,9,2020,2
3223.125,2,2,2,9,2020,2
2693.5,3,2,2,9,2020,2
3399.625,0,3,2,9,2020,0
3167.125,1,3,2,9,2020,0
2809,2,3,2,9,2020,0
2144.5,3,3,2,9,2020,0
4320.875,0,3,2,9,2020,1
3969.875,1,3,2,9,2020,1
3538.375,2,3,2,9,2020,1
2694,3,3,2,9,2020,1
5791.625,0,3,2,9,2020,2
5060,1,3,2,9,2020,2
4426.5,2,3,2,9,2020,2
3501,3,3,2,9,2020,2
7588,0,0,0,10,2020,0
6429.5,1,0,0,10,2020,0
4359.375,2,0,0,10,2020,0
2949.75,3,0,0,10,2020,0
5244.666667,0,1,1,10,2020,0
4901.666667,1,1,1,10,2020,0
3821.666667,2,1,1,10,2020,0
2573.166667,3,1,1,10,2020,0
2632.5,0,2,2,10,2020,0
2380.25,1,2,2,10,2020,0
2080,2,2,2,10,2020,0
1873.5,3,2,2,10,2020,0
9750.875,0,0,0,10,2020,1
7876.375,1,0,0,10,2020,1
5689,2,0,0,10,2020,1
3713.25,3,0,0,10,2020,1
6679.75,0,1,1,10,2020,1
6072.166667,1,1,1,10,2020,1
4972,2,1,1,10,2020,1
3415.833333,3,1,1,10,2020,1
3117.25,0,2,2,10,2020,1
2774.875,1,2,2,10,2020,1
2508.5,2,2,2,10,2020,1
2156,3,2,2,10,2020,1
14342.5,0,0,0,10,2020,2
10880.625,1,0,0,10,2020,2
7491.25,2,0,0,10,2020,2
4681.5,3,0,0,10,2020,2
9573.333333,0,1,1,10,2020,2
8188.75,1,1,1,10,2020,2
6401.916667,2,1,1,10,2020,2
4265.333333,3,1,1,10,2020,2
4273.75,0,2,2,10,2020,2
3759,1,2,2,10,2020,2
3216.25,2,2,2,10,2020,2
2693.5,3,2,2,10,2020,2
3412.5,0,3,2,10,2020,0
3157.5,1,3,2,10,2020,0
2812.875,2,3,2,10,2020,0
2160,3,3,2,10,2020,0
4335,0,3,2,10,2020,1
3976.625,1,3,2,10,2020,1
3538.375,2,3,2,10,2020,1
2694,3,3,2,10,2020,1
5770.875,0,3,2,10,2020,2
5033.125,1,3,2,10,2020,2
4455.375,2,3,2,10,2020,2
3501,3,3,2,10,2020,2
7826.25,0,0,0,11,2020,0
6536.75,1,0,0,11,2020,0
4307.375,2,0,0,11,2020,0
2949.75,3,0,0,11,2020,0
5328.083333,0,1,1,11,2020,0
4938,1,1,1,11,2020,0
3788.166667,2,1,1,11,2020,0
2573.166667,3,1,1,11,2020,0
2618.375,0,2,2,11,2020,0
2353.5,1,2,2,11,2020,0
2063,2,2,2,11,2020,0
1873.5,3,2,2,11,2020,0
9783.375,0,0,0,11,2020,1
7955.5,1,0,0,11,2020,1
5689,2,0,0,11,2020,1
3713.25,3,0,0,11,2020,1
6666.416667,0,1,1,11,2020,1
6059.333333,1,1,1,11,2020,1
4960,2,1,1,11,2020,1
3415.833333,3,1,1,11,2020,1
3107,0,2,2,11,2020,1
2768.75,1,2,2,11,2020,1
2513.625,2,2,2,11,2020,1
2156,3,2,2,11,2020,1
14342.5,0,0,0,11,2020,2
10880.625,1,0,0,11,2020,2
7491.25,2,0,0,11,2020,2
4681.5,3,0,0,11,2020,2
9541.25,0,1,1,11,2020,2
8184.583333,1,1,1,11,2020,2
6401.916667,2,1,1,11,2020,2
4265.333333,3,1,1,11,2020,2
4212.5,0,2,2,11,2020,2
3745.75,1,2,2,11,2020,2
3194,2,2,2,11,2020,2
2693.5,3,2,2,11,2020,2
3412.5,0,3,2,11,2020,0
3147,1,3,2,11,2020,0
2769.25,2,3,2,11,2020,0
2160,3,3,2,11,2020,0
4335,0,3,2,11,2020,1
3956.75,1,3,2,11,2020,1
3538.375,2,3,2,11,2020,1
2694,3,3,2,11,2020,1
5804.625,0,3,2,11,2020,2
5033.125,1,3,2,11,2020,2
4518.75,2,3,2,11,2020,2
3501,3,3,2,11,2020,2
8175,0,0,0,0,2021,0
6819.25,1,0,0,0,2021,0
4536.25,2,0,0,0,2021,0
2970.25,3,0,0,0,2021,0
5535,0,1,1,0,2021,0
5035.916667,1,1,1,0,2021,0
3897.25,2,1,1,0,2021,0
2605.666667,3,1,1,0,2021,0
2654,0,2,2,0,2021,0
2399.25,1,2,2,0,2021,0
2071.75,2,2,2,0,2021,0
1873.5,3,2,2,0,2021,0
10364,0,0,0,0,2021,1
8267.25,1,0,0,0,2021,1
5853.75,2,0,0,0,2021,1
3850,3,0,0,0,2021,1
6953.333333,0,1,1,0,2021,1
6272.333333,1,1,1,0,2021,1
5105.5,2,1,1,0,2021,1
3495.666667,3,1,1,0,2021,1
3180.5,0,2,2,0,2021,1
2852.75,1,2,2,0,2021,1
2576.25,2,2,2,0,2021,1
2210,3,2,2,0,2021,1
14948.75,0,0,0,0,2021,2
11395,1,0,0,0,2021,2
7848.75,2,0,0,0,2021,2
4866.5,3,0,0,0,2021,2
10002.5,0,1,1,0,2021,2
8562.5,1,1,1,0,2021,2
6634.5,2,1,1,0,2021,2
4397.666667,3,1,1,0,2021,2
4327,0,2,2,0,2021,2
3882.5,1,2,2,0,2021,2
3266.25,2,2,2,0,2021,2
2725.5,3,2,2,0,2021,2
3447.5,0,3,2,0,2021,0
3190,1,3,2,0,2021,0
2761.25,2,3,2,0,2021,0
2160,3,3,2,0,2021,0
4437.25,0,3,2,0,2021,1
4110,1,3,2,0,2021,1
3659,2,3,2,0,2021,1
2781,3,3,2,0,2021,1
6020.75,0,3,2,0,2021,2
5276.25,1,3,2,0,2021,2
4777,2,3,2,0,2021,2
3555,3,3,2,0,2021,2
8120,0,0,0,1,2021,0
6794.5,1,0,0,1,2021,0
4450.75,2,0,0,1,2021,0
2949.75,3,0,0,1,2021,0
5475.5,0,1,1,1,2021,0
4985.166667,1,1,1,1,2021,0
3830.583333,2,1,1,1,2021,0
2580.333333,3,1,1,1,2021,0
2623,0,2,2,1,2021,0
2358.25,1,2,2,1,2021,0
2051.125,2,2,2,1,2021,0
1887,3,2,2,1,2021,0
10330.5,0,0,0,1,2021,1
8235.75,1,0,0,1,2021,1
5809.25,2,0,0,1,2021,1
3850,3,0,0,1,2021,1
6947.666667,0,1,1,1,2021,1
6257.333333,1,1,1,1,2021,1
5105.5,2,1,1,1,2021,1
3495.666667,3,1,1,1,2021,1
3154.75,0,2,2,1,2021,1
2852.75,1,2,2,1,2021,1
2543.75,2,2,2,1,2021,1
2210,3,2,2,1,2021,1
14948.75,0,0,0,1,2021,2
11435,1,0,0,1,2021,2
7818.75,2,0,0,1,2021,2
4866.5,3,0,0,1,2021,2
9930.833333,0,1,1,1,2021,2
8540,1,1,1,1,2021,2
6524.666667,2,1,1,1,2021,2
4397.666667,3,1,1,1,2021,2
4311.25,0,2,2,1,2021,2
3825,1,2,2,1,2021,2
3205.75,2,2,2,1,2021,2
2725.5,3,2,2,1,2021,2
3406.5,0,3,2,1,2021,0
3141.5,1,3,2,1,2021,0
2727.75,2,3,2,1,2021,0
2189,3,3,2,1,2021,0
4420,0,3,2,1,2021,1
4093.25,1,3,2,1,2021,1
3659,2,3,2,1,2021,1
2799,3,3,2,1,2021,1
6001.5,0,3,2,1,2021,2
5255,1,3,2,1,2021,2
4777,2,3,2,1,2021,2
3555,3,3,2,1,2021,2
8242,0,0,0,2,2021,0
6794.5,1,0,0,2,2021,0
4636.25,2,0,0,2,2021,0
2982,3,0,0,2,2021,0
5552.666667,0,1,1,2,2021,0
