Price per carat,Clarity,Colour,CO,Month,Year,Size
4219.75,2,1,1,5,2018,0
2733.666667,3,1,1,5,2018,0
2922.25,0,2,2,5,2018,0
2810.5,1,2,2,5,2018,0
2307.25,2,2,2,5,2018,0
1709.25,3,2,2,5,2018,0
10543.5,0,0,0,5,2018,1
8748,1,0,0,5,2018,1
5975.625,2,0,0,5,2018,1
3560.75,3,0,0,5,2018,1
7102.666667,0,1,1,5,2018,1
6413.166667,1,1,1,5,2018,1
5133.083333,2,1,1,5,2018,1
3127.5,3,1,1,5,2018,1
3413.25,0,2,2,5,2018,1
2976.25,1,2,2,5,2018,1
2631.5,2,2,2,5,2018,1
1935,3,2,2,5,2018,1
16065.625,0,0,0,5,2018,2
12281.25,1,0,0,5,2018,2
7848.125,2,0,0,5,2018,2
4239.5,3,0,0,5,2018,2
10159.58333,0,1,1,5,2018,2
8903,1,1,1,5,2018,2
6686.666667,2,1,1,5,2018,2
3799.333333,3,1,1,5,2018,2
4671.75,0,2,2,5,2018,2
4166.25,1,2,2,5,2018,2
3374.25,2,2,2,5,2018,2
2160.75,3,2,2,5,2018,2
3656.25,0,3,2,5,2018,0
3668.5,1,3,2,5,2018,0
3103,2,3,2,5,2018,0
1999.5,3,3,2,5,2018,0
4533,0,3,2,5,2018,1
4168,1,3,2,5,2018,1
3685,2,3,2,5,2018,1
2354.25,3,3,2,5,2018,1
5959.5,0,3,2,5,2018,2
5460,1,3,2,5,2018,2
4501.25,2,3,2,5,2018,2
2870.25,3,3,2,5,2018,2
7923.875,0,0,0,6,2018,0
6749,1,0,0,6,2018,0
4897.75,2,0,0,6,2018,0
3092.75,3,0,0,6,2018,0
5654.583333,0,1,1,6,2018,0
5475.333333,1,1,1,6,2018,0
4288.416667,2,1,1,6,2018,0
2733.666667,3,1,1,6,2018,0
2992.25,0,2,2,6,2018,0
2883.5,1,2,2,6,2018,0
2376.5,2,2,2,6,2018,0
1773.75,3,2,2,6,2018,0
10543.5,0,0,0,6,2018,1
8748,1,0,0,6,2018,1
5975.625,2,0,0,6,2018,1
3560.75,3,0,0,6,2018,1
7102.666667,0,1,1,6,2018,1
6440,1,1,1,6,2018,1
5133.083333,2,1,1,6,2018,1
3127.5,3,1,1,6,2018,1
3413.25,0,2,2,6,2018,1
2976.25,1,2,2,6,2018,1
2631.5,2,2,2,6,2018,1
1935,3,2,2,6,2018,1
16065.625,0,0,0,6,2018,2
12281.25,1,0,0,6,2018,2
7848.125,2,0,0,6,2018,2
4239.5,3,0,0,6,2018,2
10159.58333,0,1,1,6,2018,2
8903,1,1,1,6,2018,2
6686.666667,2,1,1,6,2018,2
3799.333333,3,1,1,6,2018,2
4671.75,0,2,2,6,2018,2
4166.25,1,2,2,6,2018,2
3374.25,2,2,2,6,2018,2
2160.75,3,2,2,6,2018,2
3720.25,0,3,2,6,2018,0
3755.25,1,3,2,6,2018,0
3172.25,2,3,2,6,2018,0
2064,3,3,2,6,2018,0
4533,0,3,2,6,2018,1
4168,1,3,2,6,2018,1
3685,2,3,2,6,2018,1
2354.25,3,3,2,6,2018,1
5959.5,0,3,2,6,2018,2
5460,1,3,2,6,2018,2
4501.25,2,3,2,6,2018,2
2870.25,3,3,2,6,2018,2
7833.875,0,0,0,7,2018,0
6667.5,1,0,0,7,2018,0
4897.75,2,0,0,7,2018,0
3092.75,3,0,0,7,2018,0
5652.75,0,1,1,7,2018,0
5412.333333,1,1,1,7,2018,0
4288.416667,2,1,1,7,2018,0
2733.666667,3,1,1,7,2018,0
2992.25,0,2,2,7,2018,0
2883.5,1,2,2,7,2018,0
2376.5,2,2,2,7,2018,0
1773.75,3,2,2,7,2018,0
10462.5,0,0,0,7,2018,1
8748,1,0,0,7,2018,1
5975.625,2,0,0,7,2018,1
3560.75,3,0,0,7,2018,1
7093.5,0,1,1,7,2018,1
6459,1,1,1,7,2018,1
5133.083333,2,1,1,7,2018,1
3127.5,3,1,1,7,2018,1
3413.25,0,2,2,7,2018,1
2976.25,1,2,2,7,2018,1
2631.5,2,2,2,7,2018,1
1935,3,2,2,7,2018,1
16065.625,0,0,0,7,2018,2
12363.75,1,0,0,7,2018,2
7963.125,2,0,0,7,2018,2
4239.5,3,0,0,7,2018,2
10159.58333,0,1,1,7,2018,2
8903,1,1,1,7,2018,2
6769.583333,2,1,1,7,2018,2
3799.333333,3,1,1,7,2018,2
4671.75,0,2,2,7,2018,2
4166.25,1,2,2,7,2018,2
3440,2,2,2,7,2018,2
2160.75,3,2,2,7,2018,2
3705.25,0,3,2,7,2018,0
3726.25,1,3,2,7,2018,0
3172.25,2,3,2,7,2018,0
2064,3,3,2,7,2018,0
4533,0,3,2,7,2018,1
4168,1,3,2,7,2018,1
3685,2,3,2,7,2018,1
2354.25,3,3,2,7,2018,1
5959.5,0,3,2,7,2018,2
5460,1,3,2,7,2018,2
4563.75,2,3,2,7,2018,2
2870.25,3,3,2,7,2018,2
7833.875,0,0,0,8,2018,0
6667.5,1,0,0,8,2018,0
4897.75,2,0,0,8,2018,0
3092.75,3,0,0,8,2018,0
5652.75,0,1,1,8,2018,0
5412.333333,1,1,1,8,2018,0
4288.416667,2,1,1,8,2018,0
2733.666667,3,1,1,8,2018,0
2992.25,0,2,2,8,2018,0
2883.5,1,2,2,8,2018,0
2376.5,2,2,2,8,2018,0
1773.75,3,2,2,8,2018,0
10462.5,0,0,0,8,2018,1
8748,1,0,0,8,2018,1
5975.625,2,0,0,8,2018,1
3560.75,3,0,0,8,2018,1
7093.5,0,1,1,8,2018,1
6459,1,1,1,8,2018,1
5133.083333,2,1,1,8,2018,1
3127.5,3,1,1,8,2018,1
3413.25,0,2,2,8,2018,1
2976.25,1,2,2,8,2018,1
2631.5,2,2,2,8,2018,1
1935,3,2,2,8,2018,1
16065.625,0,0,0,8,2018,2
12363.75,1,0,0,8,2018,2
7963.125,2,0,0,8,2018,2
4239.5,3,0,0,8,2018,2
10159.58333,0,1,1,8,2018,2
8903,1,1,1,8,2018,2
6769.583333,2,1,1,8,2018,2
3799.333333,3,1,1,8,2018,2
4671.75,0,2,2,8,2018,2
4166.25,1,2,2,8,2018,2
3440,2,2,2,8,2018,2
2160.75,3,2,2,8,2018,2
3705.25,0,3,2,8,2018,0
3726.25,1,3,2,8,2018,0
3172.25,2,3,2,8,2018,0
2064,3,3,2,8,2018,0
4533,0,3,2,8,2018,1
4168,1,3,2,8,2018,1
3685,2,3,2,8,2018,1
2354.25,3,3,2,8,2018,1
5959.5,0,3,2,8,2018,2
5460,1,3,2,8,2018,2
4563.75,2,3,2,8,2018,2
2870.25,3,3,2,8,2018,2
7833.875,0,0,0,9,2018,0
6574,1,0,0,9,2018,0
4764.75,2,0,0,9,2018,0
3092.75,3,0,0,9,2018,0
5652.75,0,1,1,9,2018,0
5344.666667,1,1,1,9,2018,0
4166.916667,2,1,1,9,2018,0
2733.666667,3,1,1,9,2018,0
2992.25,0,2,2,9,2018,0
2883.5,1,2,2,9,2018,0
2376.5,2,2,2,9,2018,0
1773.75,3,2,2,9,2018,0
10543.5,0,0,0,9,2018,1
8748,1,0,0,9,2018,1
5975.625,2,0,0,9,2018,1
3560.75,3,0,0,9,2018,1
7102.666667,0,1,1,9,2018,1
6440,1,1,1,9,2018,1
5133.083333,2,1,1,9,2018,1
3127.5,3,1,1,9,2018,1
3413.25,0,2,2,9,2018,1
2976.25,1,2,2,9,2018,1
2631.5,2,2,2,9,2018,1
1935,3,2,2,9,2018,1
16065.625,0,0,0,9,2018,2
12363.75,1,0,0,9,2018,2
7929.375,2,0,0,9,2018,2
4239.5,3,0,0,9,2018,2
10159.58333,0,1,1,9,2018,2
8846.333333,1,1,1,9,2018,2
6695,2,1,1,9,2018,2
3799.333333,3,1,1,9,2018,2
4671.75,0,2,2,9,2018,2
4166.25,1,2,2,9,2018,2
3440,2,2,2,9,2018,2
2160.75,3,2,2,9,2018,2
3705.25,0,3,2,9,2018,0
3726.25,1,3,2,9,2018,0
3172.25,2,3,2,9,2018,0
2064,3,3,2,9,2018,0
4501,0,3,2,9,2018,1
4168,1,3,2,9,2018,1
3685,2,3,2,9,2018,1
2354.25,3,3,2,9,2018,1
5959.5,0,3,2,9,2018,2
5460,1,3,2,9,2018,2
4563.75,2,3,2,9,2018,2
2870.25,3,3,2,9,2018,2
7807.125,0,0,0,10,2018,0
6549,1,0,0,10,2018,0
4728.25,2,0,0,10,2018,0
3092.75,3,0,0,10,2018,0
5629.083333,0,1,1,10,2018,0
5317.666667,1,1,1,10,2018,0
4130.083333,2,1,1,10,2018,0
2733.666667,3,1,1,10,2018,0
2992.25,0,2,2,10,2018,0
2883.5,1,2,2,10,2018,0
2376.5,2,2,2,10,2018,0
1773.75,3,2,2,10,2018,0
10543.5,0,0,0,10,2018,1
8748,1,0,0,10,2018,1
5975.625,2,0,0,10,2018,1
3560.75,3,0,0,10,2018,1
7102.666667,0,1,1,10,2018,1
6401.833333,1,1,1,10,2018,1
5102.75,2,1,1,10,2018,1
3127.5,3,1,1,10,2018,1
3401.75,0,2,2,10,2018,1
2976.25,1,2,2,10,2018,1
2621.25,2,2,2,10,2018,1
1935,3,2,2,10,2018,1
16065.625,0,0,0,10,2018,2
12266.25,1,0,0,10,2018,2
7929.375,2,0,0,10,2018,2
4239.5,3,0,0,10,2018,2
10159.58333,0,1,1,10,2018,2
8827.666667,1,1,1,10,2018,2
6660,2,1,1,10,2018,2
3799.333333,3,1,1,10,2018,2
4671.75,0,2,2,10,2018,2
4166.25,1,2,2,10,2018,2
3440,2,2,2,10,2018,2
2160.75,3,2,2,10,2018,2
3692.5,0,3,2,10,2018,0
3686,1,3,2,10,2018,0
3172.25,2,3,2,10,2018,0
2064,3,3,2,10,2018,0
4501,0,3,2,10,2018,1
4153.5,1,3,2,10,2018,1
3659,2,3,2,10,2018,1
2354.25,3,3,2,10,2018,1
5959.5,0,3,2,10,2018,2
5460,1,3,2,10,2018,2
4563.75,2,3,2,10,2018,2
2870.25,3,3,2,10,2018,2
7807.125,0,0,0,11,2018,0
6549,1,0,0,11,2018,0
4724,2,0,0,11,2018,0
3037,3,0,0,11,2018,0
5590.083333,0,1,1,11,2018,0
5321.416667,1,1,1,11,2018,0
4159.5,2,1,1,11,2018,0
2707,3,1,1,11,2018,0
2998,0,2,2,11,2018,0
2883.5,1,2,2,11,2018,0
2376.5,2,2,2,11,2018,0
1773.75,3,2,2,11,2018,0
10543.5,0,0,0,11,2018,1
8669.375,1,0,0,11,2018,1
6037.5,2,0,0,11,2018,1
3560.75,3,0,0,11,2018,1
7082.333333,0,1,1,11,2018,1
6429.166667,1,1,1,11,2018,1
5044.083333,2,1,1,11,2018,1
3127.5,3,1,1,11,2018,1
3379.25,0,2,2,11,2018,1
2976.25,1,2,2,11,2018,1
2648.75,2,2,2,11,2018,1
1935,3,2,2,11,2018,1
16001.875,0,0,0,11,2018,2
12253.125,1,0,0,11,2018,2
7916.25,2,0,0,11,2018,2
4239.5,3,0,0,11,2018,2
10159.58333,0,1,1,11,2018,2
8827.666667,1,1,1,11,2018,2
6652.916667,2,1,1,11,2018,2
3799.333333,3,1,1,11,2018,2
4671.75,0,2,2,11,2018,2
4166.25,1,2,2,11,2018,2
3440,2,2,2,11,2018,2
2160.75,3,2,2,11,2018,2
3633,0,3,2,11,2018,0
3678.625,1,3,2,11,2018,0
3154.25,2,3,2,11,2018,0
2064,3,3,2,11,2018,0
4502.5,0,3,2,11,2018,1
4168.5,1,3,2,11,2018,1
3659,2,3,2,11,2018,1
2354.25,3,3,2,11,2018,1
5959.5,0,3,2,11,2018,2
5460,1,3,2,11,2018,2
4563.75,2,3,2,11,2018,2
2870.25,3,3,2,11,2018,2
7775.625,0,0,0,0,2019,0
6579.75,1,0,0,0,2019,0
4724,2,0,0,0,2019,0
3092.5,3,0,0,0,2019,0
5594.25,0,1,1,0,2019,0
5288.25,1,1,1,0,2019,0
4185.25,2,1,1,0,2019,0
2753.333333,3,1,1,0,2019,0
3002.25,0,2,2,0,2019,0
2854.25,1,2,2,0,2019,0
2385.25,2,2,2,0,2019,0
1925,3,2,2,0,2019,0
10543.5,0,0,0,0,2019,1
8669.375,1,0,0,0,2019,1
5945,2,0,0,0,2019,1
3522.5,3,0,0,0,2019,1
7033.166667,0,1,1,0,2019,1
6313.666667,1,1,1,0,2019,1
5048.666667,2,1,1,0,2019,1
3197.666667,3,1,1,0,2019,1
3334.875,0,2,2,0,2019,1
2976.25,1,2,2,0,2019,1
2638.5,2,2,2,0,2019,1
2072,3,2,2,0,2019,1
15911.25,0,0,0,0,2019,2
12253.125,1,0,0,0,2019,2
7856.25,2,0,0,0,2019,2
4252.5,3,0,0,0,2019,2
10075,0,1,1,0,2019,2
8786.833333,1,1,1,0,2019,2
6513.75,2,1,1,0,2019,2
3835.666667,3,1,1,0,2019,2
4603.5,0,2,2,0,2019,2
4121.25,1,2,2,0,2019,2
3407.75,2,2,2,0,2019,2
2376,3,2,2,0,2019,2
3726,0,3,2,0,2019,0
3641.125,1,3,2,0,2019,0
3137.25,2,3,2,0,2019,0
2240,3,3,2,0,2019,0
4551.5,0,3,2,0,2019,1
4164,1,3,2,0,2019,1
3634,2,3,2,0,2019,1
2536,3,3,2,0,2019,1
5959.5,0,3,2,0,2019,2
5460,1,3,2,0,2019,2
4536.25,2,3,2,0,2019,2
3115.5,3,3,2,0,2019,2
7938.25,0,0,0,1,2019,0
6642.75,1,0,0,1,2019,0
4761.25,2,0,0,1,2019,0
3115,3,0,0,1,2019,0
5651.666667,0,1,1,1,2019,0
5333.25,1,1,1,1,2019,0
4189.666667,2,1,1,1,2019,0
2753.333333,3,1,1,1,2019,0
3002.25,0,2,2,1,2019,0
2854.25,1,2,2,1,2019,0
2385.25,2,2,2,1,2019,0
1964,3,2,2,1,2019,0
10866.25,0,0,0,1,2019,1
8650.75,1,0,0,1,2019,1
5992.5,2,0,0,1,2019,1
3535,3,0,0,1,2019,1
7045.666667,0,1,1,1,2019,1
6304.166667,1,1,1,1,2019,1
5039.666667,2,1,1,1,2019,1
3272,3,1,1,1,2019,1
3285.875,0,2,2,1,2019,1
3016.75,1,2,2,1,2019,1
2657.5,2,2,2,1,2019,1
2088,3,2,2,1,2019,1
15911.25,0,0,0,1,2019,2
12253.125,1,0,0,1,2019,2
7856.25,2,0,0,1,2019,2
4252.5,3,0,0,1,2019,2
10075,0,1,1,1,2019,2
8763.5,1,1,1,1,2019,2
6524.166667,2,1,1,1,2019,2
3835.666667,3,1,1,1,2019,2
4620,0,2,2,1,2019,2
4106.25,1,2,2,1,2019,2
3407.75,2,2,2,1,2019,2
2409,3,2,2,1,2019,2
3773.875,0,3,2,1,2019,0
3626.375,1,3,2,1,2019,0
3137.25,2,3,2,1,2019,0
2240,3,3,2,1,2019,0
4598.5,0,3,2,1,2019,1
4230,1,3,2,1,2019,1
3650.5,2,3,2,1,2019,1
2593,3,3,2,1,2019,1
6023.5,0,3,2,1,2019,2
5478.75,1,3,2,1,2019,2
4552.5,2,3,2,1,2019,2
3115.5,3,3,2,1,2019,2
8114.75,0,0,0,2,2019,0
6729.75,1,0,0,2,2019,0
4835,2,0,0,2,2019,0
3337.5,3,0,0,2,2019,0
5700.333333,0,1,1,2,2019,0
5411.666667,1,1,1,2,2019,0
4196.833333,2,1,1,2,2019,0
2816,3,1,1,2,2019,0
3066.5,0,2,2,2,2019,0
2844,1,2,2,2,2019,0
2407.75,2,2,2,2,2019,0
2048,3,2,2,2,2019,0
10912.75,0,0,0,2,2019,1
8650.75,1,0,0,2,2019,1
6037.5,2,0,0,2,2019,1
3535,3,0,0,2,2019,1
7132.666667,0,1,1,2,2019,1
6479,1,1,1,2,2019,1
5039.666667,2,1,1,2,2019,1
3288.333333,3,1,1,2,2019,1
3272.625,0,2,2,2,2019,1
2996.75,1,2,2,2,2019,1
2657.5,2,2,2,2,2019,1
2088,3,2,2,2,2019,1
16110,0,0,0,2,2019,2
12422.5,1,0,0,2,2019,2
7983.75,2,0,0,2,2019,2
4379,3,0,0,2,2019,2
10397.5,0,1,1,2,2019,2
8851.833333,1,1,1,2,2019,2
6650.833333,2,1,1,2,2019,2
3969.333333,3,1,1,2,2019,2
4567.25,0,2,2,2,2019,2
4063.75,1,2,2,2,2019,2
3433.75,2,2,2,2,2019,2
2592,3,2,2,2,2019,2
3864.375,0,3,2,2,2019,0
3674.75,1,3,2,2,2019,0
3137.25,2,3,2,2,2019,0
2336,3,3,2,2,2019,0
4598.5,0,3,2,2,2019,1
4230,1,3,2,2,2019,1
3650.5,2,3,2,2,2019,1
2593,3,3,2,2,2019,1
6080.25,0,3,2,2,2019,2
5490,1,3,2,2,2019,2
4552.5,2,3,2,2,2019,2
3370,3,3,2,2,2019,2
8088,0,0,0,3,2019,0
6667.5,1,0,0,3,2019,0
4803.5,2,0,0,3,2019,0
3337.5,3,0,0,3,2019,0
5672.833333,0,1,1,3,2019,0
5286.166667,1,1,1,3,2019,0
4106.166667,2,1,1,3,2019,0
2816,3,1,1,3,2019,0
3010.75,0,2,2,3,2019,0
2812.25,1,2,2,3,2019,0
2372.75,2,2,2,3,2019,0
2048,3,2,2,3,2019,0
10912.75,0,0,0,3,2019,1
8650.75,1,0,0,3,2019,1
6037.5,2,0,0,3,2019,1
3535,3,0,0,3,2019,1
7132.666667,0,1,1,3,2019,1
6479,1,1,1,3,2019,1
5039.666667,2,1,1,3,2019,1
3288.333333,3,1,1,3,2019,1
3272.625,0,2,2,3,2019,1
2996.75,1,2,2,3,2019,1
2657.5,2,2,2,3,2019,1
2088,3,2,2,3,2019,1
16110,0,0,0,3,2019,2
12422.5,1,0,0,3,2019,2
7983.75,2,0,0,3,2019,2
4379,3,0,0,3,2019,2
10397.5,0,1,1,3,2019,2
8851.833333,1,1,1,3,2019,2
6650.833333,2,1,1,3,2019,2
3969.333333,3,1,1,3,2019,2
4567.25,0,2,2,3,2019,2
4063.75,1,2,2,3,2019,2
3433.75,2,2,2,3,2019,2
2592,3,2,2,3,2019,2
3881.125,0,3,2,3,2019,0
3634,1,3,2,3,2019,0
3132.75,2,3,2,3,2019,0
2336,3,3,2,3,2019,0
4598.5,0,3,2,3,2019,1
4230,1,3,2,3,2019,1
3650.5,2,3,2,3,2019,1
2593,3,3,2,3,2019,1
6080.25,0,3,2,3,2019,2
5490,1,3,2,3,2019,2
4552.5,2,3,2,3,2019,2
3370,3,3,2,3,2019,2
7974.5,0,0,0,4,2019,0
6667.5,1,0,0,4,2019,0
4761,2,0,0,4,2019,0
3337.5,3,0,0,4,2019,0
5658.666667,0,1,1,4,2019,0
5311.5,1,1,1,4,2019,0
4126.166667,2,1,1,4,2019,0
2844,3,1,1,4,2019,0
3022,0,2,2,4,2019,0
2833.25,1,2,2,4,2019,0
2382.25,2,2,2,4,2019,0
2048,3,2,2,4,2019,0
10653.25,0,0,0,4,2019,1
8786.25,1,0,0,4,2019,1
6037.5,2,0,0,4,2019,1
3535,3,0,0,4,2019,1
7147.666667,0,1,1,4,2019,1
6552,1,1,1,4,2019,1
5105.666667,2,1,1,4,2019,1
3288.333333,3,1,1,4,2019,1
3347.625,0,2,2,4,2019,1
3163.25,1,2,2,4,2019,1
2742,2,2,2,4,2019,1
2088,3,2,2,4,2019,1
16166.25,0,0,0,4,2019,2
12557.5,1,0,0,4,2019,2
8010,2,0,0,4,2019,2
4379,3,0,0,4,2019,2
10423.33333,0,1,1,4,2019,2
8889.333333,1,1,1,4,2019,2
6679.166667,2,1,1,4,2019,2
3969.333333,3,1,1,4,2019,2
4602.25,0,2,2,4,2019,2
4245,1,2,2,4,2019,2
3585.75,2,2,2,4,2019,2
2592,3,2,2,4,2019,2
3827.875,0,3,2,4,2019,0
3634,1,3,2,4,2019,0
3132.75,2,3,2,4,2019,0
2336,3,3,2,4,2019,0
4598.5,0,3,2,4,2019,1
4337.25,1,3,2,4,2019,1
3689.5,2,3,2,4,2019,1
2593,3,3,2,4,2019,1
6100.25,0,3,2,4,2019,2
5490,1,3,2,4,2019,2
4613.75,2,3,2,4,2019,2
3370,3,3,2,4,2019,2
7974.5,0,0,0,5,2019,0
6667.5,1,0,0,5,2019,0
4811.25,2,0,0,5,2019,0
3337.5,3,0,0,5,2019,0
5681.333333,0,1,1,5,2019,0
5381.166667,1,1,1,5,2019,0
4154,2,1,1,5,2019,0
2844,3,1,1,5,2019,0
3033.5,0,2,2,5,2019,0
2883.5,1,2,2,5,2019,0
2443.25,2,2,2,5,2019,0
2048,3,2,2,5,2019,0
10653.25,0,0,0,5,2019,1
8786.25,1,0,0,5,2019,1
6037.5,2,0,0,5,2019,1
3535,3,0,0,5,2019,1
7147.666667,0,1,1,5,2019,1
6507.5,1,1,1,5,2019,1
5132.666667,2,1,1,5,2019,1
3288.333333,3,1,1,5,2019,1
3347.625,0,2,2,5,2019,1
3163.25,1,2,2,5,2019,1
2742,2,2,2,5,2019,1
2088,3,2,2,5,2019,1
16011.25,0,0,0,5,2019,2
12477.5,1,0,0,5,2019,2
8010,2,0,0,5,2019,2
4379,3,0,0,5,2019,2
10423.33333,0,1,1,5,2019,2
8889.333333,1,1,1,5,2019,2
6679.166667,2,1,1,5,2019,2
3969.333333,3,1,1,5,2019,2
4602.25,0,2,2,5,2019,2
4245,1,2,2,5,2019,2
3585.75,2,2,2,5,2019,2
2592,3,2,2,5,2019,2
3827.875,0,3,2,5,2019,0
3686,1,3,2,5,2019,0
3184.5,2,3,2,5,2019,0
2336,3,3,2,5,2019,0
4598.5,0,3,2,5,2019,1
4337.25,1,3,2,5,2019,1
3689.5,2,3,2,5,2019,1
2593,3,3,2,5,2019,1
6100.25,0,3,2,5,2019,2
5490,1,3,2,5,2019,2
4613.75,2,3,2,5,2019,2
3370,3,3,2,5,2019,2
7974.5,0,0,0,6,2019,0
6667.5,1,0,0,6,2019,0
4811.25,2,0,0,6,2019,0
3337.5,3,0,0,6,2019,0
5681.333333,0,1,1,6,2019,0
5381.166667,1,1,1,6,2019,0
4154,2,1,1,6,2019,0
2844,3,1,1,6,2019,0
3033.5,0,2,2,6,2019,0
2883.5,1,2,2,6,2019,0
2443.25,2,2,2,6,2019,0
2048,3,2,2,6,2019,0
10653.25,0,0,0,6,2019,1
8786.25,1,0,0,6,2019,1
6037.5,2,0,0,6,2019,1
3535,3,0,0,6,2019,1
7147.666667,0,1,1,6,2019,1
6507.5,1,1,1,6,2019,1
5132.666667,2,1,1,6,2019,1
3288.333333,3,1,1,6,2019,1
3347.625,0,2,2,6,2019,1
3163.25,1,2,2,6,2019,1
2742,2,2,2,6,2019,1
2088,3,2,2,6,2019,1
16011.25,0,0,0,6,2019,2
12477.5,1,0,0,6,2019,2
8010,2,0,0,6,2019,2
4379,3,0,0,6,2019,2
10423.33333,0,1,1,6,2019,2
8889.333333,1,1,1,6,2019,2
6679.166667,2,1,1,6,2019,2
3969.333333,3,1,1,6,2019,2
4602.25,0,2,2,6,2019,2
4245,1,2,2,6,2019,2
3585.75,2,2,2,6,2019,2
2592,3,2,2,6,2019,2
3827.875,0,3,2,6,2019,0
3686,1,3,2,6,2019,0
3184.5,2,3,2,6,2019,0
2336,3,3,2,6,2019,0
4598.5,0,3,2,6,2019,1
4337.25,1,3,2,6,2019,1
3689.5,2,3,2,6,2019,1
2593,3,3,2,6,2019,1
6100.25,0,3,2,6,2019,2
5490,1,3,2,6,2019,2
4613.75,2,3,2,6,2019,2
3370,3,3,2,6,2019,2
7795.5,0,0,0,7,2019,0
6604.5,1,0,0,7,2019,0
4831,2,0,0,7,2019,0
3337.5,3,0,0,7,2019,0
5599,0,1,1,7,2019,0
5299.666667,1,1,1,7,2019,0
4142.666667,2,1,1,7,2019,0
2844,3,1,1,7,2019,0
3033.5,0,2,2,7,2019,0
2883.5,1,2,2,7,2019,0
2443.25,2,2,2,7,2019,0
2048,3,2,2,7,2019,0
10462.5,0,0,0,7,2019,1
8753.5,1,0,0,7,2019,1
6037.5,2,0,0,7,2019,1
3535,3,0,0,7,2019,1
7085,0,1,1,7,2019,1
6491.166667,1,1,1,7,2019,1
5132.666667,2,1,1,7,2019,1
3288.333333,3,1,1,7,2019,1
3347.625,0,2,2,7,2019,1
3163.25,1,2,2,7,2019,1
2742,2,2,2,7,2019,1
2088,3,2,2,7,2019,1
16011.25,0,0,0,7,2019,2
12477.5,1,0,0,7,2019,2
8010,2,0,0,7,2019,2
4379,3,0,0,7,2019,2
10423.33333,0,1,1,7,2019,2
8889.333333,1,1,1,7,2019,2
6679.166667,2,1,1,7,2019,2
3969.333333,3,1,1,7,2019,2
4602.25,0,2,2,7,2019,2
4245,1,2,2,7,2019,2
3585.75,2,2,2,7,2019,2
2592,3,2,2,7,2019,2
3812.875,0,3,2,7,2019,0
3657,1,3,2,7,2019,0
3171.25,2,3,2,7,2019,0
2336,3,3,2,7,2019,0
4598.5,0,3,2,7,2019,1
4337.25,1,3,2,7,2019,1
3689.5,2,3,2,7,2019,1
2593,3,3,2,7,2019,1
6100.25,0,3,2,7,2019,2
5490,1,3,2,7,2019,2
4613.75,2,3,2,7,2019,2
3370,3,3,2,7,2019,2
7642,0,0,0,8,2019,0
6529.5,1,0,0,8,2019,0
4780.75,2,0,0,8,2019,0
3337.5,3,0,0,8,2019,0
5529.5,0,1,1,8,2019,0
5250.833333,1,1,1,8,2019,0
4142.666667,2,1,1,8,2019,0
2844,3,1,1,8,2019,0
3033.5,0,2,2,8,2019,0
2883.5,1,2,2,8,2019,0
2443.25,2,2,2,8,2019,0
2048,3,2,2,8,2019,0
10305.5,0,0,0,8,2019,1
8535.5,1,0,0,8,2019,1
6037.5,2,0,0,8,2019,1
3535,3,0,0,8,2019,1
7020,0,1,1,8,2019,1
6462.333333,1,1,1,8,2019,1
5132.666667,2,1,1,8,2019,1
3288.333333,3,1,1,8,2019,1
3347.625,0,2,2,8,2019,1
3163.25,1,2,2,8,2019,1
2742,2,2,2,8,2019,1
2088,3,2,2,8,2019,1
15620,0,0,0,8,2019,2
12317.5,1,0,0,8,2019,2
8010,2,0,0,8,2019,2
4379,3,0,0,8,2019,2
10423.33333,0,1,1,8,2019,2
8889.333333,1,1,1,8,2019,2
6679.166667,2,1,1,8,2019,2
3969.333333,3,1,1,8,2019,2
4602.25,0,2,2,8,2019,2
4245,1,2,2,8,2019,2
3585.75,2,2,2,8,2019,2
2592,3,2,2,8,2019,2
3812.875,0,3,2,8,2019,0
3657,1,3,2,8,2019,0
3171.25,2,3,2,8,2019,0
2336,3,3,2,8,2019,0
4598.5,0,3,2,8,2019,1
4337.25,1,3,2,8,2019,1
3689.5,2,3,2,8,2019,1
2593,3,3,2,8,2019,1
6100.25,0,3,2,8,2019,2
5490,1,3,2,8,2019,2
4613.75,2,3,2,8,2019,2
3370,3,3,2,8,2019,2
7642,0,0,0,9,2019,0
6529.5,1,0,0,9,2019,0
4780.75,2,0,0,9,2019,0
3337.5,3,0,0,9,2019,0
5529.5,0,1,1,9,2019,0
5230,1,1,1,9,2019,0
4084.5,2,1,1,9,2019,0
2844,3,1,1,9,2019,0
3022.25,0,2,2,9,2019,0
2841.5,1,2,2,9,2019,0
2433.75,2,2,2,9,2019,0
2048,3,2,2,9,2019,0
10305.5,0,0,0,9,2019,1
8535.5,1,0,0,9,2019,1
6037.5,2,0,0,9,2019,1
3535,3,0,0,9,2019,1
7020,0,1,1,9,2019,1
6462.333333,1,1,1,9,2019,1
5132.666667,2,1,1,9,2019,1
3288.333333,3,1,1,9,2019,1
3347.625,0,2,2,9,2019,1
3163.25,1,2,2,9,2019,1
2742,2,2,2,9,2019,1
2088,3,2,2,9,2019,1
15620,0,0,0,9,2019,2
12317.5,1,0,0,9,2019,2
8010,2,0,0,9,2019,2
4379,3,0,0,9,2019,2
10423.33333,0,1,1,9,2019,2
8889.333333,1,1,1,9,2019,2
