C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,REMARKS,DEMAND_STATUS,ASSORT_DATE,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE, Inv_Date, Inv_Party, Inv_By , Inv_Term
-27,IIDGR,RO,1,0.54,H,VS1,EX,EX,EX,NON,NN,,,,62,55.5,5.15,5.19,3.21,1.008,NN,NN,NN,NN,NN,NN,NN,34.9,15.8,40.8,42.5,3.7,FACETED,26,,PTD,Y,Y,N,IIDGR,24-05-2022,10,H,VS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB0,DEMAND,30-05-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-33.08,IIDGR,RO,1,0.54,F,VVS1,EX,EX,EX,NON,NN,,,,62.4,55.6,5.14,5.16,3.22,1.004,NN,NN,NN,NN,NN,NN,NN,34.8,15.9,40.8,42.2,4.3,FACETED,26,,PTD,Y,Y,N,IIDGR,24-05-2022,10,F,VVS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB0,DEMAND,30-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,IIDGR,RO,1,0.54,H,VS1,EX,EX,EX,NON,NN,,,,61.5,56.8,5.16,5.19,3.18,1.006,NN,NN,NN,NN,NN,NN,NN,34.2,15.1,40.9,42.4,4,FACETED,24,,PTD,Y,Y,Y,IIDGR,26-05-2022,11,H,VS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB0,DEMAND,29-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-49.93,IIDGR,RO,1,0.54,D,VVS1,EX,EX,EX,MED,NN,,,,62,55.3,5.15,5.17,3.2,1.004,NN,NN,NN,NN,NN,NN,NN,34.9,15.9,40.8,42.2,3.9,FACETED,28,,PTD,Y,Y,Y,IIDGR,30-05-2022,5,D,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB2,DEMAND,04-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-29,IIDGR,RO,1,0.54,G,VS1,EX,EX,EX,FNT,NN,,,,62.2,56.3,5.15,5.18,3.21,1.006,NN,NN,NN,NN,NN,NN,NN,34.6,15.5,40.8,42.6,4.1,FACETED,25,,PTD,Y,Y,Y,IIDGR,30-05-2022,5,G,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB1,DEMAND,04-06-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-36,GIA,RO,1,0.54,F,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.8,60,5.2,5.23,3.22,1.006,NN,NN,NN,NN,NN,"Cloud, Pinpoint",,35,14,41.2,43.5,4,Polished,,,PTD,N,N,N,DD,16-11-2021,204,F,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,GIA,,16-11-2021,,,,,UNKNOWN,UNKNOWN,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-47.7,GIA,CS,1,0.54,H,VS1,,VG,VG,NON,NN,NN,NN,NN,67.3,62,4.46,4.87,3,1.092,NN,NN,NN,NN,NN,"Feather, Pinpoint",,0,0,0,0,0,Polished,,,PTD,,,,,,,H,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,DY,,,DTC,,,,BOTSWANA,,08-06-2022,Uni- Design Jewellery Pvt. Ltd. Uni,Uni- Design Jewellery Pvt. Ltd. Uni,30
-34,GIA,RO,1,0.54,F,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,60.8,59,5.26,5.3,3.21,1.008,NN,NN,NN,NN,NN,,,35,14.5,40.8,43,3,Polished,,,,,,,,28-10-2021,223,F,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,MG,,28-10-2021,,,,,,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-33,GIA,RO,1,0.54,E,VVS2,EX,EX,EX,NON,,,,,62.5,57,5.15,5.18,3.23,1.006,NN,NN,NN,NN,WT1,"Cloud, Pinpoint",,36,15.5,40.6,43,4,,45,80,PTD,Y,Y,N,DD,07-12-2021,10,,,NN,,,,,,,,,,,,STK,Non-Demand,04-06-2022,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31,FM,RO,1,0.54,G,VS1,EX,EX,EX,NON,NN,NA,NN,NN,62,60,5.18,5.21,3.22,1.006,NN,NN,NN,NN,NN,Cloud,-,35,14,41.4,44,4,Polished,50,80,PTD,Y,Y,N,DD,22-04-2022,54,G,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,MBMGFM - FM109041-22,DEMAND,22-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-27,IIDGR,RO,1,0.54,H,VS1,EX,EX,EX,NON,NN,,,,60.3,61,5.2,5.24,3.15,1.008,NN,NN,NN,NN,NN,NN,NN,34.6,14.6,40.9,42.7,3,FACETED,24,,PTD,Y,Y,Y,IIDGR,02-06-2022,7,H,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,09-06-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-27,IIDGR,RO,1,0.54,G,VVS2,EX,EX,EX,NON,NN,,,,62.5,56,5.11,5.16,3.21,1.01,NN,NN,NN,NN,NN,NN,NN,35,16,40.8,42.2,4.3,FACETED,25,,PTD,Y,Y,Y,IIDGR,02-06-2022,7,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,09-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-45,GIA,CS,1,0.54,G,VS2,,EX,VG,NON,NN,NN,NN,NN,68.7,64,4.57,4.66,3.14,1.02,NN,NN,NN,NN,WT1,"Cloud, Feather",-,,,0,0,0,Polished,,,PTD,Y,N,N,DD,17-03-2022,85,G,VS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,GIA,NON-DEMND,25-03-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,17-06-2022,Emby International Inc.,Diarough Sourcing S. A.,90
-41,GIA,RO,1,0.54,H,VS2,EX,EX,EX,NON,NN,NA,NA,NA,62.4,57,5.2,5.22,3.25,1.004,B1,NN,BT1,NN,WT1,"Cloud, Crystal",-,35.5,15.5,41,43.5,3.5,Faceted,50,75,NONE,Y,N,Y,DD,27-05-2022,10,H,VS2,NN,NN,NN,NN,NN,NN,SGR1,EX1,N,N,N,N,GIA,NON-DEMAND,09-06-2022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-42,GIA,EM,1,0.54,F,SI1,,VG,VG,NON,NN,NA,NN,NN,65.9,65,3.9,5.66,2.57,1.451,NN,NN,BT1,NN,WT1,"Crystal, Twinning Wisp",-,0,0,0,0,0,Polished,,,PTD,N,N,N,DD,27-04-2022,53,F,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,N,VG0,NON-DEMND,27-04-2022,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,18-06-2022,Israel Levy Diamond Cutters Inc.,Israel Levy Diamond Cutters Inc.,30
-40,GIA,RO,1,0.55,L,VS1,EX,EX,EX,MED,NN,NN,NN,NN,63.3,55,5.21,5.24,3.31,1.006,NN,NN,BT1+,NN,NN,"Crystal, Feather, Cloud",-,35.5,16,41.4,44,3,Polished,45,75,PTD,Y,Y,N,DD,15-01-2022,150,L,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,GIA,NON-DEMND,15-01-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,KM260FMDBCOOTQ21,AGGREGATE,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,90
-39,GIA,RO,1,0.55,D,SI1,EX,EX,EX,FNT,NN,NN,NN,NN,63,56,5.22,5.24,3.3,1.004,NN,NN,BT1+,NN,NN,Crystal,,36,16,41.2,43.5,3.5,Polished,50,75,PTD,,,N,DD,16-02-2022,118,D,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,C1,,16-02-2022,,,,,AGGREGATE,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-37,FACT,RO,1,0.55,G,SI1,EX,EX,EX,NON,NN,NN,NN,NN,61.1,59,5.24,5.28,3.21,1.008,NN,NN,NN,NN,NN,,,35,14.5,40.6,43,4,Polished,,,PTD,,,,,03-02-2022,125,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,TQ3EX0,,03-02-2022,,,,,UNKNOWN,UNKNOWN,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,GIA,RO,1,0.55,G,VS2,EX,EX,EX,NON,NN,NN,NN,NN,62.3,60,5.21,5.24,3.25,1.006,NN,NN,NN,NN,NN,Feather,,35,14,41.4,44,4,Polished,50,80,PTD,,,N,DD,20-02-2022,114,G,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,C1,,20-02-2022,,,,,UNKNOWN,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-39,GIA,RO,1,0.55,F,VS1,EX,EX,VG,NON,NN,NN,NN,NN,59.8,60,5.31,5.33,3.18,1.004,NN,NN,BT1+,NN,NN,"Cloud, Needle, Pinpoint",,34,13.5,40.8,43,3.5,Polished,50,80,PTD,,,N,DD,23-02-2022,111,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,C1,,23-02-2022,,,,,UNKNOWN,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-34,GIA,RO,1,0.55,D,SI1,EX,EX,EX,NON,NN,NN,NN,NN,62.4,56,5.19,5.23,3.25,1.008,NN,NN,BT1,NN,NN,Crystal,,35.5,15.5,40.6,42.5,4,Polished,55,80,PTD,,,N,DD,06-03-2022,100,D,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,C1,,06-03-2022,,,,,RUSSIAN FEDERATION,ALROSA,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-37.03,FACT,RO,1,0.55,H,SI1,VG,VG,VG,NON,NN,NN,NN,NN,64.2,56,5.1,5.16,3.29,1.012,NN,NN,NN,NN,NN,,,37,17,40.4,42.5,4.5,Polished,,,PTD,,,,,03-03-2022,97,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQVG0,,03-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,FACT,RO,1,0.55,K,SI1,EX,EX,EX,NON,NN,NN,NN,NN,60.4,57,5.3,5.33,3.21,1.006,NN,NN,NN,NN,NN,,,32.5,13.5,40.8,43,3.5,Polished,,,PTD,,,,,04-03-2022,96,K,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,TQ3EX0,,04-03-2022,,,,,SOUTH AFRICA,KIMBERLEY,07-06-2022,Titan Company Limited,Titan Company Limited,30
-42,GIA,RO,1,0.55,G,VS2,EX,EX,EX,NON,NN,VS2,NN,NN,62.1,58,5.22,5.25,3.25,1.006,NN,M1,NN,NN,WT1,Cloud,,35.5,15,41.2,43.5,3.5,Polished,50,80,PTD,N,N,N,DD,01-04-2022,69,G,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,GIA,NON-DEMAND,01-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-32.95,FM,RO,1,0.55,I,SI1,EX,EX,EX,NON,NN,NN,NN,NN,62.6,57.1,5.22,5.26,,1.008,NN,NN,NN,NN,NN,"Crystal, Feather",,35.9,15.6,41,43.7,3.3,Polished,,,,,,N,,26-03-2022,80,I,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CLASSIC,,26-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-35,FACT,RO,1,0.55,K,SI2,VG,VG,VG,NON,NN,NN,NN,NN,64,58,5.1,5.18,,1.016,NN,NN,NN,NN,NN,,,37,15.5,41,43.5,5,Polished,,,PTD,,,,,27-03-2022,73,K,SI2,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,TQVG0,,27-03-2022,,,,,ANGOLA,UNKNOWN,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,FACT,RO,1,0.55,H,SI1,VG,VG,VG,NON,NN,NN,NN,NN,63.6,58,5.18,5.2,,1.004,NN,NN,NN,NN,NN,,,36.5,15.5,41.4,44,4.5,Polished,,,PTD,,,,,30-03-2022,70,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,TQVG0,,30-03-2022,,,,,RUSSIAN FEDERATION,ALROSA,07-06-2022,Titan Company Limited,Titan Company Limited,30
-41,GIA,RO,1,0.55,G,VS2,EX,EX,EX,NON,NN,NA,NA,NA,63,55,5.21,5.23,3.29,1.004,NN,M1,NN,NN,WT1,"Cloud, Feather",-,35.5,16,41,43.5,3.5,Faceted,50,80,PTD,Y,N,N,DD,20-04-2022,50,G,VS2,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMND,20-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-35,FACT,RO,1,0.55,I,SI1,EX,EX,EX,NON,NN,NN,NN,NN,60.9,59,5.24,5.27,,1.006,NN,NN,NN,NN,NN,,,35,14.5,40.6,43,4,Polished,,,PTD,,,,,05-04-2022,64,I,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,TQ3EX0 - BW022017,,05-04-2022,,,,,AGGREGATE,UNKNOWN,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,FACT,RO,1,0.55,G,SI2,EX,EX,EX,NON,NN,NN,NN,NN,61.8,58,5.21,5.25,3.23,1.008,NN,NN,NN,NN,NN,,,36,15,40.6,43,4,Polished,50,75,PTD,Y,Y,Y,DD,19-04-2022,50,G,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQ3EX0-AE 129163,DEMAND,19-04-2022,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,FACT,RO,1,0.55,K,SI2,EX,EX,EX,NON,NN,NA,NN,NN,62.9,55,5.19,5.24,3.28,1.01,NN,NN,NN,NN,NN,,,36,16.5,40.8,43,3.5,Polished,45,80,PTD,Y,Y,Y,DD,26-04-2022,43,K,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQ3EX0-EU 00933680,DEMAND,26-04-2022,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,07-06-2022,Titan Company Limited,Titan Company Limited,30
-27,IIDGR,RO,1,0.55,H,VVS1,EX,EX,EX,NON,NN,,,,58.5,59.4,5.29,5.31,3.1,1.004,NN,NN,NN,NN,NN,NN,NN,34.1,14.2,40.6,41.3,3,FACETED,25,,PTD,Y,Y,N,IIDGR,24-05-2022,10,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB0,DEMAND,30-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,IIDGR,RO,1,0.55,G,SI1,EX,EX,EX,NON,NN,,,,61.7,56.2,5.2,5.24,3.22,1.008,NN,NN,NN,NN,NN,NN,NN,34.6,15.7,40.7,42.1,3.9,FACETED,25,,PTD,Y,Y,N,IIDGR,24-05-2022,10,G,SI1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB0,DEMAND,30-05-2022,SOUTH AFRICA,UNKNOWN,UNKNOWN,UNKNOWN,SOUTH AFRICA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-34.92,IIDGR,RO,1,0.55,F,VVS1,EX,EX,EX,FNT,NN,,,,62,55.5,5.21,5.24,3.24,1.006,NN,NN,NN,NN,NN,NN,NN,35.1,15.9,40.8,42.4,3.7,FACETED,26,,PTD,Y,Y,Y,IIDGR,26-05-2022,11,F,VVS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB1,DEMAND,29-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-30.32,IIDGR,RO,1,0.55,F,VS1,EX,EX,EX,NON,NN,,,,62.2,55.4,5.18,5.22,3.24,1.008,NN,NN,NN,NN,NN,NN,NN,35.1,16.1,40.8,42.4,3.7,FACETED,25,,PTD,Y,Y,Y,IIDGR,30-05-2022,5,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,04-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,IIDGR,RO,1,0.55,H,SI1,EX,EX,EX,NON,NN,,,,62.5,55.6,5.16,5.19,3.24,1.006,NN,NN,NN,NN,NN,NN,NN,35,15.8,40.8,42.5,4.2,FACETED,24,,PTD,Y,Y,Y,IIDGR,30-05-2022,5,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,04-06-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-32.23,IIDGR,RO,1,0.55,F,VS1,EX,EX,EX,FNT,NN,,,,62.3,56.3,5.13,5.18,3.22,1.01,NN,NN,NN,NN,NN,NN,NN,34.8,15.5,40.7,42.4,4.4,FACETED,25,,PTD,Y,Y,Y,IIDGR,31-05-2022,5,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB1,DEMAND,04-06-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-31.79,GIA,RO,1,0.55,F,VVS2,EX,EX,EX,NON,,,,,63,56,5.21,5.24,3.29,1.006,,,,,,"Pinpoint, Needle, Cloud",,34.5,15,41.4,44,4,Faceted,50,80,NON,,,,DD,25-10-2021,8,,,,,,,,,,,,,,,SPIDER,,10-06-2022,,,,,,,17-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,GIA,RO,1,0.55,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,62.2,59,5.22,5.25,3.25,1.006,NN,NN,NN,NN,NN,"Pinpoint, Feather, Cloud",,35.5,14.5,41,43.5,4,Polished,55,75,PTD,,,N,DD,22-01-2022,148,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,C1,,22-01-2022,,,,,AGGREGATE,UNKNOWN,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,GIA,RO,1,0.56,H,VVS1,EX,EX,EX,NON,NN,NN,NN,NN,62,59,5.24,5.29,3.27,1.01,NN,NN,NN,NN,NN,Cloud,,36,15,41,43,4,Polished,50,75,PTD,,,N,DD,17-02-2022,117,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,C1T,,17-02-2022,,,,,AGGREGATE,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-37,GIA,RO,1,0.56,J,VS2,EX,EX,EX,NON,NN,NN,NN,NN,62.6,56,5.25,5.28,3.29,1.006,NN,NN,NN,BC1+,NN,Crystal,,34,15,41.2,43.5,4,Polished,50,80,PTD,,,N,DD,22-02-2022,112,J,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,C1,,22-02-2022,,,,,UNKNOWN,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-37,GIA,RO,1,0.56,K,VS1,EX,EX,EX,FNT,NN,NN,NN,NN,62,58,5.25,5.27,3.26,1.004,NN,NN,NN,NN,NN,"Crystal, Pinpoint",,35.5,15,40.8,43,4,Polished,55,75,PTD,,,N,DD,06-03-2022,100,K,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,C1,,06-03-2022,,,,,UNKNOWN,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-34,GIA,RO,1,0.56,L,VS2,EX,EX,EX,NON,NN,NN,NN,NN,62.1,59,5.26,5.27,3.27,1.002,NN,NN,NN,NN,NN,"Cloud, Feather",,36,15,40.8,43,4,Polished,50,75,PTD,,,N,DD,06-03-2022,100,L,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,C1,,06-03-2022,,,,,RUSSIAN FEDERATION,ALROSA,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-53,GIA,RO,1,0.56,G,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62.9,55,5.25,5.27,3.31,1.004,NN,M1,NN,NN,WT1,Cloud,NA,35.5,16,41,43.5,3.5,Faceted,50,75,PTD,N,N,N,DD,01-04-2022,69,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,GIA,NON-DEMND,01-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-47,GIA,RO,1,0.56,G,VS2,EX,EX,EX,FNT,NN,NA,NA,NA,63.4,57,5.21,5.26,3.32,1.01,NN,M1,BT1,NN,WT1,"Cloud, Crystal",NA,36.5,16,41.2,44,3.5,Faceted,50,80,PTD,Y,Y,N,DD,01-04-2022,69,G,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,GIA,NON-DEMND,01-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-54,GIA,RO,1,0.56,E,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62.4,56,5.24,5.26,3.27,1.004,NN,M1,NN,NN,WT2,Cloud,-,35.5,15.5,40.8,43,4,Faceted,50,80,PTD,N,N,N,DD,23-04-2022,47,E,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMND,23-04-2022,,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-54,GIA,RO,1,0.56,E,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62.3,58,5.24,5.28,3.28,1.008,NN,M1,NN,NN,WT2,Cloud,-,36,15.5,40.8,43,4,Faceted,50,80,PTD,N,N,N,DD,20-04-2022,50,E,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMND,20-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-52,GIA,EMERALD,1,0.56,E,VVS1,,GD,VG,NON,NN,NA,NA,NA,63.2,65,3.99,5.85,2.52,1.466,NN,NN,NN,NN,WC1,"Pinpoint, Internal Graining",-,0,0,0,0,0,,,,PTD,Y,Y,N,DD,10-05-2022,29,E,VVS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,10-05-2022,NOT ELIGIBLE,NOT ELIGIBLE,NOT ELIGIBLE,RIO-TINTO,ZIMBABWE,MUROWA,06-06-2022,Kumbh gems,Kumbh gems,0
-35,FACT,RO,1,0.56,H,SI1,EX,EX,EX,NON,NN,NN,NN,NN,62.3,57,5.24,5.27,3.27,1.006,NN,NN,NN,NN,NN,,,35.5,15.5,40.6,43,4,Polished,55,80,PTD,Y,Y,Y,,14-04-2022,55,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQ3EX0-AE 125711,DEMAND,14-04-2022,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,FACT,RO,1,0.56,G,SI2,EX,EX,EX,NON,NN,NN,NN,NN,62.6,57,5.25,5.29,3.3,1.008,NN,NN,NN,NN,NN,,,34.5,14.5,41.2,44,4,Polished,50,80,PTD,Y,Y,Y,,15-04-2022,54,G,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQ3EX0-AE 129163,DEMAND,15-04-2022,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,07-06-2022,Titan Company Limited,Titan Company Limited,30
