C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,REMARKS,DEMAND_STATUS,ASSORT_DATE,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE, Inv_Date, Inv_Party, Inv_By , Inv_Term
-28.44,FM,RO,1,0.32,E,VVS2,EX,EX,EX,FNT,NN,NN,NN,NN,62.2,56.8,4.36,4.38,,1.005,NN,NN,NN,NN,NN,Pinpoint,,35.9,15.8,40.5,42.6,3.8,Polished,,,,,,N,,28-01-2022,142,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,28-01-2022,,,,,RUSSIAN FEDERATION,ANABAR,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-46,FM,RO,1,0.32,D,VS2,EX,EX,EX,FNT,NN,NN,NN,NN,62.2,57,4.39,4.41,,1.005,NN,NN,BT1,NN,NN,Crystal,,35,15,41,43.5,4,Polished,,,PTD,,,N,DD,02-02-2022,137,D,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,N,N,,GIA,,02-02-2022,,,,,AGGREGATE,UNKNOWN,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28.55,FM,RO,1,0.32,D,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,62.4,55.4,4.36,4.38,,1.005,NN,NN,NN,NN,NN,"Cloud, Needle, Pinpoint",,34.1,15.1,41,43.5,3.8,Polished,,,,,,N,,15-01-2022,155,D,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,15-01-2022,,,,,RUSSIAN FEDERATION,ALROSA,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-43,GIA,RO,1,0.33,E,VS2,EX,EX,EX,NON,NN,NN,NN,NN,61.6,57,4.43,4.46,2.74,1.007,NN,NN,NN,NN,NN,"Cloud, Crystal, Feather",,34.5,15,40.8,43,4,Polished,50,75,PTD,,,N,DD,15-01-2022,150,E,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,GIA,,15-01-2022,,,,,AGGREGATE,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-47,GIA,RO,1,0.33,L,VS2,EX,VG,EX,NON,NN,NN,NN,NN,62.5,56,4.41,4.42,2.76,1.002,NN,NN,BT1,NN,NN,Crystal,,35.5,15.5,40.8,43,4,Polished,50,80,PTD,,,N,DD,29-01-2022,136,L,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,GIA,,29-01-2022,,,,,RUSSIAN FEDERATION,ANABAR,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-43,GIA,RO,1,0.33,K,VVS2,EX,EX,EX,FNT,NN,NN,NN,NN,61.9,58,4.42,4.45,2.75,1.007,NN,NN,NN,NN,NN,"Feather, Pinpoint",,35,14.5,41,43,4,Polished,50,75,PTD,,,N,DD,26-02-2022,108,K,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,C1,,26-02-2022,,,,,UNKNOWN,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-36,GIA,RO,1,0.33,E,VVS2,EX,EX,EX,NON,NN,NA,NA,NA,62.5,56,4.4,4.43,2.76,1.007,NN,NN,NN,NN,NN,"Cloud, Feather, Pinpoint",-,35,15.5,41,43,4,Faceted,50,80,PTD,N,N,N,DD,18-05-2022,21,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM 109725-22,DEMAND,18-05-2022,CANADA,RIO-TINTO,DIAVIK,RIO-TINTO,CANADA,DIAVIK,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-38,GIA,RO,1,0.33,E,VS1,EX,EX,EX,NON,NN,NA,NA,NA,62,54,4.44,4.46,2.76,1.005,NN,NN,NN,NN,WT1,"Cloud, Needle",-,35,16,40.6,42.5,3.5,Faceted,50,80,PTD,Y,Y,N,DD,10-05-2022,29,E,VS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,MBMGFM - FM 109557-22,DEMAND,10-05-2022,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC,CANADA,EKATI,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-56,GIA,RO,1,0.33,E,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62,59,4.41,4.44,2.74,1.007,NN,M1,NN,NN,WT2,"Cloud, Crystal",-,32.5,13.5,41.6,44.5,4.5,Faceted,50,80,PTD,N,N,N,DD,27-04-2022,43,E,SI1,OP1,NN,NN,NN,NN,NN,SGR1,EX1,N,N,Y,N,GIA,NON-DEMND,27-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-37,FACT,RO,1,0.33,G,SI2,VG,VG,VG,NON,NN,NN,NN,NN,63.4,59,4.36,4.37,2.76,1.002,NN,NN,NN,NN,NN,,,37,15.5,40.8,43,5,Polished,45,75,PTD,Y,Y,Y,,15-04-2022,54,G,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQVG0-AE 129163,DEMAND,15-04-2022,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,07-06-2022,Titan Company Limited,Titan Company Limited,30
-58,GIA,RO,1,0.33,F,SI1,EX,EX,EX,FNT,NN,NA,NA,NA,61.4,58,4.45,4.48,2.74,1.007,NN,M1,NN,NN,WT2,Cloud,-,34.5,14.5,41,43.5,3.5,Faceted,50,75,PTD,N,N,Y,DD,10-05-2022,30,F,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,10-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-39,GIA,RO,1,0.33,F,VS1,EX,EX,EX,NON,NN,NA,NA,NA,62.6,58,4.43,4.46,2.78,1.007,NN,NN,NN,NN,NN,"Feather, Pinpoint",-,34,14.5,41.6,44,4,Faceted,50,80,NONE,Y,Y,N,DD,07-05-2022,17,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM109936-22,DEMAND,28-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,FACT,RO,1,0.33,I,SI2,VG,VG,VG,NON,NN,NA,NN,NN,64.3,55,4.33,4.36,2.79,1.007,NN,NN,NN,NN,NN,,,37,17,40.4,42.5,5,Polished,50,75,PTD,Y,Y,Y,DD,04-05-2022,35,I,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQVG0 - AE 125711,DEMAND,04-05-2022,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,07-06-2022,Titan Company Limited,Titan Company Limited,30
-41,GIA,RO,1,0.33,G,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62.9,56,4.41,4.44,2.78,1.007,NN,NN,BT1,NN,WT1,Crystal,-,36.5,16,41,43,3.5,Faceted,50,80,PTD,N,N,Y,DD,23-05-2022,16,G,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,MBMG-GIA,NON-DEMAND,23-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,07-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-56,GIA,RO,1,0.33,E,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62.6,58,4.41,4.44,2.77,1.007,B1,M1,NN,NN,WT2,Cloud,-,35.5,15,41.2,43.5,4,Faceted,50,80,PTD,N,N,N,DD,24-05-2022,16,E,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,24-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-42,GIA,RO,1,0.33,G,VS1,EX,EX,EX,NON,NN,NA,NA,NA,61.9,58,4.44,4.47,2.76,1.007,B1,NN,NN,NN,WT1,"Cloud, Pinpoint",-,35.5,15,41,43,4,Faceted,50,75,PTD,Y,Y,N,DD,25-05-2022,20,G,VS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,25-05-2022,RUSSIAN FEDERATION,ALROSA,NURBA,ALROSA,RUSSIAN FEDERATION,NURBA,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-32.38,IIDGR,RO,1,0.33,F,SI1,EX,EX,EX,FNT,NN,,,,62.4,55,4.36,4.37,2.72,1.002,NN,NN,NN,NN,NN,NN,NN,34.9,15.8,40.7,42.1,4.5,FACETED,25,,PTD,Y,Y,N,IIDGR,23-05-2022,10,F,SI1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB1,DEMAND,30-05-2022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-34.55,IIDGR,RO,1,0.33,E,VVS1,EX,EX,EX,NON,NN,,,,60.9,56,4.43,4.46,2.71,1.007,NN,NN,NN,NN,NN,NN,NN,34.9,16,40.7,41.8,3.1,FACETED,25,,PTD,Y,Y,N,IIDGR,24-05-2022,10,E,VVS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB0,DEMAND,30-05-2022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-29,IIDGR,RO,1,0.33,I,VS2,EX,EX,EX,FNT,NN,,,,59.9,59.7,4.44,4.48,2.67,1.009,NN,NN,NN,NN,NN,NN,NN,33.5,13.7,40.9,42.6,3.6,FACETED,25,,PTD,Y,Y,N,IIDGR,24-05-2022,10,I,VS2,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB1,DEMAND,30-05-2022,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,IIDGR,RO,1,0.33,H,VVS1,EX,EX,EX,NON,NN,,,,61,57.3,4.43,4.45,2.71,1.005,NN,NN,NN,NN,NN,NN,NN,34.6,14.6,40.7,42.3,4.1,FACETED,26,,PTD,Y,Y,Y,IIDGR,26-05-2022,11,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB0,DEMAND,29-05-2022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,IIDGR,RO,1,0.33,J,VS1,EX,EX,EX,NON,NN,,,,60.3,57.7,4.42,4.43,2.67,1.002,NN,NN,NN,NN,NN,NN,NN,33.4,14,40.9,42.2,4.1,FACETED,24,,PTD,Y,Y,Y,IIDGR,30-05-2022,5,J,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,04-06-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-39.64,IIDGR,RO,1,0.33,F,VVS1,EX,EX,EX,MED,NN,,,,62,55.8,4.39,4.41,2.73,1.005,NN,NN,NN,NN,NN,NN,NN,35,15.7,40.6,42,4.3,FACETED,26,,PTD,Y,Y,Y,IIDGR,30-05-2022,5,F,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB2,DEMAND,04-06-2022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,IIDGR,RO,1,0.33,I,VS1,EX,EX,EX,NON,NN,,,,62.6,55.4,4.35,4.38,2.73,1.007,NN,NN,NN,NN,NN,NN,NN,34.6,16.1,40.8,42.7,3.8,FACETED,25,,PTD,Y,Y,Y,IIDGR,31-05-2022,5,I,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,04-06-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-49,GIA,RO,1,0.33,G,VS2,EX,VG,EX,FNT,NN,NN,NN,NN,62.1,58,4.43,4.44,2.75,1.002,NN,NN,BT1+,NN,NN,"Crystal, Cloud",,35.5,15,41,43,4,Polished,55,75,PTD,,,N,DD,15-12-2021,181,G,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,GIA,,15-12-2021,,,,,BOTSWANA,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-46,GIA,RO,1,0.33,H,VS1,EX,EX,VG,FNT,NN,NN,NN,NN,61.6,58,4.43,4.47,2.74,1.009,NN,NN,NN,NN,NN,"Feather, Pinpoint",,36,15.5,40.6,42.5,3.5,Polished,50,80,PTD,,,N,DD,21-12-2021,175,H,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,GIA,,21-12-2021,,,,,AGGREGATE,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-37,GIA,RO,1,0.33,F,VVS2,EX,EX,EX,NON,NN,NA,NA,NA,61.5,60,4.42,4.45,2.73,1.007,NN,NN,BT1+,NN,WT1,"Crystal, Cloud, Pinpoint",-,34.5,13.5,41.2,43.5,4,Faceted,50,80,PTD,Y,Y,N,DD,24-05-2022,21,F,VVS2,OP1,NN,NN,CTP,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,24-05-2022,-,-,-,-,-,-,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-36.55,GIA,RO,1,0.33,G,VS1,EX,VG,EX,NON,NN,NN,NN,NN,63.1,57,4.37,4.4,2.77,1.007,NN,NN,NN,NN,NN,"Crystal, Pinpoint, Needle, Cloud",,35,15,41.4,44,4,Polished,45,80,PTD,,,,,,,G,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG,,,,,,,,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-33.67,GIA,RO,1,0.33,G,VS1,EX,EX,EX,NON,NN,NN,NN,NN,62.4,56,4.4,4.43,2.75,1.007,NN,NN,NN,NN,NN,"Crystal, Cloud, Pinpoint",,35.5,16,40.8,43,3.5,Polished,50,80,PTD,,,,,,,G,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG-FM,,,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-26.43,GIA,CS,1,0.33,H,VS1,,EX,VG,NON,NN,NN,NN,NN,68.4,68,3.9,3.91,2.67,1.003,NN,NN,NN,NN,NN,"Crystal, Feather",,0,0,0,0,0,Polished,,,PTD,,,,,,,H,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,DY,,,DTC,,,,BOTSWANA,,03-06-2022,Uni- Design Jewellery Pvt. Ltd. Uni,Uni- Design Jewellery Pvt. Ltd. Uni,30
-34.33,GIA,RO,1,0.33,H,VVS1,EX,EX,EX,NON,NN,NN,NN,NN,61.1,61,4.44,4.48,2.73,1.009,NN,NN,NN,NN,NN,"Pinpoint, Feather",,33,13,41.8,44.5,3.5,Faceted,50,80,PTD,,,,,21-05-2022,16,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG,,21-05-2022,,,,,,,04-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-39.38,GIA,RO,1,0.33,E,VVS2,EX,EX,VG,NON,NN,NN,NN,NN,62.4,56,4.44,4.48,2.78,1.009,NN,NN,NN,NN,NN,Pinpoint,,35,15.5,41.6,44,3,Faceted,45,75,PTD,,,,,21-05-2022,18,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG,,21-05-2022,,,,,,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-41.59,GIA,RO,1,0.33,E,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,60.1,59,4.45,4.47,2.68,1.004,NN,NN,NN,NN,NN,Pinpoint,,34,13.5,40.6,42.5,4,Faceted,50,80,PTD,,,,,21-05-2022,18,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG,,21-05-2022,,,,,,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-29.18,FM,RO,1,0.33,E,VS2,EX,EX,EX,NON,NN,NN,NN,NN,60.8,59,4.44,4.47,,1.007,NN,NN,NN,NN,NN,"Crystal, Cloud, Needle",,34.5,14,40.8,43,4,Polished,,,PTD,,,,,13-01-2022,152,E,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG-FM,,13-01-2022,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-42.64,GIA,RO,1,0.33,E,VVS1,EX,EX,EX,FNT,,,,,62.8,57,4.41,4.43,2.78,1.005,,,,,,"Feather, Chip",,35,15,41.4,43.5,4,Faceted,50,80,NON,,,,DD,08-09-2021,6,,,,,,,,,,,,,,,SPIDER,,02-06-2022,,,,,,,07-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-33,FM,RO,1,0.33,H,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.4,58,4.42,4.45,,1.007,NN,NN,NN,NN,NN,Cloud,,35.5,14.5,40.6,43,4,Polished,,,PTD,,,N,DD,19-03-2022,89,H,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,MBMGFM - FM108196-22,,19-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-36.75,FM,RO,1,0.33,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,62.1,58,4.37,4.41,2.73,1.009,NN,NN,NN,NN,NN,NEEDLE  PINPOINT  ETCH CHANNEL  FEATHER,,35.5,15,40.8,43,4,,0,0,,N,,,FM,19-05-2022,28,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG,,19-05-2022,,,,,,,16-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-37,FACT,RO,1,0.33,H,SI1,EX,EX,EX,NON,NN,NN,NN,NN,62,56,4.42,4.45,2.75,1.007,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,,,PTD,,,N,,07-05-2021,407,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,TA,,07-05-2021,,,,,ANGOLA,CATOCA,17-06-2022,Titan Company Limited,Titan Company Limited,30
-37,FACT,RO,1,0.33,H,SI1,EX,EX,EX,NON,NN,NN,NN,NN,62.1,56,4.42,4.44,2.75,1.005,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,,,PTD,,,N,,06-05-2021,408,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,TA,,06-05-2021,,,,,ANGOLA,CATOCA,17-06-2022,Titan Company Limited,Titan Company Limited,30
-28.08,FACT,RO,1,0.33,I,VS1,EX,EX,EX,NON,NN,NA,NN,NN,61.9,57,4.45,4.47,2.76,1.004,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,50,75,PTD,Y,Y,Y,DD,06-05-2022,43,I,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TAS3EX0,DEMAND,06-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,17-06-2022,Tasaki & Co. Ltd.,Tasaki & Co. Ltd.,90
-30.93,FACT,RO,1,0.33,H,VVS2,EX,EX,EX,NON,NN,NA,NN,NN,62.1,55,4.42,4.43,2.74,1.002,NN,NN,NN,NN,NN,,,34,15.5,40.8,43,3.5,Polished,50,75,PTD,Y,Y,Y,DD,06-05-2022,43,H,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TAS3EX0,DEMAND,06-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,17-06-2022,Tasaki & Co. Ltd.,Tasaki & Co. Ltd.,90
-28.21,FACT,RO,1,0.33,G,VS1,EX,EX,EX,NON,NN,NA,NN,NN,62.2,56,4.4,4.44,2.74,1.009,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,50,75,PTD,Y,Y,Y,DD,06-05-2022,43,G,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TAS3EX0,DEMAND,06-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,17-06-2022,Tasaki & Co. Ltd.,Tasaki & Co. Ltd.,90
-22.48,FM,RO,1,0.33,E,VS1,EX,EX,EX,NON,NN,NN,NN,NN,61.7,57,4.43,4.47,,1.009,NN,NN,NN,NN,NN,"Cloud, Crystal, Feather, Pinpoint",,35.3,15.2,40.6,42.8,3.7,Polished,,,,,,N,,22-02-2022,117,E,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,22-02-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28.44,FM,RO,1,0.33,E,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.8,57.4,4.43,4.45,,1.005,NN,NN,NN,NN,NN,"Cloud, Pinpoint",,35.1,14.9,40.7,43,3.9,Polished,,,,,,N,,28-01-2022,142,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,28-01-2022,,,,,RUSSIAN FEDERATION,ANABAR,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28.44,FM,RO,1,0.33,E,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,62.1,57.6,4.42,4.45,,1.007,NN,NN,NN,NN,NN,"Cloud, Needle, Pinpoint",,35.3,15.1,40.8,43.1,3.9,Polished,,,,,,N,,28-01-2022,142,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,28-01-2022,,,,,RUSSIAN FEDERATION,ALROSA,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28.44,FM,RO,1,0.33,E,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.9,57.4,4.42,4.45,,1.007,NN,NN,NN,NN,NN,"Cloud,Needle",,35.3,15.1,40.8,43,3.8,Polished,,,,,,N,,13-01-2022,157,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,13-01-2022,,,,,RUSSIAN FEDERATION,NURBA,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28.55,FM,RO,1,0.33,D,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61,56.8,4.47,4.5,,1.007,NN,NN,NN,NN,NN,"Cloud, Feather, Needle",,34.1,14.7,40.8,43,3.3,Polished,,,,,,N,,28-01-2022,142,D,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,28-01-2022,,,,,RUSSIAN FEDERATION,NURBA,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28.55,FM,RO,1,0.33,D,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,62.3,56.1,4.43,4.45,,1.005,NN,NN,NN,NN,NN,"Needle, Pinpoint",,34.9,15.3,40.9,43.2,3.8,Polished,,,,,,N,,21-01-2022,149,D,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,21-01-2022,,,,,RUSSIAN FEDERATION,NURBA,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28.55,FM,RO,1,0.33,D,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.4,58.4,4.43,4.46,,1.007,NN,NN,NN,NN,NN,Pinpoint,,34.9,14.4,40.8,43.1,3.9,Polished,,,,,,N,,15-01-2022,155,D,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,KSK,,15-01-2022,,,,,RUSSIAN FEDERATION,ALROSA,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-43,GIA,RO,1,0.34,H,SI1,EX,EX,EX,FNT,NN,NN,NN,NN,62.2,59,4.44,4.48,2.77,1.009,NN,NN,NN,NN,NN,"Feather, Cloud, Crystal",,36,15,40.8,43,4,Polished,50,80,PTD,,,N,DD,04-02-2022,130,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,GIA,,04-02-2022,,,,,RUSSIAN FEDERATION,ANABAR,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-34,FM,RO,1,0.34,F,VS1,EX,EX,EX,NON,NN,NN,NN,NN,62.3,57,4.43,4.47,,1.009,NN,NN,NN,NN,NN,Cloud,,36,15.5,40.6,42.5,4,Polished,,,PTD,,,N,DD,11-03-2022,89,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,MBMGFM - FM107995-22,,11-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
