Status 3, Ref,STOCK_ID,ONLINE,OMS,STATUS,BOX,CERT_NO,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,RAP,RAP_VALUE,C_DISC,C_PRICE,C_VALUE,DISC,PRICE,VALUE,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_FROM,GIRDLE_TO,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,INSCRIPTION,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,LT,FMTS,C1T,REMARKS,OMS_REMARK,SALES_REMARK,DEMAND_STATUS,ASSORT_DATE,FACTORY_LOT_NO,MUM_SUBLOT_NO,KP_CERT_NO,AUDITABILITY_LEVEL,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,EXTRA1,EXTRA2,EXTRA3,EXTRA4,EXTRA5,BILL_NO,BILL_DATE,CONTROL_NO, Inv_Date, Inv_Party, Inv_By , Inv_Term,Inv_Dis,Inv_Pr,Inv_Val, Cbd, Cbr, Cbv, Tab_Inc,Status2,SIZE GR,PU GR,CO GR,CUT2,PO 2 ,SY 2,CUT FL,tentative rap,PRL Size,PRL Make,Code1,Code2,PRL DISC,Diff%,Days range,SZ 2,Cod Value,Cod pr,COD RAP,CO GR 2,MONTH,CL FOR ROUGH,mv,mv con,Doss 1ct,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_FROM,GIRDLE_TO,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,INSCRIPTION,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,LT,FMTS,C1T,REMARKS,OMS_REMARK,SALES_REMARK,DEMAND_STATUS,ASSORT_DATE,FACTORY_LOT_NO,MUM_SUBLOT_NO,KP_CERT_NO,AUDITABILITY_LEVEL,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,EXTRA1,EXTRA2,EXTRA3,EXTRA4,EXTRA5,BILL_NO,BILL_DATE,CONTROL_NO, Inv_Date, Inv_Party, Inv_By , Inv_Term,Inv_Dis,Inv_Pr,Inv_Val, Cbd, Cbr, Cbv, Tab_Inc,Status2,SIZE GR,PU GR,CO GR,CUT2,PO 2 ,SY 2,CUT FL,tentative rap,PRL Size,PRL Make,Code1,Code2,PRL DISC,Diff%,Days range,SZ 2,Cod Value,Cod pr,COD RAP,CO GR 2,MONTH,CL FOR ROUGH,mv,mv con,Doss 1ct
Sale,88,PDO1043236,Y,,A,Z_SOLD_2022,2427584447,GIA,OV,1,0.74,D,SI1,4200,3108,-34,2772,2051.28,-24,3192,2362.08,,VG,VG,FNT,NN,NN,NN,NN,62.7,56,5.05,7.11,3.16,1.408,NN,NN,BT1,NN,NN,Twinning Wisp,,0,0,0,0,0,STK,THK,Polished,,,PTD,GIA 2427584447,,,N,DD,44643,88,D,SI1,OC1,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,N,VG1,,,,44643,KM253TQ21,,,,,,,,RUSSIAN FEDERATION,,,,,,,1.01E+11,44631,1.01E+11,44730,Israel Levy Diamond Cutters Inc.,Israel Levy Diamond Cutters Inc.,30,2175.6,2940,-30,2154.35,2911.283784,-30.68371943,,Sale,0.70-0.74,SI1-SI2,D-F, ,VG,VG, VGVGFNT,,0.70-0.74,,0.70-0.74OVSI1,FNTD,CHK,#VALUE!,<90,0.70-0.89,2051.28,2911.283784,-34,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,63.5,57,5.74,5.79,3.66,1.009,NN,NN,NN,NN,WC1,Pinpoint,-,36.5,16,41.2,44,3.5,MED,STK,Polished,50,80,PTD,GIA 5423365815,Y,Y,Y,DD,44614,112,D,VVS2,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44614,KM340FMDBCOOTQ21,H211090DK,AE 125007,DECLARATIVE LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44609,1.01E+11,44721,Nivoda LLP,Nivoda LLP,7,4006.4,5341.866667,-19.06262626,3997.2,5329.6,-19.24848485,,2911.283784,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<120,<0.29,<90,5329.6,CHK,#N/A,JUNE'22,#N/A, ,2911.283784,Doss
Sale,112,PDO1029103,Y,,A,Z_SOLD_2022,5423365815,GIA,RO,1,0.75,D,VVS2,6600,4950,-26,4884,3663,-16,5544,4158,EX,EX,EX,NON,NN,NN,NN,NN,63.5,57,5.74,5.79,3.66,1.009,NN,NN,NN,NN,WC1,Pinpoint,-,36.5,16,41.2,44,3.5,MED,STK,Polished,50,80,PTD,GIA 5423365815,Y,Y,Y,DD,44614,112,D,VVS2,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44614,KM340FMDBCOOTQ21,H211090DK,AE 125007,DECLARATIVE LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44609,1.01E+11,44721,Nivoda LLP,Nivoda LLP,7,4006.4,5341.866667,-19.06262626,3997.2,5329.6,-19.24848485,,Sale,0.75-0.79,IF-VVS2,D-F,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROVVS2,NOND,CHK,#VALUE!,<120,0.70-0.89,3663,5329.6,-26,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,63.5,55,5.73,5.77,,1.007,NN,NN,NN,NN,NN,"Feather, Needle, Pinpoint",,36.5,17,40.6,43,3.5,,,Polished,,,PTD,,,,N,DD,44618,97,E,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44618,KM337FMDBCOOTQ21,,,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,,,,,1.01E+11,44614,1.01E+11,44714,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,3543.19,4724.253333,-19.9279096,3508.58,4678.106667,-20.7100565,,5329.6,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<120,<0.29,<120,4678.106667,CHK,#N/A,JUNE'22,#N/A, ,5329.6,Doss
Demand Sale,97,PDO1040842,,,A,Z_SOLD_2022,6425425215,FM,RO,1,0.75,E,VS1,5900,4425,-23,4543,3407.25,-13,5133,3849.75,EX,EX,EX,NON,NN,NN,NN,NN,63.5,55,5.73,5.77,,1.007,NN,NN,NN,NN,NN,"Feather, Needle, Pinpoint",,36.5,17,40.6,43,3.5,,,Polished,,,PTD,,,,N,DD,44618,97,E,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44618,KM337FMDBCOOTQ21,,,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,,,,,1.01E+11,44614,1.01E+11,44714,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,3543.19,4724.253333,-19.9279096,3508.58,4678.106667,-20.7100565,,Demand Sale,0.75-0.79,VS1-VS2,D-F,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROVS1,NONE,CHK,#VALUE!,<120,0.70-0.89,3407.25,4678.106667,-23,#N/A,JUNE'22,#N/A,old stock,Demand Sale,Doss,NA,63.3,56,5.74,5.79,3.65,1.009,NN,M1,NN,NN,NN,Cloud,,36.5,16,41,43.5,3.5,MED,STK,Faceted,50,80,PTD,GIA 5423644415,,,N,DD,44636,85,E,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,Y,N,GIA,,,NON-DEMND,44636,KM20FMDBCOOTQ22,,,,,,,,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44631,1.01E+11,44720,Sheel Gems,Sheel Gems,75,1930.64,2574.186667,-45.23007092,1884.18,2512.24,-46.54808511,,4678.106667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<90,<0.29,<120,2512.24,CHK,#N/A,JUNE'22,#N/A, ,4678.106667,Doss
Sale,85,PDO1065660,Y,,A,Z_SOLD_2022,5423644415,GIA,RO,1,0.75,E,SI1,4700,3525,-46,2538,1903.5,-36,3008,2256,EX,VG,EX,NON,NN,NA,NA,NA,63.3,56,5.74,5.79,3.65,1.009,NN,M1,NN,NN,NN,Cloud,,36.5,16,41,43.5,3.5,MED,STK,Faceted,50,80,PTD,GIA 5423644415,,,N,DD,44636,85,E,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,Y,N,GIA,,,NON-DEMND,44636,KM20FMDBCOOTQ22,,,,,,,,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44631,1.01E+11,44720,Sheel Gems,Sheel Gems,75,1930.64,2574.186667,-45.23007092,1884.18,2512.24,-46.54808511,,Sale,0.75-0.79,SI1-SI2,D-F,X,VG,X,XVGXNON,,0.75-0.79,,0.75-0.79ROSI1,NONE,CHK,#VALUE!,<90,0.70-0.89,1903.5,2512.24,-46,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,62.2,56,5.81,5.83,,1.003,NN,NN,NN,NN,NN,Feather,,35.5,15.5,40.8,43,3.5,,,Polished,,,PTD,,,,N,DD,44642,84,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,PCR - DOC & SYSTEM FLOW LEVEL,,,,44642,KM337FMDBCOOTQ21,,,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,,,,,1.01E+11,44636,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,3269.32,4359.093333,-19.27604938,3237.39,4316.52,-20.06444444,,2512.24,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<90,<0.29,<90,4316.52,CHK,#N/A,JUNE'22,#N/A, ,2512.24,Doss
Demand Sale,84,PDO1065776,,,A,Z_SOLD_2022,6421668000,FM,RO,1,0.75,H,VVS1,5400,4050,-21,4266,3199.5,-14,4644,3483,EX,EX,EX,NON,NN,NN,NN,NN,62.2,56,5.81,5.83,,1.003,NN,NN,NN,NN,NN,Feather,,35.5,15.5,40.8,43,3.5,,,Polished,,,PTD,,,,N,DD,44642,84,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,PCR - DOC & SYSTEM FLOW LEVEL,,,,44642,KM337FMDBCOOTQ21,,,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,,,,,1.01E+11,44636,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,3269.32,4359.093333,-19.27604938,3237.39,4316.52,-20.06444444,,Demand Sale,0.75-0.79,IF-VVS2,G-I,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROVVS1,NONH,CHK,#VALUE!,<90,0.70-0.89,3199.5,4316.52,-21,#N/A,JUNE'22,#N/A,old stock,Demand Sale,Doss,NA,62.5,58,5.75,5.79,3.6,1.007,NN,NN,NN,NN,WC1,"Feather, Cloud",-,36,15.5,40.8,43,4,STK,,Faceted,55,80,PTD,GIA 5433403755,Y,Y,N,DD,44705,21,H,VS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,Y,N,Y,N,PCR - DECLARATIVE LEVEL,,,DEMAND,44705,KM145FMTQ22,B22393BLKZBK,AE 130105,DECLARATIVE LEVEL,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,,,,,,1.01E+11,44694,1.01E+11,44721,Diarough N. V.,Diarough Sourcing S. A.,60,2850,3800,-24,2794.87,3726.493333,-25.47013333,,4316.52,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<90,3726.493333,CHK,#N/A,JUNE'22,#N/A, ,4316.52,Doss
Demand Sale,21,PDO1122696,,,A,Z_SOLD_2022,5433403755,GIA,RO,1,0.75,H,VS1,5000,3750,-21,3950,2962.5,,,,EX,EX,EX,NON,NN,NA,NA,NA,62.5,58,5.75,5.79,3.6,1.007,NN,NN,NN,NN,WC1,"Feather, Cloud",-,36,15.5,40.8,43,4,STK,,Faceted,55,80,PTD,GIA 5433403755,Y,Y,N,DD,44705,21,H,VS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,Y,N,Y,N,PCR - DECLARATIVE LEVEL,,,DEMAND,44705,KM145FMTQ22,B22393BLKZBK,AE 130105,DECLARATIVE LEVEL,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,,,,,,1.01E+11,44694,1.01E+11,44721,Diarough N. V.,Diarough Sourcing S. A.,60,2850,3800,-24,2794.87,3726.493333,-25.47013333,,Demand Sale,0.75-0.79,VS1-VS2,G-I,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROVS1,NONH,CHK,#VALUE!,<30,0.70-0.89,2962.5,3726.493333,-21,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,NN,62,56,5.79,5.83,,1.007,NN,NN,NN,NN,NN,"Feather, Crystal",,35,15.5,40.6,42.5,4,,,Polished,,,PTD,,,,N,DD,44555,171,E,VS2,OC1,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44555,KM198FMDBCOOTQ21,,,,,,,,AGGREGATE,UNKNOWN,,,,,,1.01E+11,44546,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,3222.97,4297.293333,-23.26261905,3191.49,4255.32,-24.01214286,,3726.493333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<180,<0.29,<30,4255.32,CHK,#N/A,JUNE'22,#N/A, ,3726.493333,Doss
Demand Sale,171,PDO893306,,,A,Z_SOLD_2022,7411642260,FM,RO,1,0.75,E,VS2,5600,4200,-27,4088,3066,-17,4648,3486,EX,EX,EX,NON,NN,NN,NN,NN,62,56,5.79,5.83,,1.007,NN,NN,NN,NN,NN,"Feather, Crystal",,35,15.5,40.6,42.5,4,,,Polished,,,PTD,,,,N,DD,44555,171,E,VS2,OC1,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44555,KM198FMDBCOOTQ21,,,,,,,,AGGREGATE,UNKNOWN,,,,,,1.01E+11,44546,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,3222.97,4297.293333,-23.26261905,3191.49,4255.32,-24.01214286,,Demand Sale,0.75-0.79,VS1-VS2,D-F,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROVS2,NONE,CHK,#VALUE!,<180,0.70-0.89,3066,4255.32,-27,#N/A,JUNE'22,#N/A,old stock,Demand Sale,Doss,NN,61.9,58,5.8,5.84,,1.007,NN,NN,BT1,NN,NN,Crystal,,34.5,14.5,41,43.5,4,,,Polished,,,PTD,,,,N,DD,44621,105,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,,GIA,,,,44621,KM230FMDBCOOTQ21,,,,,,,,AGGREGATE,UNKNOWN,,,,,,1.01E+11,44615,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,3432.26,4576.346667,-18.27952381,3398.74,4531.653333,-19.07761905,,4255.32,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<120,<0.29,<180,4531.653333,CHK,#N/A,JUNE'22,#N/A, ,4255.32,Doss
Demand Sale,105,PDO975929,,,A,Z_SOLD_2022,7421433250,FM,RO,1,0.75,F,VS1,5600,4200,-36.36,3563.84,2672.88,,,,EX,EX,EX,NON,NN,NN,NN,NN,61.9,58,5.8,5.84,,1.007,NN,NN,BT1,NN,NN,Crystal,,34.5,14.5,41,43.5,4,,,Polished,,,PTD,,,,N,DD,44621,105,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,,GIA,,,,44621,KM230FMDBCOOTQ21,,,,,,,,AGGREGATE,UNKNOWN,,,,,,1.01E+11,44615,1.01E+11,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,3432.26,4576.346667,-18.27952381,3398.74,4531.653333,-19.07761905,,Demand Sale,0.75-0.79,VS1-VS2,D-F,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROVS1,NONF,CHK,#VALUE!,<120,0.70-0.89,2672.88,4531.653333,-36.36,#N/A,JUNE'22,#N/A,old stock,Demand Sale,Doss,NN,62.2,57,5.78,5.83,,1.009,NN,NN,NN,NN,NN,"Cloud, Crystal, Needle, Pinpoint",,34.5,15,41,43.5,4,,,Polished,,,PTD,,,,N,DD,44567,159,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44567,KM262FMDBCOOTQ21,,,,,,,,AGGREGATE,UNKNOWN,,,,,,1.01E+11,44564,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,90,3219.07,4292.093333,-23.35547619,3126.56,4168.746667,-25.55809524,,4531.653333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<180,<0.29,<120,4168.746667,CHK,#N/A,JUNE'22,#N/A, ,4531.653333,Doss
Demand Sale,159,PDO989140,N,,A,Z_SOLD_2022,6415821806,FM,RO,1,0.75,F,VS1,5600,4200,-26,4144,3108,-16,4704,3528,EX,EX,EX,NON,NN,NN,NN,NN,62.2,57,5.78,5.83,,1.009,NN,NN,NN,NN,NN,"Cloud, Crystal, Needle, Pinpoint",,34.5,15,41,43.5,4,,,Polished,,,PTD,,,,N,DD,44567,159,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44567,KM262FMDBCOOTQ21,,,,,,,,AGGREGATE,UNKNOWN,,,,,,1.01E+11,44564,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,90,3219.07,4292.093333,-23.35547619,3126.56,4168.746667,-25.55809524,,Demand Sale,0.75-0.79,VS1-VS2,D-F,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROVS1,NONF,CHK,#VALUE!,<180,0.70-0.89,3108,4168.746667,-26,#N/A,JUNE'22,#N/A,old stock,Demand Sale,Doss,,63.1,55,5.75,5.79,3.64,1.007,,,,,,"Cloud, Needle, Pinpoint",,36.5,16.5,40.6,43,3.5,MED,STK,Faceted,50,75,NON,GIA 7421560797,,,,DD,44714,4,,,,,,,,,,,,,,,,SPIDER,,,,44714,,,,,,,,,,,,,,,,,,,44716,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30,3272.21,4362.946667,-22.0902381,3240.25,4320.333333,-22.85119048,,4168.746667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<180,4320.333333,CHK,#N/A,JUNE'22,#N/A, ,4168.746667,Doss
Demand Sale,4,PTD36561,,,A,Z_SOLD_2022,7421560797,GIA,RO,1,0.75,F,VS1,5600,4200,-25.71,4160.33,3120.25,,,,EX,EX,EX,NON,,,,,63.1,55,5.75,5.79,3.64,1.007,,,,,,"Cloud, Needle, Pinpoint",,36.5,16.5,40.6,43,3.5,MED,STK,Faceted,50,75,NON,GIA 7421560797,,,,DD,44714,4,,,,,,,,,,,,,,,,SPIDER,,,,44714,,,,,,,,,,,,,,,,,,,44716,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30,3272.21,4362.946667,-22.0902381,3240.25,4320.333333,-22.85119048,,Demand Sale,0.75-0.79,VS1-VS2,D-F,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROVS1,NONF,CHK,#VALUE!,<30,0.70-0.89,3120.25,4320.333333,-25.71,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,,62.6,58,5.75,5.79,3.61,1.007,,,,,,"Twinning Wisp, Crystal, Feather",,35.5,15.5,41,43.5,4,MED,STK,Faceted,55,80,NON,GIA 2424551168,,,,DD,44641,6,,,,,,,,,,,,,,,,SUP,,,,44720,,,,,,,,,,,,,,,,,,,44725,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,ZZZZ,2110.94,2814.586667,-23.93009009,2110.94,2814.586667,-23.93009009,,4320.333333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,2814.586667,CHK,#N/A,JUNE'22,#N/A, ,4320.333333,Doss
Sale,6,PTD36594,,,A,Z_SOLD_2022,2424551168,GIA,RO,1,0.75,F,SI2,3700,2775,-25.93,2740.742,2055.56,,,,EX,EX,EX,NON,,,,,62.6,58,5.75,5.79,3.61,1.007,,,,,,"Twinning Wisp, Crystal, Feather",,35.5,15.5,41,43.5,4,MED,STK,Faceted,55,80,NON,GIA 2424551168,,,,DD,44641,6,,,,,,,,,,,,,,,,SUP,,,,44720,,,,,,,,,,,,,,,,,,,44725,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,ZZZZ,2110.94,2814.586667,-23.93009009,2110.94,2814.586667,-23.93009009,,Sale,0.75-0.79,SI1-SI2,D-F,X,X,X,XXXNON,,0.75-0.79,,0.75-0.79ROSI2,NONF,CHK,#VALUE!,<30,0.70-0.89,2055.56,2814.586667,-25.93,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,,62.6,55,5.76,5.78,3.61,1.003,,,,,,"Twinning Wisp, Feather, Etch Channel",,35,16,40.6,43,4,MED,STK,Faceted,50,80,NON,GIA 1437110399,,,,DD,44680,6,,,,,,,,,,,,,,,,SUP,,,,44720,,,,,,,,,,,,,,,,,,,44725,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,ZZZZ,2162.84,2883.786667,-22.05981982,2162.84,2883.786667,-22.05981982,,2814.586667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,2883.786667,CHK,#N/A,JUNE'22,#N/A, ,2814.586667,Doss
Sale,6,PTD36595,,,A,Z_SOLD_2022,1437110399,GIA,RO,1,0.75,F,SI2,3700,2775,-24.06,2809.633,2107.22,,,,EX,EX,EX,FNT,,,,,62.6,55,5.76,5.78,3.61,1.003,,,,,,"Twinning Wisp, Feather, Etch Channel",,35,16,40.6,43,4,MED,STK,Faceted,50,80,NON,GIA 1437110399,,,,DD,44680,6,,,,,,,,,,,,,,,,SUP,,,,44720,,,,,,,,,,,,,,,,,,,44725,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,ZZZZ,2162.84,2883.786667,-22.05981982,2162.84,2883.786667,-22.05981982,,Sale,0.75-0.79,SI1-SI2,D-F,X,X,X,XXXFNT,,0.75-0.79,,0.75-0.79ROSI2,FNTF,CHK,#VALUE!,<30,0.70-0.89,2107.22,2883.786667,-24.06,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,,67.1,65,5.03,5.11,3.37,1.016,,,,,,"Feather, Pinpoint",,,,,,,THK,THK,,,,NON,GIA 5222453741,,,,DD,44701,4,,,,,,,,,,,,,,,,SUP,,,,44722,,,,,,,,,,,,,,,,,,,44725,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,ZZZZ,2194.89,2926.52,-36.38,2194.89,2926.52,-36.38,,2883.786667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,2926.52,CHK,#N/A,JUNE'22,#N/A, ,2883.786667,Doss
Demand Sale,11,PTD36579,,,A,Z_SOLD_2022,7423634155,GIA,PRN,1,0.75,F,VVS1,5000,3750,-29.29,3535.65,2651.74,,,,,EX,EX,NON,,,,,73.6,68,4.87,4.87,3.58,1,,,,,,"Internal Graining, Feather",,,,,,,STK,THK,,,,NON,GIA 7423634155,,,,DD,44634,11,,,,,,,,,,,,,,,,SPIDER,,,,44716,,,,,,,,,,,,,,,,,,,44727,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30,2656.13,3541.506667,-29.16986667,2630.19,3506.92,-29.8616,,Demand Sale,0.75-0.79,IF-VVS2,D-F, ,X,X, XXNON,,0.75-0.79,,0.75-0.79PRNVVS1,NONF,CHK,#VALUE!,<30,0.70-0.89,2651.74,3506.92,-29.29,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,,62.6,57,5.78,5.82,3.63,1.007,,,,,,"Crystal, Cloud, Feather",,33,14,41.6,44.5,4.5,MED,STK,Faceted,45,80,PTD,GIA 2427007263,,,,DD,44576,9,,,,,,,,,,,,,,,,MG,,,,44718,,,,,,,,,,,,,,,,,,,44727,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30,2794.78,3726.373333,-20.71546099,2767.48,3689.973333,-21.48992908,,3506.92,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<30,<0.29,<30,3689.973333,CHK,#N/A,JUNE'22,#N/A, ,3506.92,Doss
