Price per Carat,Size,Colour,Clarity
5525,1,1,6
3570,1,1,7
10797,1,2,0
10368,1,2,1
8960,1,2,2
8580.5,1,2,3
7906,1,2,4
6600,1,2,5
5200,1,2,6
3500,1,2,7
8845,1,3,0
8840,1,3,1
7930,1,3,2
7524,1,3,3
7344,1,3,4
6175,1,3,5
4800,1,3,6
3479,1,3,7
7192,1,4,0
7280,1,4,1
6695,1,4,2
6566,1,4,3
6392,1,4,4
5829,1,4,5
4615,1,4,6
3290,1,4,7
5828,1,5,0
5850,1,5,1
5525,1,5,2
5576,1,5,3
5372,1,5,4
5025,1,5,5
4352,1,5,6
3096,1,5,7
5135,1,6,0
4958,1,6,1
4932,1,6,2
4830,1,6,3
4554,1,6,4
4154,1,6,5
3752,1,6,6
2736,1,6,7
4422,1,7,0
4288,1,7,1
4216,1,7,2
4060,1,7,3
3905,1,7,4
3588,1,7,5
3264,1,7,6
2450,1,7,7
3762,1,8,0
3712.5,1,8,1
3604,1,8,2
3479,1,8,3
3312,1,8,4
3036,1,8,5
2788,1,8,6
2272,1,8,7
3168,1,9,0
3082,1,9,1
2992,1,9,2
2982,1,9,3
2880,1,9,4
2660,1,9,5
2484,1,9,6
1904,1,9,7
13983,1,0,0
12726,1,0,1
11072,1,0,2
9920,1,0,3
9108,1,0,4
7020,1,0,5
5632,1,0,6
3726,1,0,7
12383,1,1,0
11718,1,1,1
10176,1,1,2
9207.5,1,1,3
8448,1,1,4
6825,1,1,5
5525,1,1,6
3570,1,1,7
10797,1,2,0
10368,1,2,1
8960,1,2,2
8580.5,1,2,3
7906,1,2,4
6600,1,2,5
5200,1,2,6
3500,1,2,7
8845,1,3,0
8840,1,3,1
7930,1,3,2
7524,1,3,3
7344,1,3,4
6175,1,3,5
4800,1,3,6
3479,1,3,7
7192,1,4,0
7280,1,4,1
6695,1,4,2
6566,1,4,3
6392,1,4,4
5829,1,4,5
4615,1,4,6
3290,1,4,7
5828,1,5,0
5850,1,5,1
5525,1,5,2
5576,1,5,3
5372,1,5,4
5025,1,5,5
4352,1,5,6
3096,1,5,7
5135,1,6,0
4958,1,6,1
4932,1,6,2
4830,1,6,3
4554,1,6,4
4154,1,6,5
3752,1,6,6
2736,1,6,7
4422,1,7,0
4288,1,7,1
4216,1,7,2
4060,1,7,3
3905,1,7,4
3588,1,7,5
3264,1,7,6
2450,1,7,7
3762,1,8,0
3712.5,1,8,1
3604,1,8,2
3479,1,8,3
3312,1,8,4
3036,1,8,5
2788,1,8,6
2272,1,8,7
3168,1,9,0
3082,1,9,1
2992,1,9,2
2982,1,9,3
2880,1,9,4
2660,1,9,5
2484,1,9,6
1904,1,9,7
13983,1,0,0
12726,1,0,1
11072,1,0,2
9920,1,0,3
9108,1,0,4
7020,1,0,5
5632,1,0,6
3726,1,0,7
12383,1,1,0
11718,1,1,1
10176,1,1,2
9207.5,1,1,3
8448,1,1,4
6825,1,1,5
5525,1,1,6
3570,1,1,7
10797,1,2,0
10368,1,2,1
8960,1,2,2
8580.5,1,2,3
7906,1,2,4
6600,1,2,5
5200,1,2,6
3500,1,2,7
8845,1,3,0
8840,1,3,1
8174,1,3,2
7752,1,3,3
7344,1,3,4
6175,1,3,5
4800,1,3,6
3479,1,3,7
7192,1,4,0
7392,1,4,1
6901,1,4,2
6664,1,4,3
6392,1,4,4
5963,1,4,5
4745,1,4,6
3290,1,4,7
5828,1,5,0
5940,1,5,1
5695,1,5,2
5576,1,5,3
5372,1,5,4
5159,1,5,5
4488,1,5,6
3096,1,5,7
5135,1,6,0
4958,1,6,1
4932,1,6,2
4830,1,6,3
4623,1,6,4
4288,1,6,5
3886,1,6,6
2736,1,6,7
4422,1,7,0
4288,1,7,1
4216,1,7,2
4060,1,7,3
3905,1,7,4
3588,1,7,5
3264,1,7,6
2450,1,7,7
3762,1,8,0
3712.5,1,8,1
3604,1,8,2
3479,1,8,3
3312,1,8,4
3036,1,8,5
2788,1,8,6
2272,1,8,7
3168,1,9,0
3082,1,9,1
2992,1,9,2
2982,1,9,3
2880,1,9,4
2660,1,9,5
2484,1,9,6
1904,1,9,7
14220,1,0,0
12726,1,0,1
11072,1,0,2
9765,1,0,3
9108,1,0,4
7020,1,0,5
5632,1,0,6
3726,1,0,7
12383,1,1,0
11718,1,1,1
10176,1,1,2
9207.5,1,1,3
8448,1,1,4
6825,1,1,5
5525,1,1,6
3570,1,1,7
10797,1,2,0
10368,1,2,1
8960,1,2,2
8580.5,1,2,3
7906,1,2,4
6600,1,2,5
5200,1,2,6
3500,1,2,7
8845,1,3,0
8840,1,3,1
8174,1,3,2
7752,1,3,3
7344,1,3,4
6175,1,3,5
4800,1,3,6
3479,1,3,7
7192,1,4,0
7392,1,4,1
6901,1,4,2
6664,1,4,3
6392,1,4,4
5963,1,4,5
4781.5,1,4,6
3290,1,4,7
5828,1,5,0
5940,1,5,1
5695,1,5,2
5576,1,5,3
5372,1,5,4
5159,1,5,5
4422,1,5,6
3096,1,5,7
5135,1,6,0
4958,1,6,1
4932,1,6,2
4830,1,6,3
4623,1,6,4
4288,1,6,5
3886,1,6,6
2736,1,6,7
4422,1,7,0
4288,1,7,1
4216,1,7,2
4060,1,7,3
3905,1,7,4
3562,1,7,5
3264,1,7,6
2450,1,7,7
3762,1,8,0
3712.5,1,8,1
3604,1,8,2
3479,1,8,3
3312,1,8,4
3036,1,8,5
2788,1,8,6
2272,1,8,7
3168,1,9,0
3082,1,9,1
2992,1,9,2
2982,1,9,3
2880,1,9,4
2660,1,9,5
2484,1,9,6
1904,1,9,7
13746,1,0,0
12221,1,0,1
10553,1,0,2
9300,1,0,3
8487,1,0,4
6696,1,0,5
5544,1,0,6
3888,1,0,7
12078.5,1,1,0
11346,1,1,1
9778.5,1,1,2
8845,1,1,3
8064,1,1,4
6562.5,1,1,5
5440,1,1,6
3646.5,1,1,7
10620,1,2,0
10206,1,2,1
8750,1,2,2
8253,1,2,3
7493,1,2,4
6300,1,2,5
5200,1,2,6
3575,1,2,7
8845,1,3,0
8704,1,3,1
7686,1,3,2
7296,1,3,3
6966,1,3,4
6080,1,3,5
4875,1,3,6
3503.5,1,3,7
7192,1,4,0
7056,1,4,1
6695,1,4,2
6370,1,4,3
6110,1,4,4
5785,1,4,5
4745,1,4,6
3431,1,4,7
5922,1,5,0
5850,1,5,1
5610,1,5,2
5453,1,5,3
5253.5,1,5,4
5082,1,5,5
4323,1,5,6
3246.5,1,5,7
5095.5,1,6,0
4921,1,6,1
4824,1,6,2
4725,1,6,3
4556,1,6,4
4288,1,6,5
3828,1,6,6
2812,1,6,7
4355,1,7,0
4288,1,7,1
4092,1,7,2
3944,1,7,3
3822.5,1,7,4
3510,1,7,5
3216,1,7,6
2520,1,7,7
3705,1,8,0
3630,1,8,1
3551,1,8,2
3381,1,8,3
3197,1,8,4
2992,1,8,5
2747,1,8,6
2304,1,8,7
3168,1,9,0
3082,1,9,1
2948,1,9,2
2856,1,9,3
2760,1,9,4
2584,1,9,5
2412,1,9,6
2016,1,9,7
13746,1,0,0
12221,1,0,1
10553,1,0,2
9300,1,0,3
8487,1,0,4
6696,1,0,5
5544,1,0,6
3888,1,0,7
12078.5,1,1,0
11346,1,1,1
9778.5,1,1,2
8845,1,1,3
8064,1,1,4
6562.5,1,1,5
5440,1,1,6
3646.5,1,1,7
10620,1,2,0
10206,1,2,1
8750,1,2,2
8253,1,2,3
7493,1,2,4
6300,1,2,5
5200,1,2,6
3575,1,2,7
8845,1,3,0
8704,1,3,1
7686,1,3,2
7296,1,3,3
6966,1,3,4
6080,1,3,5
4875,1,3,6
3503.5,1,3,7
7192,1,4,0
7056,1,4,1
6695,1,4,2
6370,1,4,3
6110,1,4,4
5785,1,4,5
4745,1,4,6
3431,1,4,7
5922,1,5,0
5850,1,5,1
5610,1,5,2
5453,1,5,3
5253.5,1,5,4
5082,1,5,5
4323,1,5,6
3246.5,1,5,7
5095.5,1,6,0
4921,1,6,1
4824,1,6,2
4725,1,6,3
4556,1,6,4
4288,1,6,5
3828,1,6,6
2812,1,6,7
4355,1,7,0
4288,1,7,1
4092,1,7,2
3944,1,7,3
3822.5,1,7,4
3510,1,7,5
3216,1,7,6
2520,1,7,7
3705,1,8,0
3630,1,8,1
3551,1,8,2
3381,1,8,3
3197,1,8,4
2992,1,8,5
2747,1,8,6
2304,1,8,7
3168,1,9,0
3082,1,9,1
2948,1,9,2
2856,1,9,3
2760,1,9,4
2584,1,9,5
2412,1,9,6
2016,1,9,7
13746,1,0,0
12221,1,0,1
10553,1,0,2
9300,1,0,3
8487,1,0,4
6696,1,0,5
5544,1,0,6
3888,1,0,7
12078.5,1,1,0
11346,1,1,1
9778.5,1,1,2
8845,1,1,3
8064,1,1,4
6562.5,1,1,5
5440,1,1,6
3646.5,1,1,7
10620,1,2,0
10206,1,2,1
8750,1,2,2
8253,1,2,3
7493,1,2,4
6300,1,2,5
5200,1,2,6
3575,1,2,7
8845,1,3,0
8704,1,3,1
7686,1,3,2
7296,1,3,3
6966,1,3,4
6080,1,3,5
4875,1,3,6
3503.5,1,3,7
7192,1,4,0
7056,1,4,1
6695,1,4,2
6370,1,4,3
6110,1,4,4
5785,1,4,5
4745,1,4,6
3431,1,4,7
5922,1,5,0
5850,1,5,1
5610,1,5,2
5453,1,5,3
5253.5,1,5,4
5082,1,5,5
4323,1,5,6
3246.5,1,5,7
5095.5,1,6,0
4921,1,6,1
4824,1,6,2
4725,1,6,3
4556,1,6,4
4288,1,6,5
3828,1,6,6
2812,1,6,7
4355,1,7,0
4288,1,7,1
4092,1,7,2
3944,1,7,3
3822.5,1,7,4
3510,1,7,5
3216,1,7,6
2520,1,7,7
3705,1,8,0
3630,1,8,1
3551,1,8,2
3381,1,8,3
3197,1,8,4
2992,1,8,5
2747,1,8,6
2304,1,8,7
3168,1,9,0
3082,1,9,1
2948,1,9,2
2856,1,9,3
2760,1,9,4
2584,1,9,5
2412,1,9,6
2016,1,9,7
13746,1,0,0
12221,1,0,1
10553,1,0,2
9300,1,0,3
8487,1,0,4
6696,1,0,5
5544,1,0,6
3888,1,0,7
12078.5,1,1,0
11346,1,1,1
9778.5,1,1,2
8845,1,1,3
8064,1,1,4
6562.5,1,1,5
5440,1,1,6
3646.5,1,1,7
10620,1,2,0
10206,1,2,1
8750,1,2,2
8253,1,2,3
7493,1,2,4
6300,1,2,5
5200,1,2,6
3575,1,2,7
8845,1,3,0
8704,1,3,1
7686,1,3,2
7296,1,3,3
6966,1,3,4
6080,1,3,5
4875,1,3,6
3503.5,1,3,7
7192,1,4,0
7056,1,4,1
6695,1,4,2
6370,1,4,3
6110,1,4,4
5785,1,4,5
4745,1,4,6
3431,1,4,7
5922,1,5,0
5850,1,5,1
5610,1,5,2
5453,1,5,3
5253.5,1,5,4
5082,1,5,5
4323,1,5,6
3246.5,1,5,7
5095.5,1,6,0
4921,1,6,1
4824,1,6,2
4725,1,6,3
4556,1,6,4
4288,1,6,5
3828,1,6,6
2812,1,6,7
4355,1,7,0
4288,1,7,1
4092,1,7,2
3944,1,7,3
3822.5,1,7,4
3510,1,7,5
3216,1,7,6
2520,1,7,7
3705,1,8,0
3630,1,8,1
3551,1,8,2
3381,1,8,3
3197,1,8,4
2992,1,8,5
2747,1,8,6
2304,1,8,7
3168,1,9,0
3082,1,9,1
2948,1,9,2
2856,1,9,3
2760,1,9,4
2584,1,9,5
2412,1,9,6
2016,1,9,7
13509,1,0,0
11918,1,0,1
10380,1,0,2
9145,1,0,3
8280,1,0,4
6588,1,0,5
5456,1,0,6
3888,1,0,7
11977,1,1,0
11160,1,1,1
9619.5,1,1,2
8700,1,1,3
7808,1,1,4
6457.5,1,1,5
5355,1,1,6
3646.5,1,1,7
10620,1,2,0
10125,1,2,1
8750,1,2,2
8253,1,2,3
7493,1,2,4
6250,1,2,5
5120,1,2,6
3575,1,2,7
8845,1,3,0
8432,1,3,1
7625,1,3,2
7239,1,3,3
6912,1,3,4
5890,1,3,5
4800,1,3,6
3503.5,1,3,7
7192,1,4,0
7056,1,4,1
6592,1,4,2
6272,1,4,3
6016,1,4,4
5607,1,4,5
4672,1,4,6
3431,1,4,7
5922,1,5,0
5760,1,5,1
5525,1,5,2
5371,1,5,3
5214,1,5,4
4966.5,1,5,5
4323,1,5,6
3246.5,1,5,7
5056,1,6,0
4847,1,6,1
4752,1,6,2
4655,1,6,3
4455.5,1,6,4
4224,1,6,5
3886,1,6,6
2812,1,6,7
4355,1,7,0
4224,1,7,1
4092,1,7,2
3886,1,7,3
3740,1,7,4
3484,1,7,5
3216,1,7,6
2520,1,7,7
3705,1,8,0
3630,1,8,1
3498,1,8,2
3283,1,8,3
3128,1,8,4
2948,1,8,5
2747,1,8,6
2304,1,8,7
3168,1,9,0
3082,1,9,1
2948,1,9,2
2835,1,9,3
2700,1,9,4
2546,1,9,5
2412,1,9,6
2016,1,9,7
13530,1,0,0
11374,1,0,1
9982,1,0,2
9072,1,0,3
8128,1,0,4
6630,1,0,5
5494,1,0,6
3876,1,0,7
11907,1,1,0
10726,1,1,1
9324,1,1,2
8640,1,1,3
7675.5,1,1,4
6517,1,1,5
5372,1,1,6
3650.5,1,1,7
10477.5,1,2,0
9513,1,2,1
8255,1,2,2
8113,1,2,3
7315,1,2,4
6231,1,2,5
5106,1,2,6
3576,1,2,7
8775,1,3,0
8253,1,3,1
7458,1,3,2
7049,1,3,3
6750,1,3,4
5896,1,3,5
4795,1,3,6
3519,1,3,7
7085,1,4,0
6864,1,4,1
6384,1,4,2
6142.5,1,4,3
5916,1,4,4
5602.5,1,4,5
4723.5,1,4,6
3454,1,4,7
5896,1,5,0
5586,1,5,1
5293,1,5,2
5168,1,5,3
4964,1,5,4
4935,1,5,5
4331,1,5,6
3220,1,5,7
5000.5,1,6,0
4726.5,1,6,1
4656.5,1,6,2
4550,1,6,3
4433,1,6,4
4189,1,6,5
3861,1,6,6
2835,1,6,7
4256,1,7,0
4087,1,7,1
4002,1,7,2
3780,1,7,3
3697.5,1,7,4
3384,1,7,5
3172.5,1,7,6
2541,1,7,7
3657,1,8,0
3544.5,1,8,1
3454.5,1,8,2
3220,1,8,3
3074.5,1,8,4
2890.5,1,8,5
2698,1,8,6
2325,1,8,7
3105,1,9,0
2988.5,1,9,1
2890.5,1,9,2
2788.5,1,9,3
2664,1,9,4
2502.5,1,9,5
2409,1,9,6
2028,1,9,7
13970,1,0,0
11468,1,0,1
9982,1,0,2
9072,1,0,3
8128,1,0,4
6630,1,0,5
5453,1,0,6
3901.5,1,0,7
11907,1,1,0
10726,1,1,1
9324,1,1,2
8505,1,1,3
7556.5,1,1,4
6468,1,1,5
5332.5,1,1,6
3675,1,1,7
10477.5,1,2,0
9664,1,2,1
8320,1,2,2
7869,1,2,3
7205,1,2,4
6045,1,2,5
4995,1,2,6
3576,1,2,7
8775,1,3,0
8253,1,3,1
7458,1,3,2
6996,1,3,3
6600,1,3,4
5720,1,3,5
4690,1,3,6
3496,1,3,7
7085,1,4,0
6708,1,4,1
6336,1,4,2
6051.5,1,4,3
5829,1,4,4
5561,1,4,5
4589.5,1,4,6
3410,1,4,7
5896,1,5,0
5628,1,5,1
5332.5,1,5,2
5130,1,5,3
4964,1,5,4
4760,1,5,5
4300.5,1,5,6
3200,1,5,7
4927.5,1,6,0
4692,1,6,1
4589.5,1,6,2
4420,1,6,3
4216,1,6,4
4071,1,6,5
3753,1,6,6
2835,1,6,7
4288,1,7,0
4117.5,1,7,1
3973,1,7,2
3753,1,7,3
3570,1,7,4
3336,1,7,5
3127.5,1,7,6
2541,1,7,7
3577.5,1,8,0
3468,1,8,1
3381,1,8,2
3105,1,8,3
2924,1,8,4
2870,1,8,5
2679,1,8,6
2310,1,8,7
3015,1,9,0
2902.5,1,9,1
2829,1,9,2
2613,1,9,3
2497.5,1,9,4
2450,1,9,5
2343,1,9,6
2015,1,9,7
13970,1,0,0
11750,1,0,1
10143,1,0,2
9216,1,0,3
8256,1,0,4
6579,1,0,5
5412,1,0,6
4054.5,1,0,7
11812.5,1,1,0
10812.5,1,1,1
9398,1,1,2
8505,1,1,3
7616,1,1,4
6419,1,1,5
5293,1,1,6
3825,1,1,7
10477.5,1,2,0
9664,1,2,1
8450,1,2,2
7869,1,2,3
7205,1,2,4
6045,1,2,5
4987.5,1,2,6
3601.5,1,2,7
8775,1,3,0
8253,1,3,1
7458,1,3,2
7208,1,3,3
6800,1,3,4
5720,1,3,5
4788,1,3,6
3525,1,3,7
7085,1,4,0
6812,1,4,1
6336,1,4,2
6233.5,1,4,3
6072,1,4,4
5544,1,4,5
4657.5,1,4,6
3442.5,1,4,7
5896,1,5,0
5628,1,5,1
5400,1,5,2
5197.5,1,5,3
5032,1,5,4
4757,1,5,5
4378.5,1,5,6
3280,1,5,7
4891,1,6,0
4692,1,6,1
4589.5,1,6,2
4420,1,6,3
4216,1,6,4
4012,1,6,5
3795,1,6,6
2880,1,6,7
4288,1,7,0
4117.5,1,7,1
3944,1,7,2
3726,1,7,3
3570,1,7,4
3312,1,7,5
3127.5,1,7,6
2508,1,7,7
3551,1,8,0
3468,1,8,1
3356.5,1,8,2
3105,1,8,3
2924,1,8,4
2829,1,8,5
2660,1,8,6
2310,1,8,7
3015,1,9,0
2881,1,9,1
2788,1,9,2
2613,1,9,3
2497.5,1,9,4
2415,1,9,5
2310,1,9,6
2002,1,9,7
14080,1,0,0
12032,1,0,1
10304,1,0,2
9288,1,0,3
8320,1,0,4
6630,1,0,5
5412,1,0,6
4054.5,1,0,7
12001.5,1,1,0
10985.5,1,1,1
9472,1,1,2
8640,1,1,3
7675.5,1,1,4
6468,1,1,5
5293,1,1,6
3825,1,1,7
10642.5,1,2,0
9815,1,2,1
8580,1,2,2
7991,1,2,3
7260,1,2,4
6045,1,2,5
4987.5,1,2,6
3601.5,1,2,7
8842.5,1,3,0
8316,1,3,1
7514.5,1,3,2
7155,1,3,3
6750,1,3,4
5720,1,3,5
4788,1,3,6
3525,1,3,7
7085,1,4,0
6812,1,4,1
6336,1,4,2
6188,1,4,3
6028,1,4,4
5544,1,4,5
4623,1,4,6
3442.5,1,4,7
5896,1,5,0
5628,1,5,1
5400,1,5,2
5197.5,1,5,3
5032,1,5,4
4757,1,5,5
4378.5,1,5,6
3280,1,5,7
4891,1,6,0
4692,1,6,1
4589.5,1,6,2
4420,1,6,3
4216,1,6,4
4012,1,6,5
3795,1,6,6
2880,1,6,7
4288,1,7,0
4087,1,7,1
3915,1,7,2
3699,1,7,3
3544.5,1,7,4
3264,1,7,5
3082.5,1,7,6
2508,1,7,7
3551,1,8,0
3468,1,8,1
3332,1,8,2
3105,1,8,3
2902.5,1,8,4
2788,1,8,5
2622,1,8,6
2310,1,8,7
3015,1,9,0
2881,1,9,1
2788,1,9,2
2613,1,9,3
2479,1,9,4
2380,1,9,5
2277,1,9,6
2002,1,9,7
13860,1,0,0
12032,1,0,1
10304,1,0,2
9288,1,0,3
8320,1,0,4
6630,1,0,5
5412,1,0,6
4054.5,1,0,7
11718,1,1,0
10985.5,1,1,1
9472,1,1,2
8640,1,1,3
7675.5,1,1,4
6468,1,1,5
5293,1,1,6
3825,1,1,7
10642.5,1,2,0
9966,1,2,1
8580,1,2,2
7930,1,2,3
7260,1,2,4
6045,1,2,5
4950,1,2,6
3601.5,1,2,7
8842.5,1,3,0
8316,1,3,1
7514.5,1,3,2
7155,1,3,3
6750,1,3,4
5808,1,3,5
4824,1,3,6
3525,1,3,7
7085,1,4,0
6760,1,4,1
6336,1,4,2
6188,1,4,3
6072,1,4,4
5544,1,4,5
4623,1,4,6
3442.5,1,4,7
5984,1,5,0
5712,1,5,1
5440,1,5,2
5236,1,5,3
5032,1,5,4
4686,1,5,5
4347,1,5,6
3280,1,5,7
4891,1,6,0
4692,1,6,1
4556,1,6,2
4420,1,6,3
4216,1,6,4
4012,1,6,5
3795,1,6,6
2880,1,6,7
4288,1,7,0
4148,1,7,1
3944,1,7,2
3726,1,7,3
3544.5,1,7,4
3264,1,7,5
3082.5,1,7,6
2508,1,7,7
3551,1,8,0
3468,1,8,1
3332,1,8,2
3105,1,8,3
2902.5,1,8,4
2788,1,8,5
2622,1,8,6
2310,1,8,7
3015,1,9,0
2881,1,9,1
2788,1,9,2
2613,1,9,3
2479,1,9,4
2380,1,9,5
2244,1,9,6
2002,1,9,7
13970,1,0,0
12032,1,0,1
10304,1,0,2
9288,1,0,3
8320,1,0,4
6528,1,0,5
5371,1,0,6
4054.5,1,0,7
11718,1,1,0
10985.5,1,1,1
9472,1,1,2
8775,1,1,3
7735,1,1,4
6468,1,1,5
5293,1,1,6
3825,1,1,7
10642.5,1,2,0
9966,1,2,1
8710,1,2,2
8052,1,2,3
7260,1,2,4
6045,1,2,5
4950,1,2,6
3601.5,1,2,7
8842.5,1,3,0
8316,1,3,1
7514.5,1,3,2
7155,1,3,3
6750,1,3,4
5808,1,3,5
4752,1,3,6
3525,1,3,7
7085,1,4,0
6760,1,4,1
6336,1,4,2
6188,1,4,3
6072,1,4,4
5544,1,4,5
4623,1,4,6
3442.5,1,4,7
5984,1,5,0
5712,1,5,1
5360,1,5,2
5159,1,5,3
5032,1,5,4
4686,1,5,5
4347,1,5,6
3280,1,5,7
4891,1,6,0
4692,1,6,1
4556,1,6,2
4420,1,6,3
4216,1,6,4
4012,1,6,5
3795,1,6,6
2880,1,6,7
4288,1,7,0
4148,1,7,1
3944,1,7,2
3672,1,7,3
3519,1,7,4
3264,1,7,5
3082.5,1,7,6
2508,1,7,7
3551,1,8,0
3468,1,8,1
3332,1,8,2
3059,1,8,3
2924,1,8,4
2808.5,1,8,5
2622,1,8,6
2310,1,8,7
3015,1,9,0
2881,1,9,1
2747,1,9,2
2613,1,9,3
2479,1,9,4
2380,1,9,5
2244,1,9,6
2002,1,9,7
14414.5,1,0,0
12610,1,0,1
10790,1,0,2
9620,1,0,3
8712,1,0,4
6825,1,0,5
5460,1,0,6
4081,1,0,7
12480,1,1,0
11570,1,1,1
10032,1,1,2
9174,1,1,3
7995,1,1,4
6666,1,1,5
5427,1,1,6
3927,1,1,7
10965,1,2,0
10608,1,2,1
9246,1,2,2
8442,1,2,3
7458,1,2,4
6240,1,2,5
5082,1,2,6
3773,1,2,7
9313,1,3,0
8710,1,3,1
7888,1,3,2
7412,1,3,3
7004,1,3,4
6006,1,3,5
4884,1,3,6
3619,1,3,7
7280,1,4,0
7062,1,4,1
6732,1,4,2
6392,1,4,3
6210,1,4,4
5610,1,4,5
4757,1,4,6
3465,1,4,7
6188,1,5,0
5916,1,5,1
5412,1,5,2
5372,1,5,3
5244,1,5,4
4891,1,5,5
4485,1,5,6
3403,1,5,7
5100,1,6,0
4896,1,6,1
4761,1,6,2
4623,1,6,3
4352,1,6,4
4148,1,6,5
3933,1,6,6
2988,1,6,7
4352,1,7,0
4148,1,7,1
3944,1,7,2
3808,1,7,3
3657,1,7,4
3381,1,7,5
3174,1,7,6
2574,1,7,7
3740,1,8,0
3604,1,8,1
3400,1,8,2
3149,1,8,3
3036,1,8,4
2919,1,8,5
2730,1,8,6
2340,1,8,7
3082,1,9,0
2904,1,9,1
2814,1,9,2
2680,1,9,3
2546,1,9,4
2412,1,9,5
2244,1,9,6
2080,1,9,7
14301,1,0,0
12610,1,0,1
10956,1,0,2
9768,1,0,3
8712,1,0,4
6825,1,0,5
5460,1,0,6
4081,1,0,7
12675,1,1,0
11570,1,1,1
10032,1,1,2
9174,1,1,3
7995,1,1,4
6565,1,1,5
5427,1,1,6
3927,1,1,7
10965,1,2,0
10608,1,2,1
9112,1,2,2
8316,1,2,3
7458,1,2,4
6240,1,2,5
5005,1,2,6
3773,1,2,7
9313,1,3,0
8710,1,3,1
7772,1,3,2
7412,1,3,3
7004,1,3,4
6006,1,3,5
4884,1,3,6
3619,1,3,7
7280,1,4,0
7062,1,4,1
6732,1,4,2
6392,1,4,3
6120,1,4,4
5610,1,4,5
4757,1,4,6
3465,1,4,7
6188,1,5,0
5916,1,5,1
5494,1,5,2
5372,1,5,3
5244,1,5,4
4891,1,5,5
4485,1,5,6
3403,1,5,7
5100,1,6,0
4896,1,6,1
4692,1,6,2
4556,1,6,3
4352,1,6,4
4148,1,6,5
3933,1,6,6
3024,1,6,7
4352,1,7,0
4148,1,7,1
3944,1,7,2
3808,1,7,3
3657,1,7,4
3381,1,7,5
3174,1,7,6
2574,1,7,7
3740,1,8,0
3551,1,8,1
3350,1,8,2
3149,1,8,3
3036,1,8,4
2898,1,8,5
2691,1,8,6
2340,1,8,7
3082,1,9,0
2904,1,9,1
2814,1,9,2
2680,1,9,3
2546,1,9,4
2376,1,9,5
2210,1,9,6
2080,1,9,7
15209,1,0,0
13192,1,0,1
11620,1,0,2
10212,1,0,3
9108,1,0,4
6930,1,0,5
5544,1,0,6
4134,1,0,7
13065,1,1,0
12104,1,1,1
10336,1,1,2
9452,1,1,3
8364,1,1,4
6767,1,1,5
5508,1,1,6
3978,1,1,7
11390,1,2,0
10920,1,2,1
9380,1,2,2
8568,1,2,3
7684,1,2,4
6432,1,2,5
5159,1,2,6
3773,1,2,7
9174,1,3,0
8710,1,3,1
7656,1,3,2
7521,1,3,3
7107,1,3,4
6279,1,3,5
5106,1,3,6
3666,1,3,7
7504,1,4,0
7276,1,4,1
6930,1,4,2
6580,1,4,3
6300,1,4,4
5695,1,4,5
4757,1,4,6
3510,1,4,7
6188,1,5,0
6003,1,5,1
5658,1,5,2
5530,1,5,3
5320,1,5,4
5146.5,1,5,5
4615,1,5,6
3403,1,5,7
5250,1,6,0
5040,1,6,1
4830,1,6,2
4623,1,6,3
4480,1,6,4
4148,1,6,5
3876,1,6,6
2952,1,6,7
4352,1,7,0
4148,1,7,1
3944,1,7,2
3864,1,7,3
3710,1,7,4
3381,1,7,5
3128,1,7,6
2640,1,7,7
3850,1,8,0
3657,1,8,1
3450,1,8,2
3243,1,8,3
3124,1,8,4
2814,1,8,5
2613,1,8,6
2400,1,8,7
3128,1,9,0
2992,1,9,1
2898,1,9,2
2760,1,9,3
2622,1,9,4
2340,1,9,5
2142,1,9,6
2106,1,9,7
15209,1,0,0
13386,1,0,1
11620,1,0,2
10212,1,0,3
9108,1,0,4
6930,1,0,5
5655,1,0,6
3975,1,0,7
13065,1,1,0
12104,1,1,1
10336,1,1,2
9452,1,1,3
8364,1,1,4
6767,1,1,5
5508,1,1,6
3825,1,1,7
11390,1,2,0
11050.5,1,2,1
9522,1,2,2
8568,1,2,3
7684,1,2,4
6432,1,2,5
5159,1,2,6
3675,1,2,7
9174,1,3,0
8778,1,3,1
7735,1,3,2
7548,1,3,3
7004,1,3,4
6279,1,3,5
5106,1,3,6
3525,1,3,7
7590,1,4,0
7452,1,4,1
7140,1,4,2
6790,1,4,3
6440,1,4,4
5780,1,4,5
4757,1,4,6
3375,1,4,7
6298,1,5,0
6141,1,5,1
5780,1,5,2
5740,1,5,3
5421,1,5,4
5212.5,1,5,5
4582.5,1,5,6
3116,1,5,7
5343,1,6,0
5106,1,6,1
4899,1,6,2
4692,1,6,3
4480,1,6,4
4209,1,6,5
3933,1,6,6
2772,1,6,7
4488,1,7,0
4284,1,7,1
4071,1,7,2
3892,1,7,3
3763,1,7,4
3430,1,7,5
3174,1,7,6
2508,1,7,7
3933,1,8,0
3726,1,8,1
3475,1,8,2
3266.5,1,8,3
3124,1,8,4
2856,1,8,5
2730,1,8,6
2250,1,8,7
3234,1,9,0
3059,1,9,1
2924,1,9,2
2760,1,9,3
2622,1,9,4
2376,1,9,5
2210,1,9,6
2002,1,9,7
15209,1,0,0
13800,1,0,1
11970,1,0,2
10488,1,0,3
9108,1,0,4
6930,1,0,5
5655,1,0,6
3975,1,0,7
13400,1,1,0
12444,1,1,1
10676,1,1,2
9724,1,1,3
8364,1,1,4
6767,1,1,5
