Price per Carat,Size,Colour,Clarity
2128,0,9,5
1876,0,9,6
1776,0,9,7
13300,0,0,0
9648,0,0,1
8568,0,0,2
7492.5,0,0,3
6468,0,0,4
5040,0,0,5
4225,0,0,6
3105,0,0,7
9045,0,1,0
8375,0,1,1
7425,0,1,2
7004,0,1,3
6188,0,1,4
4940,0,1,5
3968,0,1,6
2988.5,0,1,7
7965,0,2,0
7616,0,2,1
6936,0,2,2
6576,0,2,3
5950,0,2,4
4635.5,0,2,5
3894,0,2,6
2911,0,2,7
6700,0,3,0
6365,0,3,1
5984,0,3,2
5880,0,3,3
5530,0,3,4
4554,0,3,5
3752,0,3,6
2749.5,0,3,7
5460,0,4,0
5372,0,4,1
5168,0,4,2
5106,0,4,3
4896,0,4,4
4221,0,4,5
3604,0,4,6
2627,0,4,7
4473,0,5,0
4321.5,0,5,1
4257.5,0,5,2
4063.5,0,5,3
3934.5,0,5,4
3712,0,5,5
3087,0,5,6
2343,0,5,7
3904,0,6,0
3776,0,6,1
3648,0,6,2
3520,0,6,3
3392,0,6,4
3185,0,6,5
2992.5,0,6,6
2232,0,6,7
3250,0,7,0
3144,0,7,1
3082,0,7,2
2904,0,7,3
2814,0,7,4
2680,0,7,5
2394,0,7,6
2088,0,7,7
3013,0,8,0
2860,0,8,1
2730,0,8,2
2600,0,8,3
2470,0,8,4
2275,0,8,5
2145,0,8,6
1971,0,8,7
2665,0,9,0
2535,0,9,1
2405,0,9,2
2275,0,9,3
2176,0,9,4
2080,0,9,5
1820,0,9,6
1776,0,9,7
13300,0,0,0
9792,0,0,1
8820,0,0,2
7770,0,0,3
6860,0,0,4
5120,0,0,5
4290,0,0,6
3150,0,0,7
9315,0,1,0
8625,0,1,1
7700,0,1,2
7107,0,1,3
6370,0,1,4
4864,0,1,5
3968,0,1,6
2988.5,0,1,7
8142,0,2,0
7840,0,2,1
7140,0,2,2
6720,0,2,3
5950,0,2,4
4562.5,0,2,5
3835,0,2,6
2911,0,2,7
6900,0,3,0
6555,0,3,1
6160,0,3,2
5880,0,3,3
5530,0,3,4
4450.5,0,3,5
3696,0,3,6
2749.5,0,3,7
5502,0,4,0
5451,0,4,1
5320,0,4,2
5217,0,4,3
5004,0,4,4
4126.5,0,4,5
3657,0,4,6
2627,0,4,7
4579.5,0,5,0
4355,0,5,1
4127.5,0,5,2
4032,0,5,3
3965,0,5,4
3712,0,5,5
3087,0,5,6
2343,0,5,7
3904,0,6,0
3776,0,6,1
3648,0,6,2
3520,0,6,3
3392,0,6,4
3087,0,6,5
2970,0,6,6
2232,0,6,7
3200,0,7,0
3144,0,7,1
3082,0,7,2
2904,0,7,3
2772,0,7,4
2680,0,7,5
2340,0,7,6
2088,0,7,7
2990,0,8,0
2860,0,8,1
2730,0,8,2
2600,0,8,3
2432,0,8,4
2240,0,8,5
2112,0,8,6
1971,0,8,7
2624,0,9,0
2515.5,0,9,1
2368,0,9,2
2240,0,9,3
2142,0,9,4
2080,0,9,5
1820,0,9,6
1776,0,9,7
13720,0,0,0
10360,0,0,1
9100,0,0,2
7980,0,0,3
7070,0,0,4
5412,0,0,5
4422,0,0,6
3195,0,0,7
9730,0,1,0
9030,0,1,1
8050,0,1,2
7420,0,1,3
6580,0,1,4
5070,0,1,5
4160,0,1,6
2988.5,0,1,7
8540,0,2,0
8165,0,2,1
7455,0,2,2
7029,0,2,3
6248,0,2,4
4950,0,2,5
3965,0,2,6
2952,0,2,7
7210,0,3,0
6958,0,3,1
6461,0,3,2
6090,0,3,3
5589,0,3,4
4686,0,3,5
3828,0,3,6
2847,0,3,7
5698.5,0,4,0
5589,0,4,1
5460,0,4,2
5396,0,4,3
5110,0,4,4
4322.5,0,4,5
3685,0,4,6
2627,0,4,7
4644,0,5,0
4485,0,5,1
4257,0,5,2
4096,0,5,3
3934.5,0,5,4
3712,0,5,5
3150,0,5,6
2343,0,5,7
4030,0,6,0
3835,0,6,1
3705,0,6,2
3520,0,6,3
3392,0,6,4
3136,0,6,5
2925,0,6,6
2232,0,6,7
3264,0,7,0
3168,0,7,1
3082,0,7,2
2992,0,7,3
2856,0,7,4
2680,0,7,5
2304,0,7,6
2088,0,7,7
3055,0,8,0
2904,0,8,1
2772,0,8,2
2640,0,8,3
2489,0,8,4
2275,0,8,5
2112,0,8,6
1971,0,8,7
2624,0,9,0
2535,0,9,1
2405,0,9,2
2275,0,9,3
2193,0,9,4
2080,0,9,5
1820,0,9,6
1776,0,9,7
13720,0,0,0
10360,0,0,1
9100,0,0,2
7866,0,0,3
7070,0,0,4
5330,0,0,5
4422,0,0,6
3195,0,0,7
9730,0,1,0
9030,0,1,1
8050,0,1,2
7420,0,1,3
6580,0,1,4
4992,0,1,5
4032,0,1,6
2988.5,0,1,7
8540,0,2,0
8050,0,2,1
7350,0,2,2
6930,0,2,3
6248,0,2,4
4875,0,2,5
3904,0,2,6
2911,0,2,7
7210,0,3,0
6860,0,3,1
6370,0,3,2
6090,0,3,3
5589,0,3,4
4615,0,3,5
3712,0,3,6
2808,0,3,7
5829,0,4,0
5589,0,4,1
5460,0,4,2
5320,0,4,3
5037,0,4,4
4322.5,0,4,5
3630,0,4,6
2590,0,4,7
4608,0,5,0
4416,0,5,1
4158,0,5,2
4032,0,5,3
3843,0,5,4
3654,0,5,5
3050,0,5,6
2343,0,5,7
3968,0,6,0
3776,0,6,1
3648,0,6,2
3465,0,6,3
3339,0,6,4
3087,0,6,5
2880,0,6,6
2232,0,6,7
3264,0,7,0
3120,0,7,1
3082,0,7,2
2948,0,7,3
2814,0,7,4
2640,0,7,5
2304,0,7,6
2146,0,7,7
3055,0,8,0
2860,0,8,1
2730,0,8,2
2600,0,8,3
2451,0,8,4
2257.5,0,8,5
2079,0,8,6
1998,0,8,7
2624,0,9,0
2515.5,0,9,1
2386.5,0,9,2
2240,0,9,3
2142,0,9,4
2048,0,9,5
1820,0,9,6
1776,0,9,7
13720,0,0,0
10360,0,0,1
9100,0,0,2
7752,0,0,3
7070,0,0,4
5494,0,0,5
4489,0,0,6
3150,0,0,7
9869,0,1,0
9288,0,1,1
8050,0,1,2
7420,0,1,3
6580,0,1,4
5148,0,1,5
4224,0,1,6
3053,0,1,7
8540,0,2,0
8280,0,2,1
7350,0,2,2
6930,0,2,3
6248,0,2,4
5025,0,2,5
4148,0,2,6
2911,0,2,7
7004,0,3,0
6958,0,3,1
6552,0,3,2
6307.5,0,3,3
5751,0,3,4
4757,0,3,5
3886,0,3,6
2808,0,3,7
6003,0,4,0
5751,0,4,1
5382,0,4,2
5168,0,4,3
5110,0,4,4
4452.5,0,4,5
3740,0,4,6
2664,0,4,7
4752,0,5,0
4416,0,5,1
4257,0,5,2
4224,0,5,3
4087,0,5,4
3770,0,5,5
3250,0,5,6
2409,0,5,7
4030,0,6,0
3894,0,6,1
3762,0,6,2
3630,0,6,3
3445,0,6,4
3136,0,6,5
2835,0,6,6
2201,0,6,7
3366,0,7,0
3144,0,7,1
3128,0,7,2
3080,0,7,3
2856,0,7,4
2680,0,7,5
2340,0,7,6
2146,0,7,7
3149,0,8,0
2948,0,8,1
2772,0,8,2
2680,0,8,3
2432,0,8,4
2345,0,8,5
2079,0,8,6
1998,0,8,7
2706,0,9,0
2574,0,9,1
2442,0,9,2
2310,0,9,3
2176,0,9,4
2112,0,9,5
1876,0,9,6
1824,0,9,7
13720,0,0,0
10360,0,0,1
9100,0,0,2
7752,0,0,3
7070,0,0,4
5494,0,0,5
4623,0,0,6
3150,0,0,7
9869,0,1,0
9288,0,1,1
8050,0,1,2
7420,0,1,3
6580,0,1,4
5226,0,1,5
4352,0,1,6
3053,0,1,7
8540,0,2,0
8280,0,2,1
7455,0,2,2
6930,0,2,3
6248,0,2,4
5025,0,2,5
4148,0,2,6
2911,0,2,7
7102,0,3,0
7000,0,3,1
6674,0,3,2
6435,0,3,3
5751,0,3,4
4757,0,3,5
3886,0,3,6
2808,0,3,7
6052,0,4,0
5838,0,4,1
5589,0,4,2
5460,0,4,3
5110,0,4,4
4452.5,0,4,5
3740,0,4,6
2664,0,4,7
4837.5,0,5,0
4536,0,5,1
4485,0,5,2
4356,0,5,3
4221,0,5,4
3828,0,5,5
3250,0,5,6
2409,0,5,7
4160,0,6,0
4026,0,6,1
3828,0,6,2
3685,0,6,3
3445,0,6,4
3136,0,6,5
2835,0,6,6
2201,0,6,7
3445,0,7,0
3300,0,7,1
3168,0,7,2
3105,0,7,3
2924,0,7,4
2720,0,7,5
2412,0,7,6
2146,0,7,7
3149,0,8,0
2948,0,8,1
2772,0,8,2
2720,0,8,3
2508,0,8,4
2380,0,8,5
2079,0,8,6
1998,0,8,7
2706,0,9,0
2652,0,9,1
2479,0,9,2
2345,0,9,3
2244,0,9,4
2112,0,9,5
1876,0,9,6
1824,0,9,7
13720,0,0,0
10360,0,0,1
9100,0,0,2
7956,0,0,3
7280,0,0,4
5494,0,0,5
4623,0,0,6
3150,0,0,7
9869,0,1,0
9288,0,1,1
8260,0,1,2
7630,0,1,3
6790,0,1,4
5226,0,1,5
4352,0,1,6
3053,0,1,7
8750,0,2,0
8496,0,2,1
7668,0,2,2
7140,0,2,3
6461,0,2,4
5025,0,2,5
4148,0,2,6
2911,0,2,7
7303,0,3,0
7210,0,3,1
6887,0,3,2
6649.5,0,3,3
5964,0,3,4
4757,0,3,5
3886,0,3,6
2808,0,3,7
6256,0,4,0
6046.5,0,4,1
5727,0,4,2
5600,0,4,3
5250,0,4,4
4452.5,0,4,5
3740,0,4,6
2664,0,4,7
4837.5,0,5,0
4536,0,5,1
4485,0,5,2
4356,0,5,3
4221,0,5,4
3828,0,5,5
3250,0,5,6
2409,0,5,7
4160,0,6,0
4026,0,6,1
3828,0,6,2
3685,0,6,3
3445,0,6,4
3136,0,6,5
2835,0,6,6
2201,0,6,7
3445,0,7,0
3300,0,7,1
3168,0,7,2
3105,0,7,3
2924,0,7,4
2720,0,7,5
2412,0,7,6
2146,0,7,7
3149,0,8,0
2948,0,8,1
2772,0,8,2
2720,0,8,3
2508,0,8,4
2380,0,8,5
2079,0,8,6
1998,0,8,7
2706,0,9,0
2652,0,9,1
2479,0,9,2
2345,0,9,3
2244,0,9,4
2112,0,9,5
1876,0,9,6
1824,0,9,7
13524,0,0,0
10508,0,0,1
9100,0,0,2
8190,0,0,3
7384,0,0,4
5576,0,0,5
4623,0,0,6
3240,0,0,7
9730,0,1,0
9159,0,1,1
8260,0,1,2
7630,0,1,3
6887,0,1,4
5304,0,1,5
4480,0,1,6
3096,0,1,7
8875,0,2,0
8614,0,2,1
7884,0,2,2
7344,0,2,3
6552,0,2,4
5100,0,2,5
4270,0,2,6
2911,0,2,7
7412,0,3,0
7313,0,3,1
7081,0,3,2
6603,0,3,3
5964,0,3,4
4686,0,3,5
3828,0,3,6
2808,0,3,7
6348,0,4,0
6177,0,4,1
5893,0,4,2
5680,0,4,3
5400,0,4,4
4452.5,0,4,5
3740,0,4,6
2664,0,4,7
4950,0,5,0
4824,0,5,1
4761,0,5,2
4488,0,5,3
4410,0,5,4
3886,0,5,5
3350,0,5,6
2409,0,5,7
4288,0,6,0
4148,0,6,1
3944,0,6,2
3795,0,6,3
3604,0,6,4
3234,0,6,5
2880,0,6,6
2201,0,6,7
3551,0,7,0
3500,0,7,1
3408,0,7,2
3195,0,7,3
3010,0,7,4
2680,0,7,5
2412,0,7,6
2146,0,7,7
3196,0,8,0
2992,0,8,1
2856,0,8,2
2800,0,8,3
2546,0,8,4
2415,0,8,5
2178,0,8,6
1998,0,8,7
2788,0,9,0
2652,0,9,1
2516,0,9,2
2415,0,9,3
2312,0,9,4
2176,0,9,5
1904,0,9,6
1824,0,9,7
13524,0,0,0
10792,0,0,1
9100,0,0,2
8190,0,0,3
7488,0,0,4
5796,0,0,5
4830,0,0,6
3312,0,0,7
10153,0,1,0
9504,0,1,1
8400,0,1,2
7810,0,1,3
6958,0,1,4
5520,0,1,5
4686,0,1,6
3256,0,1,7
9159,0,2,0
8906,0,2,1
7992,0,2,2
7455,0,2,3
6603,0,2,4
5320,0,2,5
4410,0,2,6
3108,0,2,7
7700,0,3,0
7455,0,3,1
7200,0,3,2
7008,0,3,3
6264,0,3,4
4752,0,3,5
3894,0,3,6
3000,0,3,7
6486,0,4,0
6300,0,4,1
6106,0,4,2
5986,0,4,3
5621,0,4,4
4556,0,4,5
3752,0,4,6
2850,0,4,7
5082,0,5,0
5032,0,5,1
4899,0,5,2
4692,0,5,3
4550,0,5,4
4080,0,5,5
3468,0,5,6
2584,0,5,7
4352,0,6,0
4209,0,6,1
4060,0,6,2
3850,0,6,3
3657,0,6,4
3332,0,6,5
2970,0,6,6
2170,0,6,7
3551,0,7,0
3500,0,7,1
3360,0,7,2
3150,0,7,3
3010,0,7,4
2720,0,7,5
2448,0,7,6
2146,0,7,7
3196,0,8,0
3080,0,8,1
2940,0,8,2
2800,0,8,3
2622,0,8,4
2450,0,8,5
2211,0,8,6
1998,0,8,7
2706,0,9,0
2652,0,9,1
2516,0,9,2
2415,0,9,3
2312,0,9,4
2176,0,9,5
1876,0,9,6
1824,0,9,7
13524,0,0,0
11076,0,0,1
9380,0,0,2
8520,0,0,3
7704,0,0,4
5964,0,0,5
4830,0,0,6
3450,0,0,7
10508,0,1,0
9792,0,1,1
8680,0,1,2
7952,0,1,3
7100,0,1,4
5520,0,1,5
4686,0,1,6
3344,0,1,7
9443,0,2,0
9198,0,2,1
8208,0,2,2
7776,0,2,3
6745,0,2,4
5320,0,2,5
4410,0,2,6
3108,0,2,7
7910,0,3,0
7776,0,3,1
7416,0,3,2
7227,0,3,3
6480,0,3,4
4824,0,3,5
3894,0,3,6
3000,0,3,7
6693,0,4,0
6603,0,4,1
6319,0,4,2
6205,0,4,3
5840,0,4,4
4556,0,4,5
3752,0,4,6
2850,0,4,7
5159,0,5,0
5032,0,5,1
4899,0,5,2
4692,0,5,3
4550,0,5,4
4080,0,5,5
3468,0,5,6
2584,0,5,7
4352,0,6,0
4209,0,6,1
4060,0,6,2
3850,0,6,3
3657,0,6,4
3332,0,6,5
2970,0,6,6
2170,0,6,7
3604,0,7,0
3500,0,7,1
3432,0,7,2
3240,0,7,3
3053,0,7,4
2800,0,7,5
2448,0,7,6
2146,0,7,7
3196,0,8,0
3080,0,8,1
2982,0,8,2
2880,0,8,3
2622,0,8,4
2450,0,8,5
2244,0,8,6
1998,0,8,7
2706,0,9,0
2691,0,9,1
2553,0,9,2
2415,0,9,3
2312,0,9,4
2176,0,9,5
1876,0,9,6
1824,0,9,7
13328,0,0,0
11388,0,0,1
9514,0,0,2
8640,0,0,3
7811,0,0,4
6132,0,0,5
4830,0,0,6
3496,0,0,7
10508,0,1,0
9792,0,1,1
8556,0,1,2
7952,0,1,3
7100,0,1,4
5520,0,1,5
4620,0,1,6
3388,0,1,7
9576,0,2,0
9198,0,2,1
8208,0,2,2
7776,0,2,3
6745,0,2,4
5396,0,2,5
4473,0,2,6
3150,0,2,7
8023,0,3,0
7668,0,3,1
7416,0,3,2
7128,0,3,3
6390,0,3,4
4860,0,3,5
3953,0,3,6
3000,0,3,7
6596,0,4,0
6556.5,0,4,1
6230,0,4,2
6035,0,4,3
5680,0,4,4
4556,0,4,5
3864,0,4,6
2850,0,4,7
5159,0,5,0
5106,0,5,1
5041,0,5,2
4692,0,5,3
4550,0,5,4
4080,0,5,5
3417,0,5,6
2618,0,5,7
4352,0,6,0
4209,0,6,1
4118,0,6,2
3905,0,6,3
3710,0,6,4
3381,0,6,5
2925,0,6,6
2170,0,6,7
3604,0,7,0
3500,0,7,1
3432,0,7,2
3285,0,7,3
3053,0,7,4
2840,0,7,5
2448,0,7,6
2146,0,7,7
3196,0,8,0
3080,0,8,1
2982,0,8,2
2880,0,8,3
2622,0,8,4
2450,0,8,5
2244,0,8,6
1998,0,8,7
2788,0,9,0
2730,0,9,1
2590,0,9,2
2485,0,9,3
2380,0,9,4
2176,0,9,5
1904,0,9,6
1848,0,9,7
13132,0,0,0
11232,0,0,1
9380,0,0,2
8640,0,0,3
7704,0,0,4
6132,0,0,5
4830,0,0,6
3496,0,0,7
10508,0,1,0
9928,0,1,1
8618,0,1,2
7952,0,1,3
7100,0,1,4
5680,0,1,5
4554,0,1,6
3388,0,1,7
9576,0,2,0
9198,0,2,1
8094,0,2,2
7776,0,2,3
6840,0,2,4
5396,0,2,5
4410,0,2,6
3108,0,2,7
8023,0,3,0
7776,0,3,1
7416,0,3,2
7227,0,3,3
6570,0,3,4
4932,0,3,5
4012,0,3,6
3000,0,3,7
6596,0,4,0
6556.5,0,4,1
6185.5,0,4,2
6035,0,4,3
5680,0,4,4
4556,0,4,5
3864,0,4,6
2964,0,4,7
5159,0,5,0
5106,0,5,1
4970,0,5,2
4828,0,5,3
4680,0,5,4
4080,0,5,5
3417,0,5,6
2720,0,5,7
4352,0,6,0
4148,0,6,1
4060,0,6,2
3850,0,6,3
3657,0,6,4
3381,0,6,5
2925,0,6,6
2263,0,6,7
3710,0,7,0
3600,0,7,1
3504,0,7,2
3285,0,7,3
3053,0,7,4
2840,0,7,5
2448,0,7,6
2175,0,7,7
3196,0,8,0
3080,0,8,1
2982,0,8,2
2840,0,8,3
2698,0,8,4
2450,0,8,5
2244,0,8,6
2025,0,8,7
2788,0,9,0
2730,0,9,1
2590,0,9,2
2520,0,9,3
2346,0,9,4
2176,0,9,5
1904,0,9,6
1848,0,9,7
13132,0,0,0
11232,0,0,1
9380,0,0,2
8640,0,0,3
7704,0,0,4
6132,0,0,5
4830,0,0,6
3496,0,0,7
10508,0,1,0
9928,0,1,1
8680,0,1,2
7952,0,1,3
7100,0,1,4
5680,0,1,5
4554,0,1,6
3388,0,1,7
9576,0,2,0
9198,0,2,1
8094,0,2,2
7776,0,2,3
6840,0,2,4
5396,0,2,5
4410,0,2,6
3108,0,2,7
8023,0,3,0
7776,0,3,1
7416,0,3,2
7227,0,3,3
6570,0,3,4
4932,0,3,5
4041.5,0,3,6
3000,0,3,7
6790,0,4,0
6696,0,4,1
6319,0,4,2
6035,0,4,3
5680,0,4,4
4623,0,4,5
3864,0,4,6
2964,0,4,7
5159,0,5,0
5106,0,5,1
4970,0,5,2
4828,0,5,3
4680,0,5,4
4110,0,5,5
3519,0,5,6
2720,0,5,7
4352,0,6,0
4148,0,6,1
4060,0,6,2
3850,0,6,3
3710,0,6,4
3430,0,6,5
3015,0,6,6
2263,0,6,7
3710,0,7,0
3600,0,7,1
3504,0,7,2
3285,0,7,3
3053,0,7,4
2840,0,7,5
2466,0,7,6
2175,0,7,7
3290,0,8,0
3168,0,8,1
3024,0,8,2
2840,0,8,3
2698,0,8,4
2485,0,8,5
2244,0,8,6
2025,0,8,7
2870,0,9,0
2730,0,9,1
2590,0,9,2
2520,0,9,3
2346,0,9,4
2176,0,9,5
1932,0,9,6
1848,0,9,7
13132,0,0,0
11232,0,0,1
9380,0,0,2
8640,0,0,3
7704,0,0,4
6132,0,0,5
4830,0,0,6
3496,0,0,7
10804,0,1,0
9928,0,1,1
8680,0,1,2
7952,0,1,3
7100,0,1,4
5680,0,1,5
4686,0,1,6
3432,0,1,7
9709,0,2,0
9198,0,2,1
8208,0,2,2
7776,0,2,3
6840,0,2,4
5472,0,2,5
4410,0,2,6
3108,0,2,7
8136,0,3,0
7776,0,3,1
7416,0,3,2
7227,0,3,3
6660,0,3,4
4932,0,3,5
4041.5,0,3,6
3000,0,3,7
6790,0,4,0
6696,0,4,1
6408,0,4,2
6290,0,4,3
5760,0,4,4
4690,0,4,5
3864,0,4,6
2964,0,4,7
5236,0,5,0
5180,0,5,1
4970,0,5,2
4828,0,5,3
4680,0,5,4
4140,0,5,5
3519,0,5,6
2720,0,5,7
4416,0,6,0
4270,0,6,1
4118,0,6,2
3905,0,6,3
3710,0,6,4
3430,0,6,5
3105,0,6,6
2325,0,6,7
3763,0,7,0
3700,0,7,1
3552,0,7,2
3330,0,7,3
3053,0,7,4
2840,0,7,5
2466,0,7,6
2175,0,7,7
3290,0,8,0
3168,0,8,1
3024,0,8,2
2880,0,8,3
2736,0,8,4
2485,0,8,5
2244,0,8,6
2025,0,8,7
2870,0,9,0
2730,0,9,1
2627,0,9,2
2520,0,9,3
2346,0,9,4
2176,0,9,5
1932,0,9,6
1848,0,9,7
14800,0,0,0
12000,0,0,1
10212,0,0,2
9424,0,0,3
8250,0,0,4
6612,0,0,5
5538,0,0,6
3840,0,0,7
12090,0,1,0
10857,0,1,1
9344,0,1,2
8468,0,1,3
7622,0,1,4
6142,0,1,5
5304,0,1,6
3726,0,1,7
10488,0,2,0
9750,0,2,1
8732,0,2,2
8030,0,2,3
7252,0,2,4
5616,0,2,5
4550,0,2,6
3182,0,2,7
8775,0,3,0
8214,0,3,1
7632,0,3,2
7575,0,3,3
6975,0,3,4
5254,0,3,5
4209,0,3,6
3157,0,3,7
7400,0,4,0
7296,0,4,1
6624,0,4,2
6512,0,4,3
6225,0,4,4
4761,0,4,5
3944,0,4,6
2964,0,4,7
5840,0,5,0
5544,0,5,1
5476,0,5,2
5040,0,5,3
4824,0,5,4
4402,0,5,5
3657,0,5,6
2800,0,5,7
4818,0,6,0
4473,0,6,1
4320,0,6,2
4104,0,6,3
3888,0,6,4
3600,0,6,5
3174,0,6,6
2432,0,6,7
3905,0,7,0
3744,0,7,1
3626,0,7,2
3312,0,7,3
3053,0,7,4
2800,0,7,5
2553,0,7,6
2340,0,7,7
3408,0,8,0
3285,0,8,1
3053,0,8,2
2952,0,8,3
2808,0,8,4
2664,0,8,5
2277,0,8,6
2100,0,8,7
2940,0,9,0
2800,0,9,1
2774,0,9,2
2628,0,9,3
2485,0,9,4
2310,0,9,5
2030,0,9,6
1950,0,9,7
15960,0,0,0
12936,0,0,1
11165,0,0,2
10140,0,0,3
8932,0,0,4
7189,0,0,5
6075,0,0,6
4250,0,0,7
13040,0,1,0
11692,0,1,1
10318,0,1,2
9272,0,1,3
8208,0,1,4
6699,0,1,5
5751,0,1,6
4080,0,1,7
11310,0,2,0
10549,0,2,1
9424,0,2,2
8700,0,2,3
7931,0,2,4
6232,0,2,5
5100,0,2,6
3600,0,2,7
9594,0,3,0
9126,0,3,1
8325,0,3,2
8268,0,3,3
7644,0,3,4
5928,0,3,5
4864,0,3,6
3526,0,3,7
8190,0,4,0
7979,0,4,1
7469,0,4,2
7084,0,4,3
6786,0,4,4
5544,0,4,5
4575,0,4,6
3320,0,4,7
6552,0,5,0
6318,0,5,1
6006,0,5,2
5698,0,5,3
5320,0,5,4
4810,0,5,5
4088,0,5,6
3145,0,5,7
5244,0,6,0
5016,0,6,1
4788,0,6,2
4620,0,6,3
4275,0,6,4
4081,0,6,5
3552,0,6,6
2822,0,6,7
4408,0,7,0
4180,0,7,1
3927,0,7,2
3600,0,7,3
3330,0,7,4
3150,0,7,5
2886,0,7,6
2656,0,7,7
3552,0,8,0
3420,0,8,1
3182,0,8,2
3116,0,8,3
3003,0,8,4
2844,0,8,5
2508,0,8,6
2240,0,8,7
3066,0,9,0
2920,0,9,1
2888,0,9,2
2736,0,9,3
2590,0,9,4
2475,0,9,5
2175,0,9,6
2075,0,9,7
16170,0,0,0
13104,0,0,1
11310,0,0,2
10270,0,0,3
9164,0,0,4
7280,0,0,5
6150,0,0,6
4350,0,0,7
13203,0,1,0
11988,0,1,1
10318,0,1,2
9272,0,1,3
8208,0,1,4
6699,0,1,5
5751,0,1,6
4128,0,1,7
11455,0,2,0
10686,0,2,1
9672,0,2,2
8932,0,2,3
8034,0,2,4
6314,0,2,5
5168,0,2,6
3690,0,2,7
9717,0,3,0
9243,0,3,1
8547,0,3,2
8374,0,3,3
7742,0,3,4
6084,0,3,5
4928,0,3,6
3569,0,3,7
8190,0,4,0
8080,0,4,1
7566,0,4,2
7268,0,4,3
6873,0,4,4
5544,0,4,5
4636,0,4,6
3360,0,4,7
6636,0,5,0
6480,0,5,1
6162,0,5,2
5846,0,5,3
5460,0,5,4
4940,0,5,5
4200,0,5,6
3182,0,5,7
5313,0,6,0
5082,0,6,1
4851,0,6,2
4680,0,6,3
4446,0,6,4
4081,0,6,5
3648,0,6,6
2856,0,6,7
4524,0,7,0
4235,0,7,1
4080,0,7,2
3744,0,7,3
3465,0,7,4
3192,0,7,5
2925,0,7,6
2688,0,7,7
3744,0,8,0
3555,0,8,1
3397,0,8,2
3239,0,8,3
3042,0,8,4
2844,0,8,5
2541,0,8,6
2296,0,8,7
3066,0,9,0
2920,0,9,1
2888,0,9,2
2736,0,9,3
2590,0,9,4
2475,0,9,5
2175,0,9,6
2100,0,9,7
16940,0,0,0
13552,0,0,1
11552,0,0,2
10275,0,0,3
9196,0,0,4
7410,0,0,5
6006,0,0,6
4524,0,0,7
12996,0,1,0
12090,0,1,1
10857,0,1,2
9675,0,1,3
8475,0,1,4
6840,0,1,5
5548,0,1,6
4300,0,1,7
11704,0,2,0
11088,0,2,1
9880,0,2,2
9196,0,2,3
8132,0,2,4
6375,0,2,5
5250,0,2,6
3666,0,2,7
9804,0,3,0
9471,0,3,1
8775,0,3,2
8325,0,3,3
7752,0,3,4
6075,0,3,5
4884,0,3,6
3645,0,3,7
8393,0,4,0
8295,0,4,1
7878,0,4,2
7488,0,4,3
7007,0,4,4
5476,0,4,5
4536,0,4,6
3402,0,4,7
6864,0,5,0
6715,0,5,1
6314,0,5,2
6006,0,5,3
5772,0,5,4
5025,0,5,5
4234,0,5,6
3040,0,5,7
5472,0,6,0
5175,0,6,1
4884,0,6,2
4712,0,6,3
4602,0,6,4
4235,0,6,5
3577,0,6,6
2940,0,6,7
4500,0,7,0
4424,0,7,1
4134,0,7,2
3850,0,7,3
3619,0,7,4
3300,0,7,5
3040,0,7,6
2541,0,7,7
3750,0,8,0
3713,0,8,1
3555,0,8,2
3397,0,8,3
3239,0,8,4
2812,0,8,5
2550,0,8,6
2407,0,8,7
3212,0,9,0
3066,0,9,1
2960,0,9,2
2850,0,9,3
2664,0,9,4
2482,0,9,5
2160,0,9,6
2106,0,9,7
17640,1,0,0
14170,1,0,1
11968,1,0,2
10595,1,0,3
9425,1,0,4
7452,1,0,5
6072,1,0,6
3969,1,0,7
13312,1,1,0
12834,1,1,1
10494,1,1,2
9536,1,1,3
8515,1,1,4
7035,1,1,5
5780,1,1,6
3697.5,1,1,7
12012,1,2,0
11289,1,2,1
9660,1,2,2
8908,1,2,3
8024,1,2,4
6800,1,2,5
5280,1,2,6
3525,1,2,7
9135,1,3,0
8976,1,3,1
8052,1,3,2
7752,1,3,3
7344,1,3,4
6555,1,3,5
5100,1,3,6
3356.5,1,3,7
7540,1,4,0
7392,1,4,1
7004,1,4,2
6468,1,4,3
6110,1,4,4
5829,1,4,5
4686,1,4,6
3219.5,1,4,7
6298,1,5,0
6030,1,5,1
5610,1,5,2
5576,1,5,3
5451,1,5,4
5100,1,5,5
4160,1,5,6
2945.5,1,5,7
5214,1,6,0
5032,1,6,1
4824,1,6,2
4620,1,6,3
4422,1,6,4
4154,1,6,5
3696,1,6,6
2489,1,6,7
4160,1,7,0
4092,1,7,1
3900,1,7,2
3762,1,7,3
3445,1,7,4
3200,1,7,5
2961,1,7,6
2292.5,1,7,7
3648,1,8,0
3520,1,8,1
3339,1,8,2
3136,1,8,3
2944,1,8,4
2816,1,8,5
2665,1,8,6
2096,1,8,7
3055,1,9,0
2970,1,9,1
2881,1,9,2
2814,1,9,3
2680,1,9,4
2432,1,9,5
2304,1,9,6
1834,1,9,7
17640,1,0,0
13952,1,0,1
11968,1,0,2
10432,1,0,3
9425,1,0,4
7452,1,0,5
5984,1,0,6
3969,1,0,7
13312,1,1,0
12462,1,1,1
10494,1,1,2
9387,1,1,3
8384,1,1,4
6930,1,1,5
5695,1,1,6
3697.5,1,1,7
12012,1,2,0
11289,1,2,1
9660,1,2,2
8908,1,2,3
