Price per carat,Size,Colour,Clarity,Month,Year,Rapper,Rappri
7370,2.01-2.09,I,VVS2,Feb,2021,-33,11500
6982.5,2.01-2.09,I,VS1,Feb,2021,-33,11000
6650,2.01-2.09,I,VS2,Feb,2021,-33,10500
6138,2.01-2.09,I,SI1,Feb,2021,-37,9500
5561,2.01-2.09,I,SI2,Feb,2021,-35,8500
4056,2.01-2.09,I,I1,Feb,2021,-21,5200
6650,2.01-2.09,J,IF,Feb,2021,-33,10500
6317.5,2.01-2.09,J,VVS1,Feb,2021,-33,10000
6165,2.01-2.09,J,VVS2,Feb,2021,-32,9500
5695,2.01-2.09,J,VS1,Feb,2021,-33,9000
5360,2.01-2.09,J,VS2,Feb,2021,-34,8500
5175,2.01-2.09,J,SI1,Feb,2021,-31,8000
4830,2.01-2.09,J,SI2,Feb,2021,-30,7500
3768,2.01-2.09,J,I1,Feb,2021,-21,4800
6030,2.01-2.09,K,IF,Feb,2021,-34,9500
5561,2.01-2.09,K,VVS1,Feb,2021,-34,8500
5175,2.01-2.09,K,VVS2,Feb,2021,-32,7700
4690,2.01-2.09,K,VS1,Feb,2021,-33,7200
4387.5,2.01-2.09,K,VS2,Feb,2021,-32,6700
4080,2.01-2.09,K,SI1,Feb,2021,-31,6200
3990,2.01-2.09,K,SI2,Feb,2021,-30,5800
3234,2.01-2.09,K,I1,Feb,2021,-21,4200
5100,2.01-2.09,L,IF,Feb,2021,-33,7700
4760,2.01-2.09,L,VVS1,Feb,2021,-33,7200
4355,2.01-2.09,L,VVS2,Feb,2021,-33,6700
4050,2.01-2.09,L,VS1,Feb,2021,-33,6200
3780,2.01-2.09,L,VS2,Feb,2021,-33,5800
3484,2.01-2.09,L,SI1,Feb,2021,-34,5400
3283,2.01-2.09,L,SI2,Feb,2021,-34,5000
2923,2.01-2.09,L,I1,Feb,2021,-21,3700
4160,2.01-2.09,M,IF,Feb,2021,-37,6600
3965,2.01-2.09,M,VVS1,Feb,2021,-36,6300
3770,2.01-2.09,M,VVS2,Feb,2021,-35,6000
3685,2.01-2.09,M,VS1,Feb,2021,-34,5700
3468,2.01-2.09,M,VS2,Feb,2021,-34,5300
3128,2.01-2.09,M,SI1,Feb,2021,-35,4700
2881,2.01-2.09,M,SI2,Feb,2021,-34,4400
2464,2.01-2.09,M,I1,Feb,2021,-21,3200
24090,2.01-2.09,D,IF,Mar,2021,-34,36500
19825,2.01-2.09,D,VVS1,Mar,2021,-34,30500
16575,2.01-2.09,D,VVS2,Mar,2021,-34,25500
14520,2.01-2.09,D,VS1,Mar,2021,-33,22000
12210,2.01-2.09,D,VS2,Mar,2021,-33,18500
9750,2.01-2.09,D,SI1,Mar,2021,-34,15000
7680,2.01-2.09,D,SI2,Mar,2021,-34,12000
5070,2.01-2.09,D,I1,Mar,2021,-20,6500
18270,2.01-2.09,E,IF,Mar,2021,-35,29000
16380,2.01-2.09,E,VVS1,Mar,2021,-35,26000
14490,2.01-2.09,E,VVS2,Mar,2021,-35,23000
12600,2.01-2.09,E,VS1,Mar,2021,-35,20000
10880,2.01-2.09,E,VS2,Mar,2021,-34,17000
9100,2.01-2.09,E,SI1,Mar,2021,-35,14000
7150,2.01-2.09,E,SI2,Mar,2021,-35,11000
4914,2.01-2.09,E,I1,Mar,2021,-20,6300
16065,2.01-2.09,F,IF,Mar,2021,-35,25500
15275,2.01-2.09,F,VVS1,Mar,2021,-34,23500
13650,2.01-2.09,F,VVS2,Mar,2021,-33,21000
11700,2.01-2.09,F,VS1,Mar,2021,-33,18000
10400,2.01-2.09,F,VS2,Mar,2021,-33,16000
8450,2.01-2.09,F,SI1,Mar,2021,-34,13000
6695,2.01-2.09,F,SI2,Mar,2021,-34,10300
4819,2.01-2.09,F,I1,Mar,2021,-19,6100
13650,2.01-2.09,G,IF,Mar,2021,-34,21000
12730,2.01-2.09,G,VVS1,Mar,2021,-34,19000
11390,2.01-2.09,G,VVS2,Mar,2021,-34,17000
10385,2.01-2.09,G,VS1,Mar,2021,-33,15500
9380,2.01-2.09,G,VS2,Mar,2021,-32,14000
7800,2.01-2.09,G,SI1,Mar,2021,-34,12000
6468,2.01-2.09,G,SI2,Mar,2021,-34,9800
4661,2.01-2.09,G,I1,Mar,2021,-19,5900
10880,2.01-2.09,H,IF,Mar,2021,-34,17000
10400,2.01-2.09,H,VVS1,Mar,2021,-34,16000
9750,2.01-2.09,H,VVS2,Mar,2021,-34,15000
9045,2.01-2.09,H,VS1,Mar,2021,-34,13500
8160,2.01-2.09,H,VS2,Mar,2021,-31,12000
7370,2.01-2.09,H,SI1,Mar,2021,-33,11000
6204,2.01-2.09,H,SI2,Mar,2021,-33,9400
4424,2.01-2.09,H,I1,Mar,2021,-22,5600
8250,2.01-2.09,I,IF,Mar,2021,-34,12500
8040,2.01-2.09,I,VVS1,Mar,2021,-34,12000
7705,2.01-2.09,I,VVS2,Mar,2021,-33,11500
7370,2.01-2.09,I,VS1,Mar,2021,-32,11000
7035,2.01-2.09,I,VS2,Mar,2021,-31,10500
6270,2.01-2.09,I,SI1,Mar,2021,-33,9500
5695,2.01-2.09,I,SI2,Mar,2021,-33,8500
4108,2.01-2.09,I,I1,Mar,2021,-19,5200
7035,2.01-2.09,J,IF,Mar,2021,-33,10500
6700,2.01-2.09,J,VVS1,Mar,2021,-33,10000
6460,2.01-2.09,J,VVS2,Mar,2021,-33.5,9500
6030,2.01-2.09,J,VS1,Mar,2021,-33,9000
5695,2.01-2.09,J,VS2,Mar,2021,-34,8500
5520,2.01-2.09,J,SI1,Mar,2021,-32,8000
5250,2.01-2.09,J,SI2,Mar,2021,-34,7500
3792,2.01-2.09,J,I1,Mar,2021,-19,4800
6270,2.01-2.09,K,IF,Mar,2021,-34,9500
5610,2.01-2.09,K,VVS1,Mar,2021,-33,8500
5313,2.01-2.09,K,VVS2,Mar,2021,-33,7700
4824,2.01-2.09,K,VS1,Mar,2021,-33,7200
4556,2.01-2.09,K,VS2,Mar,2021,-32,6700
4278,2.01-2.09,K,SI1,Mar,2021,-31,6200
4060,2.01-2.09,K,SI2,Mar,2021,-31,5800
3318,2.01-2.09,K,I1,Mar,2021,-19,4200
5159,2.01-2.09,L,IF,Mar,2021,-34,7700
4824,2.01-2.09,L,VVS1,Mar,2021,-32,7200
4489,2.01-2.09,L,VVS2,Mar,2021,-32,6700
4216,2.01-2.09,L,VS1,Mar,2021,-32,6200
3944,2.01-2.09,L,VS2,Mar,2021,-32,5800
3618,2.01-2.09,L,SI1,Mar,2021,-32,5400
3350,2.01-2.09,L,SI2,Mar,2021,-32,5000
2923,2.01-2.09,L,I1,Mar,2021,-19,3700
4290,2.01-2.09,M,IF,Mar,2021,-39,6600
4095,2.01-2.09,M,VVS1,Mar,2021,-37,6300
3900,2.01-2.09,M,VVS2,Mar,2021,-36,6000
3819,2.01-2.09,M,VS1,Mar,2021,-36,5700
3551,2.01-2.09,M,VS2,Mar,2021,-33.5,5300
3149,2.01-2.09,M,SI1,Mar,2021,-34,4700
2948,2.01-2.09,M,SI2,Mar,2021,-34,4400
2528,2.01-2.09,M,I1,Mar,2021,-19,3200
24090,2.01-2.09,D,IF,Apr,2021,-34,36500
19825,2.01-2.09,D,VVS1,Apr,2021,-34,30500
16575,2.01-2.09,D,VVS2,Apr,2021,-34,25500
14520,2.01-2.09,D,VS1,Apr,2021,-33,22000
12210,2.01-2.09,D,VS2,Apr,2021,-33,18500
9900,2.01-2.09,D,SI1,Apr,2021,-34,15000
7680,2.01-2.09,D,SI2,Apr,2021,-34,12000
5070,2.01-2.09,D,I1,Apr,2021,-20,6500
18270,2.01-2.09,E,IF,Apr,2021,-35,29000
16380,2.01-2.09,E,VVS1,Apr,2021,-35,26000
14490,2.01-2.09,E,VVS2,Apr,2021,-35,23000
12600,2.01-2.09,E,VS1,Apr,2021,-35,20000
10880,2.01-2.09,E,VS2,Apr,2021,-34,17000
8960,2.01-2.09,E,SI1,Apr,2021,-35,14000
7040,2.01-2.09,E,SI2,Apr,2021,-35,11000
4914,2.01-2.09,E,I1,Apr,2021,-20,6300
16065,2.01-2.09,F,IF,Apr,2021,-35,25500
15275,2.01-2.09,F,VVS1,Apr,2021,-34,23500
13650,2.01-2.09,F,VVS2,Apr,2021,-33,21000
11700,2.01-2.09,F,VS1,Apr,2021,-33,18000
10560,2.01-2.09,F,VS2,Apr,2021,-33,16000
8580,2.01-2.09,F,SI1,Apr,2021,-34,13000
6695,2.01-2.09,F,SI2,Apr,2021,-34,10300
4819,2.01-2.09,F,I1,Apr,2021,-19,6100
13650,2.01-2.09,G,IF,Apr,2021,-34,21000
12540,2.01-2.09,G,VVS1,Apr,2021,-34,19000
11390,2.01-2.09,G,VVS2,Apr,2021,-34,17000
10385,2.01-2.09,G,VS1,Apr,2021,-33,15500
9380,2.01-2.09,G,VS2,Apr,2021,-32,14000
7800,2.01-2.09,G,SI1,Apr,2021,-34,12000
6468,2.01-2.09,G,SI2,Apr,2021,-34,9800
4661,2.01-2.09,G,I1,Apr,2021,-19,5900
10880,2.01-2.09,H,IF,Apr,2021,-34,17000
10400,2.01-2.09,H,VVS1,Apr,2021,-34,16000
9750,2.01-2.09,H,VVS2,Apr,2021,-34,15000
8910,2.01-2.09,H,VS1,Apr,2021,-34,13500
8160,2.01-2.09,H,VS2,Apr,2021,-32,12300
7260,2.01-2.09,H,SI1,Apr,2021,-33,11000
6110,2.01-2.09,H,SI2,Apr,2021,-33,9400
4424,2.01-2.09,H,I1,Apr,2021,-20,5600
8000,2.01-2.09,I,IF,Apr,2021,-35.5,13000
7800,2.01-2.09,I,VVS1,Apr,2021,-35.5,12500
7705,2.01-2.09,I,VVS2,Apr,2021,-34,11900
7370,2.01-2.09,I,VS1,Apr,2021,-33,11300
7035,2.01-2.09,I,VS2,Apr,2021,-32,10800
5985,2.01-2.09,I,SI1,Apr,2021,-33,9500
5525,2.01-2.09,I,SI2,Apr,2021,-33,8500
4108,2.01-2.09,I,I1,Apr,2021,-19,5200
7035,2.01-2.09,J,IF,Apr,2021,-34.5,11000
6700,2.01-2.09,J,VVS1,Apr,2021,-34.5,10400
6460,2.01-2.09,J,VVS2,Apr,2021,-35,9900
6030,2.01-2.09,J,VS1,Apr,2021,-34,9300
5610,2.01-2.09,J,VS2,Apr,2021,-35,8700
5520,2.01-2.09,J,SI1,Apr,2021,-33,8200
5250,2.01-2.09,J,SI2,Apr,2021,-34,7500
3792,2.01-2.09,J,I1,Apr,2021,-19,4800
6270,2.01-2.09,K,IF,Apr,2021,-35,9800
5610,2.01-2.09,K,VVS1,Apr,2021,-34.5,8900
5236,2.01-2.09,K,VVS2,Apr,2021,-34.5,8100
4824,2.01-2.09,K,VS1,Apr,2021,-34.5,7500
4556,2.01-2.09,K,VS2,Apr,2021,-33,6900
4278,2.01-2.09,K,SI1,Apr,2021,-31.5,6300
4060,2.01-2.09,K,SI2,Apr,2021,-31.5,5900
3318,2.01-2.09,K,I1,Apr,2021,-19,4200
5159,2.01-2.09,L,IF,Apr,2021,-34,7700
4824,2.01-2.09,L,VVS1,Apr,2021,-32,7200
4489,2.01-2.09,L,VVS2,Apr,2021,-32,6700
4154,2.01-2.09,L,VS1,Apr,2021,-32,6200
3886,2.01-2.09,L,VS2,Apr,2021,-32,5800
3564,2.01-2.09,L,SI1,Apr,2021,-32,5500
3300,2.01-2.09,L,SI2,Apr,2021,-32.5,5100
2923,2.01-2.09,L,I1,Apr,2021,-19,3700
4158,2.01-2.09,M,IF,Apr,2021,-39,6600
4032,2.01-2.09,M,VVS1,Apr,2021,-37,6300
3900,2.01-2.09,M,VVS2,Apr,2021,-36,6000
3762,2.01-2.09,M,VS1,Apr,2021,-36,5700
3498,2.01-2.09,M,VS2,Apr,2021,-33.5,5300
3055,2.01-2.09,M,SI1,Apr,2021,-34.5,4800
2904,2.01-2.09,M,SI2,Apr,2021,-34.5,4500
2528,2.01-2.09,M,I1,Apr,2021,-19,3200
24090,2.01-2.09,D,IF,May,2021,-34,36500
20130,2.01-2.09,D,VVS1,May,2021,-34,30500
16830,2.01-2.09,D,VVS2,May,2021,-34,25500
14740,2.01-2.09,D,VS1,May,2021,-33,22000
12395,2.01-2.09,D,VS2,May,2021,-33,18500
9900,2.01-2.09,D,SI1,May,2021,-34,15000
7920,2.01-2.09,D,SI2,May,2021,-34,12000
5200,2.01-2.09,D,I1,May,2021,-20,6500
18850,2.01-2.09,E,IF,May,2021,-35,29000
16900,2.01-2.09,E,VVS1,May,2021,-35,26000
14950,2.01-2.09,E,VVS2,May,2021,-35,23000
13000,2.01-2.09,E,VS1,May,2021,-35,20000
11220,2.01-2.09,E,VS2,May,2021,-34,17000
9100,2.01-2.09,E,SI1,May,2021,-35,14000
7150,2.01-2.09,E,SI2,May,2021,-35,11000
5040,2.01-2.09,E,I1,May,2021,-20,6300
16575,2.01-2.09,F,IF,May,2021,-35,25500
15510,2.01-2.09,F,VVS1,May,2021,-34,23500
14070,2.01-2.09,F,VVS2,May,2021,-33,21000
12060,2.01-2.09,F,VS1,May,2021,-33,18500
10720,2.01-2.09,F,VS2,May,2021,-33,16000
8580,2.01-2.09,F,SI1,May,2021,-34,13000
6798,2.01-2.09,F,SI2,May,2021,-34,10300
4941,2.01-2.09,F,I1,May,2021,-19,6100
13860,2.01-2.09,G,IF,May,2021,-34,21000
12540,2.01-2.09,G,VVS1,May,2021,-34,19500
11220,2.01-2.09,G,VVS2,May,2021,-34,17500
10385,2.01-2.09,G,VS1,May,2021,-33,16000
9520,2.01-2.09,G,VS2,May,2021,-32,14500
7920,2.01-2.09,G,SI1,May,2021,-34,12000
6468,2.01-2.09,G,SI2,May,2021,-34,9800
4779,2.01-2.09,G,I1,May,2021,-19,5900
11220,2.01-2.09,H,IF,May,2021,-34,17500
10560,2.01-2.09,H,VVS1,May,2021,-34,16500
9900,2.01-2.09,H,VVS2,May,2021,-34,15500
8910,2.01-2.09,H,VS1,May,2021,-34,14000
8280,2.01-2.09,H,VS2,May,2021,-32,12700
7370,2.01-2.09,H,SI1,May,2021,-33,11000
6298,2.01-2.09,H,SI2,May,2021,-33,9400
4368,2.01-2.09,H,I1,May,2021,-20,5600
8250,2.01-2.09,I,IF,May,2021,-35.5,13500
7920,2.01-2.09,I,VVS1,May,2021,-35.5,12900
7705,2.01-2.09,I,VVS2,May,2021,-34,12300
7480,2.01-2.09,I,VS1,May,2021,-33,11500
7245,2.01-2.09,I,VS2,May,2021,-32,10800
6365,2.01-2.09,I,SI1,May,2021,-33,9800
5695,2.01-2.09,I,SI2,May,2021,-33,8800
4212,2.01-2.09,I,I1,May,2021,-19,5200
7035,2.01-2.09,J,IF,May,2021,-34.5,11400
6700,2.01-2.09,J,VVS1,May,2021,-34.5,10700
6317.5,2.01-2.09,J,VVS2,May,2021,-35,10200
6030,2.01-2.09,J,VS1,May,2021,-34,9500
5610,2.01-2.09,J,VS2,May,2021,-35,8900
5440,2.01-2.09,J,SI1,May,2021,-33,8400
4950,2.01-2.09,J,SI2,May,2021,-34,7700
3888,2.01-2.09,J,I1,May,2021,-19,4800
6270,2.01-2.09,K,IF,May,2021,-35,9800
5695,2.01-2.09,K,VVS1,May,2021,-34.5,8900
5159,2.01-2.09,K,VVS2,May,2021,-34.5,8100
4824,2.01-2.09,K,VS1,May,2021,-34.5,7500
4556,2.01-2.09,K,VS2,May,2021,-33,7000
4278,2.01-2.09,K,SI1,May,2021,-31.5,6500
4002,2.01-2.09,K,SI2,May,2021,-31.5,6000
3402,2.01-2.09,K,I1,May,2021,-19,4200
5082,2.01-2.09,L,IF,May,2021,-34,7900
4896,2.01-2.09,L,VVS1,May,2021,-32,7200
4556,2.01-2.09,L,VVS2,May,2021,-32,6700
4216,2.01-2.09,L,VS1,May,2021,-32,6200
3944,2.01-2.09,L,VS2,May,2021,-32,5800
3672,2.01-2.09,L,SI1,May,2021,-32,5500
3400,2.01-2.09,L,SI2,May,2021,-32.5,5100
2997,2.01-2.09,L,I1,May,2021,-19,3700
4026,2.01-2.09,M,IF,May,2021,-39,6600
3969,2.01-2.09,M,VVS1,May,2021,-37,6300
3840,2.01-2.09,M,VVS2,May,2021,-36,6000
3648,2.01-2.09,M,VS1,May,2021,-36,5700
3524.5,2.01-2.09,M,VS2,May,2021,-33.5,5300
3102,2.01-2.09,M,SI1,May,2021,-34.5,4800
2904,2.01-2.09,M,SI2,May,2021,-34.5,4500
2592,2.01-2.09,M,I1,May,2021,-19,3200
24090,2.01-2.09,D,IF,Jun,2021,-34,36500
20130,2.01-2.09,D,VVS1,Jun,2021,-33,30500
16830,2.01-2.09,D,VVS2,Jun,2021,-32,25500
14740,2.01-2.09,D,VS1,Jun,2021,-32,22000
12395,2.01-2.09,D,VS2,Jun,2021,-31,18500
9900,2.01-2.09,D,SI1,Jun,2021,-33,15000
7920,2.01-2.09,D,SI2,Jun,2021,-33,12000
5200,2.01-2.09,D,I1,Jun,2021,-20,6500
18850,2.01-2.09,E,IF,Jun,2021,-34,29000
16900,2.01-2.09,E,VVS1,Jun,2021,-33,26000
14950,2.01-2.09,E,VVS2,Jun,2021,-33,23000
13000,2.01-2.09,E,VS1,Jun,2021,-31,20000
11220,2.01-2.09,E,VS2,Jun,2021,-31,17000
9100,2.01-2.09,E,SI1,Jun,2021,-33,14000
7150,2.01-2.09,E,SI2,Jun,2021,-33,11000
5040,2.01-2.09,E,I1,Jun,2021,-20,6300
16575,2.01-2.09,F,IF,Jun,2021,-35,25500
15510,2.01-2.09,F,VVS1,Jun,2021,-33,23500
14070,2.01-2.09,F,VVS2,Jun,2021,-33,21000
12060,2.01-2.09,F,VS1,Jun,2021,-32,18500
10720,2.01-2.09,F,VS2,Jun,2021,-31,16000
8580,2.01-2.09,F,SI1,Jun,2021,-32,13000
6798,2.01-2.09,F,SI2,Jun,2021,-31,10300
4941,2.01-2.09,F,I1,Jun,2021,-19,6100
13860,2.01-2.09,G,IF,Jun,2021,-33,21000
12540,2.01-2.09,G,VVS1,Jun,2021,-32,19500
11220,2.01-2.09,G,VVS2,Jun,2021,-32,17500
10385,2.01-2.09,G,VS1,Jun,2021,-31,16000
9520,2.01-2.09,G,VS2,Jun,2021,-30,14500
7920,2.01-2.09,G,SI1,Jun,2021,-32,12000
6468,2.01-2.09,G,SI2,Jun,2021,-32,9800
4779,2.01-2.09,G,I1,Jun,2021,-19,5900
11220,2.01-2.09,H,IF,Jun,2021,-32,17500
10560,2.01-2.09,H,VVS1,Jun,2021,-31,16500
9900,2.01-2.09,H,VVS2,Jun,2021,-31,15500
8910,2.01-2.09,H,VS1,Jun,2021,-30,14000
8364,2.01-2.09,H,VS2,Jun,2021,-30,12700
7370,2.01-2.09,H,SI1,Jun,2021,-32,11000
6298,2.01-2.09,H,SI2,Jun,2021,-30,9400
4480,2.01-2.09,H,I1,Jun,2021,-20,5600
8385,2.01-2.09,I,IF,Jun,2021,-33,13500
8062.5,2.01-2.09,I,VVS1,Jun,2021,-32,12900
7854,2.01-2.09,I,VVS2,Jun,2021,-32,12300
7571,2.01-2.09,I,VS1,Jun,2021,-31,11500
7344,2.01-2.09,I,VS2,Jun,2021,-30,10800
6365,2.01-2.09,I,SI1,Jun,2021,-32,9800
5695,2.01-2.09,I,SI2,Jun,2021,-30,8800
4212,2.01-2.09,I,I1,Jun,2021,-19,5200
7205,2.01-2.09,J,IF,Jun,2021,-32,11400
6812,2.01-2.09,J,VVS1,Jun,2021,-31,10700
6435,2.01-2.09,J,VVS2,Jun,2021,-30,10200
6138,2.01-2.09,J,VS1,Jun,2021,-30,9500
5655,2.01-2.09,J,VS2,Jun,2021,-29,8900
5494,2.01-2.09,J,SI1,Jun,2021,-31,8400
4950,2.01-2.09,J,SI2,Jun,2021,-30,7700
3888,2.01-2.09,J,I1,Jun,2021,-19,4800
6370,2.01-2.09,K,IF,Jun,2021,-33,9800
5829.5,2.01-2.09,K,VVS1,Jun,2021,-32,8900
5305.5,2.01-2.09,K,VVS2,Jun,2021,-32,8100
4912.5,2.01-2.09,K,VS1,Jun,2021,-31,7500
4623,2.01-2.09,K,VS2,Jun,2021,-31,7000
4315.5,2.01-2.09,K,SI1,Jun,2021,-32,6500
4041.5,2.01-2.09,K,SI2,Jun,2021,-30,6000
3402,2.01-2.09,K,I1,Jun,2021,-19,4200
5082,2.01-2.09,L,IF,Jun,2021,-33,7900
4896,2.01-2.09,L,VVS1,Jun,2021,-33,7200
4556,2.01-2.09,L,VVS2,Jun,2021,-32,6700
4216,2.01-2.09,L,VS1,Jun,2021,-32,6200
3944,2.01-2.09,L,VS2,Jun,2021,-31,5800
3740,2.01-2.09,L,SI1,Jun,2021,-32,5500
3442.5,2.01-2.09,L,SI2,Jun,2021,-30,5100
2997,2.01-2.09,L,I1,Jun,2021,-19,3700
4026,2.01-2.09,M,IF,Jun,2021,-33,6600
3969,2.01-2.09,M,VVS1,Jun,2021,-32,6300
3840,2.01-2.09,M,VVS2,Jun,2021,-32,6000
3648,2.01-2.09,M,VS1,Jun,2021,-32,5700
3524.5,2.01-2.09,M,VS2,Jun,2021,-32,5300
3144,2.01-2.09,M,SI1,Jun,2021,-32,4800
2947.5,2.01-2.09,M,SI2,Jun,2021,-31,4500
2592,2.01-2.09,M,I1,Jun,2021,-19,3200
24090,2.01-2.09,D,IF,Jul,2021,-33,37500
20130,2.01-2.09,D,VVS1,Jul,2021,-30,30500
16830,2.01-2.09,D,VVS2,Jul,2021,-30,25500
14740,2.01-2.09,D,VS1,Jul,2021,-32,22000
12395,2.01-2.09,D,VS2,Jul,2021,-30,19000
9900,2.01-2.09,D,SI1,Jul,2021,-32,15000
7920,2.01-2.09,D,SI2,Jul,2021,-31,12400
5200,2.01-2.09,D,I1,Jul,2021,-17,6800
18850,2.01-2.09,E,IF,Jul,2021,-33,30000
16900,2.01-2.09,E,VVS1,Jul,2021,-29,27000
14950,2.01-2.09,E,VVS2,Jul,2021,-30,23500
13000,2.01-2.09,E,VS1,Jul,2021,-30,20000
11220,2.01-2.09,E,VS2,Jul,2021,-30,17500
9100,2.01-2.09,E,SI1,Jul,2021,-31,14000
7150,2.01-2.09,E,SI2,Jul,2021,-32,11400
5040,2.01-2.09,E,I1,Jul,2021,-15,6600
16575,2.01-2.09,F,IF,Jul,2021,-33,26500
15510,2.01-2.09,F,VVS1,Jul,2021,-30,24000
14070,2.01-2.09,F,VVS2,Jul,2021,-30,21500
12395,2.01-2.09,F,VS1,Jul,2021,-30,18500
10720,2.01-2.09,F,VS2,Jul,2021,-30,16500
8580,2.01-2.09,F,SI1,Jul,2021,-30,13200
6798,2.01-2.09,F,SI2,Jul,2021,-30,10600
4941,2.01-2.09,F,I1,Jul,2021,-15,6400
13860,2.01-2.09,G,IF,Jul,2021,-31,21500
12870,2.01-2.09,G,VVS1,Jul,2021,-30,20000
11550,2.01-2.09,G,VVS2,Jul,2021,-29,18000
10720,2.01-2.09,G,VS1,Jul,2021,-29,16500
9860,2.01-2.09,G,VS2,Jul,2021,-28,15000
7920,2.01-2.09,G,SI1,Jul,2021,-28,12400
6468,2.01-2.09,G,SI2,Jul,2021,-29,10100
4779,2.01-2.09,G,I1,Jul,2021,-14,6100
11550,2.01-2.09,H,IF,Jul,2021,-31.5,17500
10890,2.01-2.09,H,VVS1,Jul,2021,-30.5,16500
10230,2.01-2.09,H,VVS2,Jul,2021,-30.5,15500
9240,2.01-2.09,H,VS1,Jul,2021,-29,14500
8636,2.01-2.09,H,VS2,Jul,2021,-29,13100
7370,2.01-2.09,H,SI1,Jul,2021,-27,11300
6298,2.01-2.09,H,SI2,Jul,2021,-28,9700
4480,2.01-2.09,H,I1,Jul,2021,-14,5800
8707.5,2.01-2.09,I,IF,Jul,2021,-30,14000
8320.5,2.01-2.09,I,VVS1,Jul,2021,-29,13300
8118,2.01-2.09,I,VVS2,Jul,2021,-29,12700
7705,2.01-2.09,I,VS1,Jul,2021,-29,11900
7344,2.01-2.09,I,VS2,Jul,2021,-28.5,11100
6566,2.01-2.09,I,SI1,Jul,2021,-30,10100
5896,2.01-2.09,I,SI2,Jul,2021,-29,9100
4212,2.01-2.09,I,I1,Jul,2021,-14,5400
7467,2.01-2.09,J,IF,Jul,2021,-30,11800
7008.5,2.01-2.09,J,VVS1,Jul,2021,-30,11100
6630,2.01-2.09,J,VVS2,Jul,2021,-29,10500
6270,2.01-2.09,J,VS1,Jul,2021,-29,9800
5785,2.01-2.09,J,VS2,Jul,2021,-29,9200
5628,2.01-2.09,J,SI1,Jul,2021,-28,8700
5082,2.01-2.09,J,SI2,Jul,2021,-28,7900
3888,2.01-2.09,J,I1,Jul,2021,-19,5000
6370,2.01-2.09,K,IF,Jul,2021,-31,10100
5829.5,2.01-2.09,K,VVS1,Jul,2021,-31,9200
5305.5,2.01-2.09,K,VVS2,Jul,2021,-30,8300
4912.5,2.01-2.09,K,VS1,Jul,2021,-29,7700
4690,2.01-2.09,K,VS2,Jul,2021,-29,7200
4452.5,2.01-2.09,K,SI1,Jul,2021,-30,6700
4110,2.01-2.09,K,SI2,Jul,2021,-30,6200
3402,2.01-2.09,K,I1,Jul,2021,-19,4400
5214,2.01-2.09,L,IF,Jul,2021,-32,8100
4896,2.01-2.09,L,VVS1,Jul,2021,-30,7400
4556,2.01-2.09,L,VVS2,Jul,2021,-30,6700
4216,2.01-2.09,L,VS1,Jul,2021,-29.5,6200
3944,2.01-2.09,L,VS2,Jul,2021,-29.5,5800
3740,2.01-2.09,L,SI1,Jul,2021,-30,5500
3442.5,2.01-2.09,L,SI2,Jul,2021,-30,5100
2997,2.01-2.09,L,I1,Jul,2021,-19,3900
4026,2.01-2.09,M,IF,Jul,2021,-33,6600
3969,2.01-2.09,M,VVS1,Jul,2021,-34,6300
3840,2.01-2.09,M,VVS2,Jul,2021,-34,6000
3648,2.01-2.09,M,VS1,Jul,2021,-33,5700
3524.5,2.01-2.09,M,VS2,Jul,2021,-33,5300
3144,2.01-2.09,M,SI1,Jul,2021,-32,4800
2947.5,2.01-2.09,M,SI2,Jul,2021,-31,4500
2592,2.01-2.09,M,I1,Jul,2021,-19,3300
24090,2.01-2.09,D,IF,Aug,2021,-33,38500
20435,2.01-2.09,D,VVS1,Aug,2021,-30,30500
17340,2.01-2.09,D,VVS2,Aug,2021,-30,25500
14960,2.01-2.09,D,VS1,Aug,2021,-32,22000
12765,2.01-2.09,D,VS2,Aug,2021,-30,19500
10050,2.01-2.09,D,SI1,Aug,2021,-32,15400
8040,2.01-2.09,D,SI2,Aug,2021,-31,12800
5200,2.01-2.09,D,I1,Aug,2021,-17,7200
19140,2.01-2.09,E,IF,Aug,2021,-33,31000
17420,2.01-2.09,E,VVS1,Aug,2021,-29,28000
15410,2.01-2.09,E,VVS2,Aug,2021,-30,23500
13800,2.01-2.09,E,VS1,Aug,2021,-30,20500
11730,2.01-2.09,E,VS2,Aug,2021,-30,18000
9380,2.01-2.09,E,SI1,Aug,2021,-31,14400
7370,2.01-2.09,E,SI2,Aug,2021,-32,11800
5040,2.01-2.09,E,I1,Aug,2021,-15,6900
16575,2.01-2.09,F,IF,Aug,2021,-33,27500
15745,2.01-2.09,F,VVS1,Aug,2021,-30,25000
14070,2.01-2.09,F,VVS2,Aug,2021,-30,22000
12580,2.01-2.09,F,VS1,Aug,2021,-30,19000
11040,2.01-2.09,F,VS2,Aug,2021,-30,17000
8840,2.01-2.09,F,SI1,Aug,2021,-30,13600
7107,2.01-2.09,F,SI2,Aug,2021,-30,11000
4941,2.01-2.09,F,I1,Aug,2021,-15,6600
14070,2.01-2.09,G,IF,Aug,2021,-31,22000
13260,2.01-2.09,G,VVS1,Aug,2021,-30,20500
11900,2.01-2.09,G,VVS2,Aug,2021,-29,18500
11040,2.01-2.09,G,VS1,Aug,2021,-29,17000
