Price per carat,Size,Colour,Clarity,Month,Year,Rapper,Rappri
2343,1.01-1.09,I,I1,Jan,2021,-29,3300
3904,1.01-1.09,J,IF,Jan,2021,-35,6200
3776,1.01-1.09,J,VVS1,Jan,2021,-35,5900
3648,1.01-1.09,J,VVS2,Jan,2021,-35,5700
3520,1.01-1.09,J,VS1,Jan,2021,-36,5500
3392,1.01-1.09,J,VS2,Jan,2021,-36,5300
3185,1.01-1.09,J,SI1,Jan,2021,-36,4900
2992.5,1.01-1.09,J,SI2,Jan,2021,-35,4500
2232,1.01-1.09,J,I1,Jan,2021,-28,3100
3250,1.01-1.09,K,IF,Jan,2021,-36,5100
3144,1.01-1.09,K,VVS1,Jan,2021,-34,4800
3082,1.01-1.09,K,VVS2,Jan,2021,-33,4600
2904,1.01-1.09,K,VS1,Jan,2021,-32,4400
2814,1.01-1.09,K,VS2,Jan,2021,-32,4200
2680,1.01-1.09,K,SI1,Jan,2021,-33,4000
2394,1.01-1.09,K,SI2,Jan,2021,-36,3600
2088,1.01-1.09,K,I1,Jan,2021,-28,2900
3013,1.01-1.09,L,IF,Jan,2021,-35,4700
2860,1.01-1.09,L,VVS1,Jan,2021,-34,4400
2730,1.01-1.09,L,VVS2,Jan,2021,-34,4200
2600,1.01-1.09,L,VS1,Jan,2021,-34,4000
2470,1.01-1.09,L,VS2,Jan,2021,-34.5,3800
2275,1.01-1.09,L,SI1,Jan,2021,-35,3500
2145,1.01-1.09,L,SI2,Jan,2021,-36,3300
1971,1.01-1.09,L,I1,Jan,2021,-27,2700
2665,1.01-1.09,M,IF,Jan,2021,-36,4100
2535,1.01-1.09,M,VVS1,Jan,2021,-35,3900
2405,1.01-1.09,M,VVS2,Jan,2021,-35,3700
2275,1.01-1.09,M,VS1,Jan,2021,-35,3500
2176,1.01-1.09,M,VS2,Jan,2021,-35.5,3400
2080,1.01-1.09,M,SI1,Jan,2021,-35,3200
1820,1.01-1.09,M,SI2,Jan,2021,-35,2800
1776,1.01-1.09,M,I1,Jan,2021,-26,2400
13300,1.01-1.09,D,IF,Feb,2021,-30,19600
9792,1.01-1.09,D,VVS1,Feb,2021,-30,14800
8820,1.01-1.09,D,VVS2,Feb,2021,-30,13000
7770,1.01-1.09,D,VS1,Feb,2021,-31,11400
6860,1.01-1.09,D,VS2,Feb,2021,-30,10100
5120,1.01-1.09,D,SI1,Feb,2021,-35,8200
4290,1.01-1.09,D,SI2,Feb,2021,-34,6700
3150,1.01-1.09,D,I1,Feb,2021,-29,4500
9315,1.01-1.09,E,IF,Feb,2021,-30,13900
8625,1.01-1.09,E,VVS1,Feb,2021,-30,12900
7700,1.01-1.09,E,VVS2,Feb,2021,-30,11500
7107,1.01-1.09,E,VS1,Feb,2021,-30,10600
6370,1.01-1.09,E,VS2,Feb,2021,-30,9400
4864,1.01-1.09,E,SI1,Feb,2021,-36,7800
3968,1.01-1.09,E,SI2,Feb,2021,-37,6400
2988.5,1.01-1.09,E,I1,Feb,2021,-30.5,4300
8142,1.01-1.09,F,IF,Feb,2021,-30,12200
7840,1.01-1.09,F,VVS1,Feb,2021,-30,11500
7140,1.01-1.09,F,VVS2,Feb,2021,-30,10500
6720,1.01-1.09,F,VS1,Feb,2021,-30,9900
5950,1.01-1.09,F,VS2,Feb,2021,-29,8800
4562.5,1.01-1.09,F,SI1,Feb,2021,-35,7500
3835,1.01-1.09,F,SI2,Feb,2021,-36,6100
2911,1.01-1.09,F,I1,Feb,2021,-29,4100
6900,1.01-1.09,G,IF,Feb,2021,-30,10300
6555,1.01-1.09,G,VVS1,Feb,2021,-30,9800
6160,1.01-1.09,G,VVS2,Feb,2021,-30,9100
5880,1.01-1.09,G,VS1,Feb,2021,-30,8700
5530,1.01-1.09,G,VS2,Feb,2021,-31,8100
4450.5,1.01-1.09,G,SI1,Feb,2021,-35,7100
3696,1.01-1.09,G,SI2,Feb,2021,-36,5800
2749.5,1.01-1.09,G,I1,Feb,2021,-28,3900
5502,1.01-1.09,H,IF,Feb,2021,-33,8700
5451,1.01-1.09,H,VVS1,Feb,2021,-31,8100
5320,1.01-1.09,H,VVS2,Feb,2021,-30,7800
5217,1.01-1.09,H,VS1,Feb,2021,-30,7600
5004,1.01-1.09,H,VS2,Feb,2021,-31,7300
4126.5,1.01-1.09,H,SI1,Feb,2021,-33.5,6500
3657,1.01-1.09,H,SI2,Feb,2021,-34,5500
2627,1.01-1.09,H,I1,Feb,2021,-30,3700
4579.5,1.01-1.09,I,IF,Feb,2021,-36,7200
4355,1.01-1.09,I,VVS1,Feb,2021,-36,6900
4127.5,1.01-1.09,I,VVS2,Feb,2021,-37,6600
4032,1.01-1.09,I,VS1,Feb,2021,-37,6400
3965,1.01-1.09,I,VS2,Feb,2021,-37,6100
3712,1.01-1.09,I,SI1,Feb,2021,-37,5800
3087,1.01-1.09,I,SI2,Feb,2021,-39,5000
2343,1.01-1.09,I,I1,Feb,2021,-29,3300
3904,1.01-1.09,J,IF,Feb,2021,-36,6200
3776,1.01-1.09,J,VVS1,Feb,2021,-36,5900
3648,1.01-1.09,J,VVS2,Feb,2021,-36,5700
3520,1.01-1.09,J,VS1,Feb,2021,-37,5500
3392,1.01-1.09,J,VS2,Feb,2021,-37,5300
3087,1.01-1.09,J,SI1,Feb,2021,-37,4900
2970,1.01-1.09,J,SI2,Feb,2021,-36,4500
2232,1.01-1.09,J,I1,Feb,2021,-28,3100
3200,1.01-1.09,K,IF,Feb,2021,-36,5100
3144,1.01-1.09,K,VVS1,Feb,2021,-35,4800
3082,1.01-1.09,K,VVS2,Feb,2021,-33,4600
2904,1.01-1.09,K,VS1,Feb,2021,-33,4400
2772,1.01-1.09,K,VS2,Feb,2021,-33,4200
2680,1.01-1.09,K,SI1,Feb,2021,-34,4000
2340,1.01-1.09,K,SI2,Feb,2021,-36,3600
2088,1.01-1.09,K,I1,Feb,2021,-26,2900
2990,1.01-1.09,L,IF,Feb,2021,-35,4700
2860,1.01-1.09,L,VVS1,Feb,2021,-35,4400
2730,1.01-1.09,L,VVS2,Feb,2021,-35,4200
2600,1.01-1.09,L,VS1,Feb,2021,-35,4000
2432,1.01-1.09,L,VS2,Feb,2021,-35.5,3800
2240,1.01-1.09,L,SI1,Feb,2021,-35.5,3500
2112,1.01-1.09,L,SI2,Feb,2021,-37,3300
1971,1.01-1.09,L,I1,Feb,2021,-26,2700
2624,1.01-1.09,M,IF,Feb,2021,-36,4100
2515.5,1.01-1.09,M,VVS1,Feb,2021,-35.5,3900
2368,1.01-1.09,M,VVS2,Feb,2021,-35.5,3700
2240,1.01-1.09,M,VS1,Feb,2021,-36,3500
2142,1.01-1.09,M,VS2,Feb,2021,-37,3400
2080,1.01-1.09,M,SI1,Feb,2021,-36,3200
1820,1.01-1.09,M,SI2,Feb,2021,-35,2800
1776,1.01-1.09,M,I1,Feb,2021,-26,2400
13720,1.01-1.09,D,IF,Mar,2021,-30,19600
10360,1.01-1.09,D,VVS1,Mar,2021,-30,14800
9100,1.01-1.09,D,VVS2,Mar,2021,-30,13000
7980,1.01-1.09,D,VS1,Mar,2021,-32,11400
7070,1.01-1.09,D,VS2,Mar,2021,-30,10100
5412,1.01-1.09,D,SI1,Mar,2021,-33,8200
4422,1.01-1.09,D,SI2,Mar,2021,-33,6700
3195,1.01-1.09,D,I1,Mar,2021,-30,4500
9730,1.01-1.09,E,IF,Mar,2021,-29,13900
9030,1.01-1.09,E,VVS1,Mar,2021,-28,12900
8050,1.01-1.09,E,VVS2,Mar,2021,-30,11500
7420,1.01-1.09,E,VS1,Mar,2021,-30,10600
6580,1.01-1.09,E,VS2,Mar,2021,-30,9400
5070,1.01-1.09,E,SI1,Mar,2021,-34,7800
4160,1.01-1.09,E,SI2,Mar,2021,-34,6400
2988.5,1.01-1.09,E,I1,Mar,2021,-29,4300
8540,1.01-1.09,F,IF,Mar,2021,-30,12200
8165,1.01-1.09,F,VVS1,Mar,2021,-28,11500
7455,1.01-1.09,F,VVS2,Mar,2021,-30,10500
7029,1.01-1.09,F,VS1,Mar,2021,-30,9900
6248,1.01-1.09,F,VS2,Mar,2021,-29,8800
4950,1.01-1.09,F,SI1,Mar,2021,-33,7500
3965,1.01-1.09,F,SI2,Mar,2021,-32,6100
2952,1.01-1.09,F,I1,Mar,2021,-29,4100
7210,1.01-1.09,G,IF,Mar,2021,-32,10300
6958,1.01-1.09,G,VVS1,Mar,2021,-29,9800
6461,1.01-1.09,G,VVS2,Mar,2021,-28,9100
6090,1.01-1.09,G,VS1,Mar,2021,-27.5,8700
5589,1.01-1.09,G,VS2,Mar,2021,-29,8100
4686,1.01-1.09,G,SI1,Mar,2021,-33,7100
3828,1.01-1.09,G,SI2,Mar,2021,-33,5800
2847,1.01-1.09,G,I1,Mar,2021,-28,3900
5698.5,1.01-1.09,H,IF,Mar,2021,-31,8700
5589,1.01-1.09,H,VVS1,Mar,2021,-29,8100
5460,1.01-1.09,H,VVS2,Mar,2021,-31,7800
5396,1.01-1.09,H,VS1,Mar,2021,-32,7600
5110,1.01-1.09,H,VS2,Mar,2021,-30,7300
4322.5,1.01-1.09,H,SI1,Mar,2021,-31.5,6500
3685,1.01-1.09,H,SI2,Mar,2021,-32,5500
2627,1.01-1.09,H,I1,Mar,2021,-28,3700
4644,1.01-1.09,I,IF,Mar,2021,-34,7200
4485,1.01-1.09,I,VVS1,Mar,2021,-36,6900
4257,1.01-1.09,I,VVS2,Mar,2021,-35.5,6600
4096,1.01-1.09,I,VS1,Mar,2021,-34,6400
3934.5,1.01-1.09,I,VS2,Mar,2021,-33,6100
3712,1.01-1.09,I,SI1,Mar,2021,-35,5800
3150,1.01-1.09,I,SI2,Mar,2021,-35,5000
2343,1.01-1.09,I,I1,Mar,2021,-27,3300
4030,1.01-1.09,J,IF,Mar,2021,-35,6200
3835,1.01-1.09,J,VVS1,Mar,2021,-34,5900
3705,1.01-1.09,J,VVS2,Mar,2021,-34,5700
3520,1.01-1.09,J,VS1,Mar,2021,-34,5500
3392,1.01-1.09,J,VS2,Mar,2021,-35,5300
3136,1.01-1.09,J,SI1,Mar,2021,-36,4900
2925,1.01-1.09,J,SI2,Mar,2021,-37,4500
2232,1.01-1.09,J,I1,Mar,2021,-29,3100
3264,1.01-1.09,K,IF,Mar,2021,-34,5100
3168,1.01-1.09,K,VVS1,Mar,2021,-34.5,4800
3082,1.01-1.09,K,VVS2,Mar,2021,-32,4600
2992,1.01-1.09,K,VS1,Mar,2021,-30,4400
2856,1.01-1.09,K,VS2,Mar,2021,-32,4200
2680,1.01-1.09,K,SI1,Mar,2021,-33,4000
2304,1.01-1.09,K,SI2,Mar,2021,-35,3600
2088,1.01-1.09,K,I1,Mar,2021,-26,2900
3055,1.01-1.09,L,IF,Mar,2021,-33,4700
2904,1.01-1.09,L,VVS1,Mar,2021,-33,4400
2772,1.01-1.09,L,VVS2,Mar,2021,-34,4200
2640,1.01-1.09,L,VS1,Mar,2021,-33,4000
2489,1.01-1.09,L,VS2,Mar,2021,-36,3800
2275,1.01-1.09,L,SI1,Mar,2021,-33,3500
2112,1.01-1.09,L,SI2,Mar,2021,-37,3300
1971,1.01-1.09,L,I1,Mar,2021,-26,2700
2624,1.01-1.09,M,IF,Mar,2021,-34,4100
2535,1.01-1.09,M,VVS1,Mar,2021,-34,3900
2405,1.01-1.09,M,VVS2,Mar,2021,-34,3700
2275,1.01-1.09,M,VS1,Mar,2021,-34,3500
2193,1.01-1.09,M,VS2,Mar,2021,-36,3400
2080,1.01-1.09,M,SI1,Mar,2021,-34,3200
1820,1.01-1.09,M,SI2,Mar,2021,-33,2800
1776,1.01-1.09,M,I1,Mar,2021,-24,2400
13720,1.01-1.09,D,IF,Apr,2021,-30,19600
10360,1.01-1.09,D,VVS1,Apr,2021,-30,14800
9100,1.01-1.09,D,VVS2,Apr,2021,-30,13000
7866,1.01-1.09,D,VS1,Apr,2021,-32,11400
7070,1.01-1.09,D,VS2,Apr,2021,-30,10100
5330,1.01-1.09,D,SI1,Apr,2021,-33,8200
4422,1.01-1.09,D,SI2,Apr,2021,-31,6700
3195,1.01-1.09,D,I1,Apr,2021,-30,4500
9730,1.01-1.09,E,IF,Apr,2021,-29,13900
9030,1.01-1.09,E,VVS1,Apr,2021,-28,12900
8050,1.01-1.09,E,VVS2,Apr,2021,-30,11500
7420,1.01-1.09,E,VS1,Apr,2021,-30,10600
6580,1.01-1.09,E,VS2,Apr,2021,-30,9400
4992,1.01-1.09,E,SI1,Apr,2021,-33,7800
4032,1.01-1.09,E,SI2,Apr,2021,-32,6400
2988.5,1.01-1.09,E,I1,Apr,2021,-29,4300
8540,1.01-1.09,F,IF,Apr,2021,-30,12200
8050,1.01-1.09,F,VVS1,Apr,2021,-28,11500
7350,1.01-1.09,F,VVS2,Apr,2021,-29,10500
6930,1.01-1.09,F,VS1,Apr,2021,-30,9900
6248,1.01-1.09,F,VS2,Apr,2021,-29,8800
4875,1.01-1.09,F,SI1,Apr,2021,-33,7500
3904,1.01-1.09,F,SI2,Apr,2021,-32,6100
2911,1.01-1.09,F,I1,Apr,2021,-29,4100
7210,1.01-1.09,G,IF,Apr,2021,-33,10600
6860,1.01-1.09,G,VVS1,Apr,2021,-30,10000
6370,1.01-1.09,G,VVS2,Apr,2021,-29,9400
6090,1.01-1.09,G,VS1,Apr,2021,-28.5,9000
5589,1.01-1.09,G,VS2,Apr,2021,-29,8100
4615,1.01-1.09,G,SI1,Apr,2021,-33,7100
3712,1.01-1.09,G,SI2,Apr,2021,-33,5800
2808,1.01-1.09,G,I1,Apr,2021,-28,3900
5829,1.01-1.09,H,IF,Apr,2021,-32,8900
5589,1.01-1.09,H,VVS1,Apr,2021,-30.5,8400
5460,1.01-1.09,H,VVS2,Apr,2021,-31,8100
5320,1.01-1.09,H,VS1,Apr,2021,-30,7800
5037,1.01-1.09,H,VS2,Apr,2021,-30,7300
4322.5,1.01-1.09,H,SI1,Apr,2021,-31.5,6500
3630,1.01-1.09,H,SI2,Apr,2021,-32,5500
2590,1.01-1.09,H,I1,Apr,2021,-28,3700
4608,1.01-1.09,I,IF,Apr,2021,-35.5,7500
4416,1.01-1.09,I,VVS1,Apr,2021,-37,7200
4158,1.01-1.09,I,VVS2,Apr,2021,-35,6900
4032,1.01-1.09,I,VS1,Apr,2021,-34,6600
3843,1.01-1.09,I,VS2,Apr,2021,-33,6300
3654,1.01-1.09,I,SI1,Apr,2021,-34,5800
3050,1.01-1.09,I,SI2,Apr,2021,-35,5000
2343,1.01-1.09,I,I1,Apr,2021,-27,3300
3968,1.01-1.09,J,IF,Apr,2021,-35,6400
3776,1.01-1.09,J,VVS1,Apr,2021,-34,6100
3648,1.01-1.09,J,VVS2,Apr,2021,-34,5800
3465,1.01-1.09,J,VS1,Apr,2021,-33,5500
3339,1.01-1.09,J,VS2,Apr,2021,-35,5300
3087,1.01-1.09,J,SI1,Apr,2021,-36,4900
2880,1.01-1.09,J,SI2,Apr,2021,-37,4500
2232,1.01-1.09,J,I1,Apr,2021,-29,3100
3264,1.01-1.09,K,IF,Apr,2021,-35,5300
3120,1.01-1.09,K,VVS1,Apr,2021,-34,5000
3082,1.01-1.09,K,VVS2,Apr,2021,-34,4800
2948,1.01-1.09,K,VS1,Apr,2021,-31,4500
2814,1.01-1.09,K,VS2,Apr,2021,-32,4300
2640,1.01-1.09,K,SI1,Apr,2021,-32,4000
2304,1.01-1.09,K,SI2,Apr,2021,-33,3600
2146,1.01-1.09,K,I1,Apr,2021,-26,2900
3055,1.01-1.09,L,IF,Apr,2021,-33,4700
2860,1.01-1.09,L,VVS1,Apr,2021,-33,4400
2730,1.01-1.09,L,VVS2,Apr,2021,-34,4200
2600,1.01-1.09,L,VS1,Apr,2021,-32,4000
2451,1.01-1.09,L,VS2,Apr,2021,-34,3800
2257.5,1.01-1.09,L,SI1,Apr,2021,-32,3500
2079,1.01-1.09,L,SI2,Apr,2021,-37,3300
1998,1.01-1.09,L,I1,Apr,2021,-26,2700
2624,1.01-1.09,M,IF,Apr,2021,-34,4100
2515.5,1.01-1.09,M,VVS1,Apr,2021,-32,3900
2386.5,1.01-1.09,M,VVS2,Apr,2021,-33,3700
2240,1.01-1.09,M,VS1,Apr,2021,-33,3500
2142,1.01-1.09,M,VS2,Apr,2021,-34,3400
2048,1.01-1.09,M,SI1,Apr,2021,-34,3200
1820,1.01-1.09,M,SI2,Apr,2021,-33,2800
1776,1.01-1.09,M,I1,Apr,2021,-24,2400
13720,1.01-1.09,D,IF,May,2021,-30,19600
10360,1.01-1.09,D,VVS1,May,2021,-30,14800
9100,1.01-1.09,D,VVS2,May,2021,-30,13000
7752,1.01-1.09,D,VS1,May,2021,-32,11700
7070,1.01-1.09,D,VS2,May,2021,-30,10400
5494,1.01-1.09,D,SI1,May,2021,-33,8200
4489,1.01-1.09,D,SI2,May,2021,-31,6700
3150,1.01-1.09,D,I1,May,2021,-30,4500
9869,1.01-1.09,E,IF,May,2021,-29,13900
9288,1.01-1.09,E,VVS1,May,2021,-28,12900
8050,1.01-1.09,E,VVS2,May,2021,-30,11800
7420,1.01-1.09,E,VS1,May,2021,-30,10900
6580,1.01-1.09,E,VS2,May,2021,-30,9700
5148,1.01-1.09,E,SI1,May,2021,-33,7800
4224,1.01-1.09,E,SI2,May,2021,-32,6400
3053,1.01-1.09,E,I1,May,2021,-29,4300
8540,1.01-1.09,F,IF,May,2021,-30,12500
8280,1.01-1.09,F,VVS1,May,2021,-28,11800
7350,1.01-1.09,F,VVS2,May,2021,-29,10800
6930,1.01-1.09,F,VS1,May,2021,-30,10200
6248,1.01-1.09,F,VS2,May,2021,-29,9100
5025,1.01-1.09,F,SI1,May,2021,-33,7500
4148,1.01-1.09,F,SI2,May,2021,-32,6100
2911,1.01-1.09,F,I1,May,2021,-29,4100
7004,1.01-1.09,G,IF,May,2021,-33,10900
6958,1.01-1.09,G,VVS1,May,2021,-30,10300
6552,1.01-1.09,G,VVS2,May,2021,-29,9700
6307.5,1.01-1.09,G,VS1,May,2021,-28.5,9300
5751,1.01-1.09,G,VS2,May,2021,-29,8400
4757,1.01-1.09,G,SI1,May,2021,-33,7100
3886,1.01-1.09,G,SI2,May,2021,-33,5800
2808,1.01-1.09,G,I1,May,2021,-28,3900
6003,1.01-1.09,H,IF,May,2021,-32,9200
5751,1.01-1.09,H,VVS1,May,2021,-30.5,8700
5382,1.01-1.09,H,VVS2,May,2021,-31,8300
5168,1.01-1.09,H,VS1,May,2021,-30,8000
5110,1.01-1.09,H,VS2,May,2021,-30,7500
4452.5,1.01-1.09,H,SI1,May,2021,-31.5,6500
3740,1.01-1.09,H,SI2,May,2021,-32,5500
2664,1.01-1.09,H,I1,May,2021,-28,3700
4752,1.01-1.09,I,IF,May,2021,-35.5,7500
4416,1.01-1.09,I,VVS1,May,2021,-37,7200
4257,1.01-1.09,I,VVS2,May,2021,-35,6900
4224,1.01-1.09,I,VS1,May,2021,-34,6600
4087,1.01-1.09,I,VS2,May,2021,-33,6300
3770,1.01-1.09,I,SI1,May,2021,-34,5800
3250,1.01-1.09,I,SI2,May,2021,-35,5000
2409,1.01-1.09,I,I1,May,2021,-27,3300
4030,1.01-1.09,J,IF,May,2021,-35,6400
3894,1.01-1.09,J,VVS1,May,2021,-34,6100
3762,1.01-1.09,J,VVS2,May,2021,-34,5800
3630,1.01-1.09,J,VS1,May,2021,-33,5500
3445,1.01-1.09,J,VS2,May,2021,-35,5300
3136,1.01-1.09,J,SI1,May,2021,-36,4900
2835,1.01-1.09,J,SI2,May,2021,-37,4500
2201,1.01-1.09,J,I1,May,2021,-29,3100
3366,1.01-1.09,K,IF,May,2021,-35,5300
3144,1.01-1.09,K,VVS1,May,2021,-34,5000
3128,1.01-1.09,K,VVS2,May,2021,-34,4800
3080,1.01-1.09,K,VS1,May,2021,-31,4500
2856,1.01-1.09,K,VS2,May,2021,-32,4300
2680,1.01-1.09,K,SI1,May,2021,-32,4000
2340,1.01-1.09,K,SI2,May,2021,-33,3600
2146,1.01-1.09,K,I1,May,2021,-26,2900
3149,1.01-1.09,L,IF,May,2021,-33,4700
2948,1.01-1.09,L,VVS1,May,2021,-33,4400
2772,1.01-1.09,L,VVS2,May,2021,-34,4200
2680,1.01-1.09,L,VS1,May,2021,-32,4000
2432,1.01-1.09,L,VS2,May,2021,-34,3800
2345,1.01-1.09,L,SI1,May,2021,-32,3500
2079,1.01-1.09,L,SI2,May,2021,-37,3300
1998,1.01-1.09,L,I1,May,2021,-26,2700
2706,1.01-1.09,M,IF,May,2021,-34,4100
2574,1.01-1.09,M,VVS1,May,2021,-32,3900
2442,1.01-1.09,M,VVS2,May,2021,-33,3700
2310,1.01-1.09,M,VS1,May,2021,-33,3500
2176,1.01-1.09,M,VS2,May,2021,-34,3400
2112,1.01-1.09,M,SI1,May,2021,-34,3200
1876,1.01-1.09,M,SI2,May,2021,-33,2800
1824,1.01-1.09,M,I1,May,2021,-24,2400
13720,1.01-1.09,D,IF,Jun,2021,-31,19600
10360,1.01-1.09,D,VVS1,Jun,2021,-29,14800
9100,1.01-1.09,D,VVS2,Jun,2021,-30,13000
7752,1.01-1.09,D,VS1,Jun,2021,-30,11700
7070,1.01-1.09,D,VS2,Jun,2021,-29,10400
5494,1.01-1.09,D,SI1,Jun,2021,-32,8200
4623,1.01-1.09,D,SI2,Jun,2021,-31,6700
3150,1.01-1.09,D,I1,Jun,2021,-28,4500
9869,1.01-1.09,E,IF,Jun,2021,-30,13900
9288,1.01-1.09,E,VVS1,Jun,2021,-29,12900
8050,1.01-1.09,E,VVS2,Jun,2021,-30,11800
7420,1.01-1.09,E,VS1,Jun,2021,-30,10900
6580,1.01-1.09,E,VS2,Jun,2021,-29,9700
5226,1.01-1.09,E,SI1,Jun,2021,-32,7800
4352,1.01-1.09,E,SI2,Jun,2021,-30,6400
3053,1.01-1.09,E,I1,Jun,2021,-28,4300
8540,1.01-1.09,F,IF,Jun,2021,-29,12500
8280,1.01-1.09,F,VVS1,Jun,2021,-27,11800
7455,1.01-1.09,F,VVS2,Jun,2021,-27,10800
6930,1.01-1.09,F,VS1,Jun,2021,-28,10200
6248,1.01-1.09,F,VS2,Jun,2021,-28,9100
5025,1.01-1.09,F,SI1,Jun,2021,-32,7500
4148,1.01-1.09,F,SI2,Jun,2021,-30,6100
2911,1.01-1.09,F,I1,Jun,2021,-29,4100
7102,1.01-1.09,G,IF,Jun,2021,-32,10900
7000,1.01-1.09,G,VVS1,Jun,2021,-29,10300
6674,1.01-1.09,G,VVS2,Jun,2021,-27,9700
6435,1.01-1.09,G,VS1,Jun,2021,-29,9300
5751,1.01-1.09,G,VS2,Jun,2021,-29,8400
4757,1.01-1.09,G,SI1,Jun,2021,-34,7100
3886,1.01-1.09,G,SI2,Jun,2021,-34,5800
2808,1.01-1.09,G,I1,Jun,2021,-28,3900
6052,1.01-1.09,H,IF,Jun,2021,-31,9200
5838,1.01-1.09,H,VVS1,Jun,2021,-29,8700
5589,1.01-1.09,H,VVS2,Jun,2021,-29,8300
5460,1.01-1.09,H,VS1,Jun,2021,-29,8000
5110,1.01-1.09,H,VS2,Jun,2021,-28,7500
4452.5,1.01-1.09,H,SI1,Jun,2021,-31.5,6500
3740,1.01-1.09,H,SI2,Jun,2021,-32,5500
2664,1.01-1.09,H,I1,Jun,2021,-28,3700
4837.5,1.01-1.09,I,IF,Jun,2021,-34,7500
4536,1.01-1.09,I,VVS1,Jun,2021,-33,7200
4485,1.01-1.09,I,VVS2,Jun,2021,-31,6900
4356,1.01-1.09,I,VS1,Jun,2021,-32,6600
4221,1.01-1.09,I,VS2,Jun,2021,-30,6300
3828,1.01-1.09,I,SI1,Jun,2021,-33,5800
3250,1.01-1.09,I,SI2,Jun,2021,-33,5000
2409,1.01-1.09,I,I1,Jun,2021,-27,3300
4160,1.01-1.09,J,IF,Jun,2021,-33,6400
4026,1.01-1.09,J,VVS1,Jun,2021,-32,6100
3828,1.01-1.09,J,VVS2,Jun,2021,-32,5800
3685,1.01-1.09,J,VS1,Jun,2021,-31,5500
3445,1.01-1.09,J,VS2,Jun,2021,-32,5300
3136,1.01-1.09,J,SI1,Jun,2021,-34,4900
2835,1.01-1.09,J,SI2,Jun,2021,-36,4500
2201,1.01-1.09,J,I1,Jun,2021,-29,3100
3445,1.01-1.09,K,IF,Jun,2021,-33,5300
3300,1.01-1.09,K,VVS1,Jun,2021,-30,5000
3168,1.01-1.09,K,VVS2,Jun,2021,-29,4800
3105,1.01-1.09,K,VS1,Jun,2021,-29,4500
2924,1.01-1.09,K,VS2,Jun,2021,-30,4300
2720,1.01-1.09,K,SI1,Jun,2021,-33,4000
2412,1.01-1.09,K,SI2,Jun,2021,-33,3600
2146,1.01-1.09,K,I1,Jun,2021,-26,2900
3149,1.01-1.09,L,IF,Jun,2021,-32,4700
2948,1.01-1.09,L,VVS1,Jun,2021,-32,4400
2772,1.01-1.09,L,VVS2,Jun,2021,-32,4200
2720,1.01-1.09,L,VS1,Jun,2021,-30,4000
2508,1.01-1.09,L,VS2,Jun,2021,-33,3800
2380,1.01-1.09,L,SI1,Jun,2021,-31,3500
2079,1.01-1.09,L,SI2,Jun,2021,-34,3300
1998,1.01-1.09,L,I1,Jun,2021,-26,2700
2706,1.01-1.09,M,IF,Jun,2021,-32,4100
2652,1.01-1.09,M,VVS1,Jun,2021,-32,3900
2479,1.01-1.09,M,VVS2,Jun,2021,-32,3700
2345,1.01-1.09,M,VS1,Jun,2021,-31,3500
2244,1.01-1.09,M,VS2,Jun,2021,-32,3400
2112,1.01-1.09,M,SI1,Jun,2021,-32,3200
1876,1.01-1.09,M,SI2,Jun,2021,-32,2800
1824,1.01-1.09,M,I1,Jun,2021,-24,2400
13720,1.01-1.09,D,IF,Jul,2021,-31,19600
10360,1.01-1.09,D,VVS1,Jul,2021,-29,15200
9100,1.01-1.09,D,VVS2,Jul,2021,-30,13000
7956,1.01-1.09,D,VS1,Jul,2021,-30,11700
7280,1.01-1.09,D,VS2,Jul,2021,-28,10400
5494,1.01-1.09,D,SI1,Jul,2021,-31,8400
4623,1.01-1.09,D,SI2,Jul,2021,-30,6900
3150,1.01-1.09,D,I1,Jul,2021,-28,4600
9869,1.01-1.09,E,IF,Jul,2021,-29,14300
9288,1.01-1.09,E,VVS1,Jul,2021,-28,13200
8260,1.01-1.09,E,VVS2,Jul,2021,-30,12000
7630,1.01-1.09,E,VS1,Jul,2021,-29,11000
6790,1.01-1.09,E,VS2,Jul,2021,-29,9800
5226,1.01-1.09,E,SI1,Jul,2021,-31,8000
4352,1.01-1.09,E,SI2,Jul,2021,-29,6600
3053,1.01-1.09,E,I1,Jul,2021,-26,4400
8750,1.01-1.09,F,IF,Jul,2021,-29,12900
8496,1.01-1.09,F,VVS1,Jul,2021,-27,12200
7668,1.01-1.09,F,VVS2,Jul,2021,-28,11100
7140,1.01-1.09,F,VS1,Jul,2021,-29,10500
6461,1.01-1.09,F,VS2,Jul,2021,-29,9300
5025,1.01-1.09,F,SI1,Jul,2021,-30,7600
4148,1.01-1.09,F,SI2,Jul,2021,-30,6300
2911,1.01-1.09,F,I1,Jul,2021,-26,4200
7303,1.01-1.09,G,IF,Jul,2021,-30,11000
7210,1.01-1.09,G,VVS1,Jul,2021,-29,10500
6887,1.01-1.09,G,VVS2,Jul,2021,-28,10000
6649.5,1.01-1.09,G,VS1,Jul,2021,-27,9600
5964,1.01-1.09,G,VS2,Jul,2021,-28,8700
4757,1.01-1.09,G,SI1,Jul,2021,-34,7200
3886,1.01-1.09,G,SI2,Jul,2021,-34,5900
2808,1.01-1.09,G,I1,Jul,2021,-25,4000
6256,1.01-1.09,H,IF,Jul,2021,-31,9400
6046.5,1.01-1.09,H,VVS1,Jul,2021,-30,9000
